transaction_date,channel,payment_method,transactions,net_revenue
2024-03-09,in_store,gift_card,3,2738.95
2024-03-09,in_store,mobile_pay,1,108.28
2024-03-09,mobile_app,credit_card,2,1197.1599999999999
2024-03-09,mobile_app,debit_card,1,798.9
2024-03-09,mobile_app,mobile_pay,1,90.88
2024-03-09,online,debit_card,1,647.76
2024-03-09,online,gift_card,1,545.48
2024-03-10,in_store,debit_card,2,2223.19
2024-03-10,in_store,mobile_pay,2,2744.75
2024-03-10,mobile_app,debit_card,1,146.15
2024-03-10,mobile_app,gift_card,1,460.37
2024-03-10,online,credit_card,2,2830.29
2024-03-10,online,debit_card,2,3421.33
2024-03-10,online,mobile_pay,2,2437.88
2024-03-11,in_store,cash,1,278.16
2024-03-11,in_store,debit_card,2,1760.25
2024-03-11,in_store,mobile_pay,1,276.68
2024-03-11,mobile_app,credit_card,1,1243.64
2024-03-11,mobile_app,debit_card,2,3300.94
2024-03-11,mobile_app,gift_card,1,496.85
2024-03-11,online,debit_card,1,275.5
2024-03-11,online,gift_card,1,1716.28
2024-03-11,online,mobile_pay,2,1466.94
2024-03-12,in_store,cash,3,3236.62
2024-03-12,in_store,credit_card,1,1097.2
2024-03-12,in_store,debit_card,2,3402.66
2024-03-12,in_store,mobile_pay,2,4228.74
2024-03-12,mobile_app,cash,1,145.51
2024-03-12,mobile_app,credit_card,1,1013.83
2024-03-12,mobile_app,debit_card,1,2071.24
2024-03-12,mobile_app,mobile_pay,1,868.21
2024-03-12,online,cash,1,688.75
2024-03-12,online,debit_card,2,2745.33
2024-03-13,in_store,cash,1,99.37
2024-03-13,in_store,debit_card,1,266.3
2024-03-13,in_store,gift_card,2,2337.13
2024-03-13,in_store,mobile_pay,2,2819.96
2024-03-13,mobile_app,cash,1,981.84
2024-03-13,mobile_app,mobile_pay,1,1015.6
2024-03-13,online,cash,3,3657.36
2024-03-13,online,credit_card,1,1421.64
2024-03-13,online,debit_card,2,898.88
2024-03-13,online,mobile_pay,1,345.95
2024-03-14,in_store,cash,1,322.68
2024-03-14,in_store,credit_card,3,3451.72
2024-03-14,in_store,debit_card,2,2239.47
2024-03-14,in_store,mobile_pay,3,1247.89
2024-03-14,mobile_app,debit_card,1,1215.39
2024-03-14,mobile_app,gift_card,2,1104.8799999999999
2024-03-14,mobile_app,mobile_pay,1,1462.05
2024-03-14,online,credit_card,1,784.38
2024-03-14,online,mobile_pay,1,321.56
2024-03-15,in_store,cash,2,394.93
2024-03-15,in_store,credit_card,1,155.36
2024-03-15,in_store,debit_card,1,1147.64
2024-03-15,in_store,mobile_pay,1,398.02
2024-03-15,mobile_app,cash,2,1007.13
2024-03-15,mobile_app,credit_card,1,138.38
2024-03-15,mobile_app,gift_card,1,353.85
2024-03-15,online,cash,1,2770.5
2024-03-15,online,credit_card,1,1863.69
2024-03-15,online,debit_card,3,1098.21
2024-03-15,online,gift_card,2,1087.0800000000002
2024-03-15,online,mobile_pay,3,4925.96
2024-03-16,in_store,cash,1,614.0
2024-03-16,in_store,credit_card,1,162.42
2024-03-16,in_store,debit_card,1,703.64
2024-03-16,in_store,gift_card,1,1556.2
2024-03-16,mobile_app,credit_card,1,2083.86
2024-03-16,mobile_app,debit_card,1,411.07
2024-03-16,online,cash,1,508.11
2024-03-16,online,debit_card,2,2482.04
2024-03-16,online,gift_card,2,1481.07
2024-03-17,in_store,cash,4,5027.71
2024-03-17,in_store,credit_card,3,5143.47
2024-03-17,in_store,debit_card,1,1243.66
2024-03-17,in_store,gift_card,1,1192.74
2024-03-17,in_store,mobile_pay,3,1593.53
2024-03-17,mobile_app,debit_card,5,3334.65
2024-03-17,mobile_app,gift_card,5,4711.65
2024-03-17,online,cash,1,93.42
2024-03-17,online,credit_card,1,1117.32
2024-03-17,online,debit_card,2,342.45000000000005
2024-03-17,online,gift_card,1,1094.58
2024-03-17,online,mobile_pay,1,1987.94
2024-03-18,in_store,credit_card,1,2020.24
2024-03-18,mobile_app,cash,1,778.71
2024-03-18,mobile_app,debit_card,2,141.84
2024-03-18,mobile_app,gift_card,2,633.08
2024-03-18,mobile_app,mobile_pay,1,233.61
2024-03-18,online,gift_card,2,2196.62
2024-03-18,online,mobile_pay,1,813.56
2024-03-19,in_store,cash,2,2072.84
2024-03-19,in_store,credit_card,1,78.27
2024-03-19,in_store,debit_card,1,2469.96
2024-03-19,in_store,mobile_pay,2,1099.3400000000001
2024-03-19,mobile_app,cash,1,1465.65
2024-03-19,mobile_app,credit_card,2,2120.35
2024-03-19,mobile_app,debit_card,1,143.55
2024-03-19,online,credit_card,1,1990.1
2024-03-19,online,gift_card,2,4169.25
2024-03-19,online,mobile_pay,1,2145.35
2024-03-20,in_store,gift_card,1,98.88
2024-03-20,in_store,mobile_pay,3,4509.03
2024-03-20,mobile_app,cash,2,816.4
2024-03-20,mobile_app,credit_card,2,2576.55
2024-03-20,mobile_app,debit_card,1,654.5
2024-03-20,mobile_app,mobile_pay,1,835.66
2024-03-20,online,cash,2,1572.84
2024-03-20,online,debit_card,2,1288.25
2024-03-20,online,gift_card,1,191.4
2024-03-21,in_store,cash,3,4263.639999999999
2024-03-21,in_store,credit_card,1,3452.3
2024-03-21,in_store,gift_card,1,104.41
2024-03-21,in_store,mobile_pay,1,929.33
2024-03-21,mobile_app,cash,1,3452.3
2024-03-21,mobile_app,gift_card,2,583.92
2024-03-21,mobile_app,mobile_pay,2,4139.21
2024-03-21,online,cash,1,322.68
2024-03-22,in_store,cash,1,858.27
2024-03-22,in_store,gift_card,2,665.41
2024-03-22,mobile_app,cash,1,930.61
2024-03-22,mobile_app,credit_card,1,1777.05
2024-03-22,mobile_app,gift_card,2,1848.92
2024-03-22,mobile_app,mobile_pay,2,1261.55
2024-03-22,online,cash,1,1275.16
2024-03-22,online,credit_card,1,490.08
2024-03-22,online,debit_card,5,3123.4300000000003
2024-03-23,in_store,credit_card,1,2442.75
2024-03-23,in_store,debit_card,1,1322.5
2024-03-23,in_store,gift_card,3,3909.14
2024-03-23,in_store,mobile_pay,1,2263.24
2024-03-23,mobile_app,credit_card,1,591.8
2024-03-23,mobile_app,debit_card,1,272.74
2024-03-23,mobile_app,gift_card,2,2756.66
2024-03-23,mobile_app,mobile_pay,3,3408.63
2024-03-23,online,cash,2,1518.78
2024-03-23,online,credit_card,2,2796.0199999999995
2024-03-23,online,gift_card,1,908.55
2024-03-24,in_store,cash,1,304.27
2024-03-24,in_store,credit_card,2,2987.73
2024-03-24,in_store,gift_card,1,407.62
2024-03-24,in_store,mobile_pay,2,2340.82
2024-03-24,mobile_app,cash,1,3244.25
2024-03-24,online,debit_card,1,54.14
2024-03-24,online,gift_card,2,1239.98
2024-03-25,in_store,cash,2,3725.29
2024-03-25,in_store,credit_card,1,245.47
2024-03-25,in_store,debit_card,1,52.04
2024-03-25,in_store,gift_card,2,2297.41
2024-03-25,in_store,mobile_pay,2,825.49
2024-03-25,mobile_app,cash,1,2308.32
2024-03-25,mobile_app,gift_card,1,1380.92
2024-03-25,mobile_app,mobile_pay,2,906.26
2024-03-25,online,credit_card,1,581.55
2024-03-25,online,debit_card,1,2500.63
2024-03-25,online,gift_card,2,3596.24
2024-03-25,online,mobile_pay,1,292.3
2024-03-26,in_store,cash,3,1016.24
2024-03-26,mobile_app,cash,1,2002.2
2024-03-26,mobile_app,credit_card,1,1058.0
2024-03-26,mobile_app,gift_card,1,322.68
2024-03-26,mobile_app,mobile_pay,2,3724.82
2024-03-26,online,cash,1,1220.34
2024-03-26,online,credit_card,1,2469.96
2024-03-26,online,debit_card,2,4817.0
2024-03-27,in_store,credit_card,2,700.02
2024-03-27,in_store,debit_card,1,777.42
2024-03-27,in_store,gift_card,3,1986.38
2024-03-27,in_store,mobile_pay,1,739.21
2024-03-27,mobile_app,cash,2,1611.1100000000001
2024-03-27,mobile_app,credit_card,1,1618.96
2024-03-27,mobile_app,debit_card,1,437.08
2024-03-27,mobile_app,mobile_pay,2,2474.23
2024-03-27,online,cash,1,420.6
2024-03-27,online,gift_card,1,382.86
2024-03-28,in_store,cash,1,1006.65
2024-03-28,in_store,gift_card,2,2448.91
2024-03-28,in_store,mobile_pay,1,2336.1
2024-03-28,mobile_app,cash,1,1079.57
2024-03-28,mobile_app,credit_card,1,231.83
2024-03-28,mobile_app,gift_card,1,668.64
2024-03-28,online,debit_card,4,5772.98
2024-03-29,in_store,cash,1,527.04
2024-03-29,in_store,credit_card,1,355.41
2024-03-29,in_store,debit_card,2,5801.6
2024-03-29,in_store,mobile_pay,1,420.95
2024-03-29,mobile_app,cash,1,551.52
2024-03-29,mobile_app,credit_card,1,234.08
2024-03-29,mobile_app,debit_card,1,1646.64
2024-03-29,mobile_app,mobile_pay,1,1946.55
2024-03-29,online,credit_card,1,539.04
2024-03-29,online,gift_card,1,268.3
2024-03-29,online,mobile_pay,2,1665.79
2024-03-30,in_store,debit_card,1,1021.71
2024-03-30,in_store,gift_card,2,1747.5800000000002
2024-03-30,mobile_app,credit_card,3,2715.9300000000003
2024-03-30,mobile_app,debit_card,1,264.11
2024-03-30,mobile_app,gift_card,1,1769.25
2024-03-30,online,gift_card,1,1347.92
2024-03-30,online,mobile_pay,1,1357.86
2024-03-31,in_store,credit_card,1,911.3
2024-03-31,in_store,mobile_pay,1,2257.91
2024-03-31,mobile_app,cash,2,2882.1400000000003
2024-03-31,mobile_app,debit_card,1,796.04
2024-03-31,mobile_app,mobile_pay,4,5167.490000000001
2024-03-31,online,credit_card,1,1750.72
2024-03-31,online,debit_card,1,545.48
2024-03-31,online,gift_card,1,636.93
2024-03-31,online,mobile_pay,1,415.77
2024-04-01,in_store,cash,2,1657.67
2024-04-01,in_store,credit_card,2,1760.06
2024-04-01,mobile_app,cash,1,1415.4
2024-04-01,mobile_app,debit_card,1,1286.24
2024-04-01,mobile_app,mobile_pay,1,1042.34
2024-04-01,online,cash,2,2883.33
2024-04-01,online,credit_card,1,709.82
2024-04-01,online,debit_card,1,510.48
2024-04-02,in_store,cash,1,2051.53
2024-04-02,in_store,debit_card,2,1121.26
2024-04-02,mobile_app,cash,3,3537.21
2024-04-02,mobile_app,credit_card,1,919.6
2024-04-02,mobile_app,gift_card,2,510.49
2024-04-02,online,cash,1,1863.69
2024-04-02,online,debit_card,1,273.84
2024-04-02,online,gift_card,2,1474.02
2024-04-03,in_store,gift_card,1,1343.95
2024-04-03,in_store,mobile_pay,1,3293.28
2024-04-03,mobile_app,credit_card,2,1962.46
2024-04-03,mobile_app,mobile_pay,2,927.4000000000001
2024-04-03,online,cash,1,1052.79
2024-04-04,in_store,cash,1,608.54
2024-04-04,in_store,debit_card,1,1247.31
2024-04-04,in_store,mobile_pay,1,92.56
2024-04-04,mobile_app,cash,1,1215.39
2024-04-04,mobile_app,debit_card,1,1709.61
2024-04-04,mobile_app,gift_card,1,1144.36
2024-04-04,mobile_app,mobile_pay,1,1863.69
2024-04-04,online,credit_card,1,992.08
2024-04-04,online,debit_card,1,1004.68
2024-04-04,online,mobile_pay,1,782.15
2024-04-05,in_store,cash,1,778.1
2024-04-05,in_store,credit_card,1,245.68
2024-04-05,in_store,debit_card,1,318.42
2024-04-05,in_store,gift_card,1,130.45
2024-04-05,mobile_app,cash,2,1398.26
2024-04-05,mobile_app,mobile_pay,1,1566.12
2024-04-05,online,cash,1,201.33
2024-04-05,online,credit_card,1,26.02
2024-04-05,online,mobile_pay,2,3610.85
2024-04-06,in_store,credit_card,1,266.3
2024-04-06,in_store,debit_card,1,1319.78
2024-04-06,in_store,mobile_pay,2,1376.94
2024-04-06,mobile_app,cash,3,2600.8
2024-04-06,mobile_app,credit_card,2,3094.1
2024-04-06,mobile_app,gift_card,2,1642.6399999999999
2024-04-06,mobile_app,mobile_pay,2,1248.8600000000001
2024-04-06,online,cash,2,3369.92
2024-04-06,online,credit_card,1,1748.32
2024-04-06,online,gift_card,1,1242.46
2024-04-06,online,mobile_pay,1,2191.04
2024-04-07,in_store,cash,1,1004.68
2024-04-07,in_store,credit_card,2,2663.55
2024-04-07,in_store,debit_card,1,1863.69
2024-04-07,in_store,mobile_pay,1,527.04
2024-04-07,mobile_app,cash,1,134.64
2024-04-07,mobile_app,credit_card,3,5533.62
2024-04-07,mobile_app,debit_card,2,1528.4299999999998
2024-04-07,mobile_app,mobile_pay,1,643.12
2024-04-07,online,cash,2,2273.8199999999997
2024-04-07,online,gift_card,1,919.6
2024-04-08,in_store,cash,1,198.74
2024-04-08,in_store,credit_card,4,2360.62
2024-04-08,in_store,debit_card,1,710.82
2024-04-08,in_store,mobile_pay,2,181.0
2024-04-08,mobile_app,debit_card,1,69.42
2024-04-08,mobile_app,mobile_pay,2,4838.4
2024-04-08,online,cash,1,544.43
2024-04-08,online,credit_card,3,2384.81
2024-04-08,online,gift_card,1,1243.64
2024-04-08,online,mobile_pay,2,2037.83
2024-04-09,in_store,cash,1,327.25
2024-04-09,in_store,gift_card,2,2143.98
2024-04-09,mobile_app,credit_card,1,234.74
2024-04-09,mobile_app,debit_card,2,2091.38
2024-04-09,mobile_app,gift_card,2,1219.44
2024-04-09,mobile_app,mobile_pay,1,403.3
2024-04-09,online,debit_card,1,1675.98
2024-04-09,online,mobile_pay,1,1139.74
2024-04-10,in_store,credit_card,1,371.29
2024-04-10,in_store,debit_card,1,1789.11
2024-04-10,mobile_app,cash,1,161.32
2024-04-10,mobile_app,credit_card,1,1049.52
2024-04-10,mobile_app,debit_card,4,5448.5
2024-04-10,mobile_app,gift_card,2,452.55
2024-04-10,mobile_app,mobile_pay,1,291.74
2024-04-10,online,credit_card,2,1808.92
2024-04-10,online,debit_card,1,406.78
2024-04-10,online,gift_card,2,1580.1499999999999
2024-04-11,in_store,cash,1,741.3
2024-04-11,in_store,debit_card,1,846.85
2024-04-11,in_store,mobile_pay,3,3806.54
2024-04-11,mobile_app,cash,2,2666.48
2024-04-11,mobile_app,gift_card,1,1824.3
2024-04-11,mobile_app,mobile_pay,1,864.6
2024-04-11,online,credit_card,1,118.36
2024-04-11,online,gift_card,1,1943.55
2024-04-12,in_store,cash,2,3163.66
2024-04-12,in_store,gift_card,2,1520.08
2024-04-12,mobile_app,credit_card,1,1233.21
2024-04-12,mobile_app,debit_card,2,1958.74
2024-04-12,mobile_app,gift_card,2,1695.13
2024-04-12,online,gift_card,2,4015.25
2024-04-12,online,mobile_pay,2,3050.84
2024-04-13,in_store,gift_card,1,1097.2
2024-04-13,mobile_app,credit_card,2,1260.1599999999999
2024-04-13,mobile_app,mobile_pay,2,277.04
2024-04-13,online,gift_card,1,1192.74
2024-04-13,online,mobile_pay,1,415.77
2024-04-14,in_store,gift_card,1,1192.74
2024-04-14,mobile_app,credit_card,4,3381.66
2024-04-14,mobile_app,gift_card,2,511.63
2024-04-14,online,debit_card,3,1320.21
2024-04-14,online,gift_card,1,1212.14
2024-04-15,in_store,credit_card,3,3505.92
2024-04-15,in_store,gift_card,2,2768.53
2024-04-15,mobile_app,credit_card,2,2926.3199999999997
2024-04-15,mobile_app,debit_card,1,1247.31
2024-04-15,mobile_app,gift_card,2,2562.03
2024-04-15,mobile_app,mobile_pay,3,3922.84
2024-04-15,online,credit_card,2,1156.72
2024-04-15,online,mobile_pay,2,613.74
2024-04-16,in_store,mobile_pay,2,3008.2799999999997
2024-04-16,mobile_app,debit_card,2,922.61
2024-04-16,mobile_app,gift_card,2,2384.46
2024-04-16,online,cash,1,469.22
2024-04-16,online,debit_card,1,554.1
2024-04-16,online,gift_card,2,1600.3600000000001
2024-04-17,in_store,cash,1,116.31
2024-04-17,mobile_app,gift_card,2,2571.8799999999997
2024-04-17,online,cash,2,2627.7599999999998
2024-04-17,online,credit_card,1,675.28
2024-04-17,online,gift_card,2,1877.81
2024-04-17,online,mobile_pay,3,1405.92
2024-04-18,in_store,debit_card,2,2307.13
2024-04-18,in_store,mobile_pay,1,1215.39
2024-04-18,mobile_app,debit_card,1,1144.36
2024-04-18,mobile_app,mobile_pay,2,1624.84
2024-04-18,online,credit_card,1,2315.34
2024-04-18,online,debit_card,1,1331.5
2024-04-18,online,mobile_pay,1,405.13
2024-04-19,in_store,credit_card,1,1052.37
2024-04-19,in_store,debit_card,1,491.81
2024-04-19,in_store,gift_card,1,191.4
2024-04-19,in_store,mobile_pay,1,207.88
2024-04-19,mobile_app,debit_card,3,1719.26
2024-04-19,mobile_app,mobile_pay,1,1311.24
2024-04-19,online,cash,3,1037.38
2024-04-19,online,debit_card,2,843.1700000000001
2024-04-19,online,gift_card,3,1095.2
2024-04-20,in_store,debit_card,1,338.74
2024-04-20,in_store,mobile_pay,1,236.72
2024-04-20,mobile_app,cash,2,1799.46
2024-04-20,mobile_app,credit_card,3,2623.62
2024-04-20,mobile_app,debit_card,1,488.55
2024-04-20,mobile_app,mobile_pay,2,2754.08
2024-04-20,online,cash,1,1243.64
2024-04-20,online,credit_card,1,1242.74
2024-04-20,online,debit_card,1,1191.18
2024-04-20,online,gift_card,2,2582.83
2024-04-21,in_store,cash,2,1135.88
2024-04-21,in_store,credit_card,1,1599.36
2024-04-21,in_store,gift_card,1,52.6
2024-04-21,in_store,mobile_pay,1,560.8
2024-04-21,mobile_app,cash,2,1324.19
2024-04-21,mobile_app,credit_card,1,558.66
2024-04-21,mobile_app,debit_card,2,1991.98
2024-04-21,mobile_app,gift_card,2,725.34
2024-04-21,online,debit_card,2,502.84
2024-04-22,in_store,debit_card,1,729.72
2024-04-22,mobile_app,cash,2,2618.9
2024-04-22,mobile_app,credit_card,2,2323.11
2024-04-22,mobile_app,gift_card,1,654.56
2024-04-22,online,credit_card,1,1554.84
2024-04-22,online,debit_card,1,1901.4
2024-04-22,online,gift_card,2,1576.06
2024-04-23,in_store,cash,1,836.08
2024-04-23,in_store,credit_card,1,1777.05
2024-04-23,in_store,gift_card,5,2613.71
2024-04-23,in_store,mobile_pay,1,268.87
2024-04-23,mobile_app,cash,1,1015.6
2024-04-23,mobile_app,credit_card,1,1106.72
2024-04-23,mobile_app,debit_card,1,1322.77
2024-04-23,mobile_app,mobile_pay,2,1791.85
2024-04-23,online,debit_card,1,184.26
2024-04-23,online,gift_card,1,69.19
2024-04-23,online,mobile_pay,1,1222.8
2024-04-24,in_store,cash,1,548.6
2024-04-24,in_store,debit_card,2,1675.58
2024-04-24,in_store,gift_card,2,1353.5500000000002
2024-04-24,in_store,mobile_pay,2,2697.75
2024-04-24,mobile_app,cash,3,6405.679999999999
2024-04-24,mobile_app,credit_card,1,1593.95
2024-04-24,mobile_app,debit_card,1,1134.36
2024-04-24,online,cash,1,1759.1
2024-04-24,online,credit_card,6,7526.8
2024-04-24,online,debit_card,1,207.57
2024-04-24,online,gift_card,1,956.37
2024-04-24,online,mobile_pay,1,3293.28
2024-04-25,in_store,cash,1,259.57
2024-04-25,in_store,credit_card,3,3784.73
2024-04-25,in_store,gift_card,1,2064.15
2024-04-25,in_store,mobile_pay,1,2031.2
2024-04-25,mobile_app,credit_card,1,701.58
2024-04-25,mobile_app,gift_card,1,487.35
2024-04-25,mobile_app,mobile_pay,2,1029.73
2024-04-25,online,credit_card,3,1774.2199999999998
2024-04-25,online,gift_card,1,377.88
2024-04-25,online,mobile_pay,1,234.08
2024-04-26,in_store,cash,1,415.77
2024-04-26,in_store,credit_card,1,122.8
2024-04-26,in_store,debit_card,4,2784.84
2024-04-26,in_store,gift_card,1,1636.25
2024-04-26,mobile_app,cash,2,1342.46
2024-04-26,mobile_app,credit_card,1,239.25
2024-04-26,mobile_app,debit_card,1,1322.66
2024-04-26,online,cash,3,3793.3
2024-04-26,online,debit_card,2,3445.23
2024-04-26,online,gift_card,1,480.66
2024-04-26,online,mobile_pay,1,1344.63
2024-04-27,in_store,cash,2,1598.1799999999998
2024-04-27,in_store,credit_card,1,1523.4
2024-04-27,in_store,debit_card,1,233.04
2024-04-27,in_store,gift_card,2,1456.0900000000001
2024-04-27,in_store,mobile_pay,1,1286.3
2024-04-27,mobile_app,cash,2,1100.02
2024-04-27,mobile_app,credit_card,1,99.37
2024-04-27,mobile_app,debit_card,1,1929.45
2024-04-27,online,cash,2,1082.06
2024-04-27,online,credit_card,1,709.82
2024-04-27,online,debit_card,2,4540.63
2024-04-27,online,gift_card,1,261.03
2024-04-28,in_store,cash,1,974.7
2024-04-28,in_store,credit_card,1,1311.24
2024-04-28,in_store,debit_card,2,3726.52
2024-04-28,in_store,gift_card,2,3678.64
2024-04-28,in_store,mobile_pay,2,387.88
2024-04-28,mobile_app,debit_card,1,1808.34
2024-04-28,mobile_app,mobile_pay,2,1428.28
2024-04-28,online,credit_card,2,962.82
2024-04-28,online,debit_card,2,6322.82
2024-04-28,online,gift_card,1,2484.92
2024-04-28,online,mobile_pay,2,1799.6299999999999
2024-04-29,in_store,credit_card,1,92.56
2024-04-29,in_store,mobile_pay,3,3838.34
2024-04-29,mobile_app,cash,1,365.72
2024-04-29,mobile_app,debit_card,1,2586.04
2024-04-29,mobile_app,gift_card,1,587.75
2024-04-29,online,cash,3,1785.1999999999998
2024-04-29,online,credit_card,1,1211.4
2024-04-29,online,debit_card,1,635.92
2024-04-29,online,mobile_pay,2,1355.81
2024-04-30,in_store,debit_card,2,1863.36
2024-04-30,in_store,gift_card,3,1410.77
2024-04-30,in_store,mobile_pay,1,198.08
2024-04-30,mobile_app,cash,1,809.48
2024-04-30,mobile_app,gift_card,1,2722.15
2024-04-30,mobile_app,mobile_pay,2,2468.73
2024-04-30,online,credit_card,1,831.54
2024-04-30,online,gift_card,2,2574.37
2024-05-01,in_store,cash,1,1097.2
2024-05-01,in_store,credit_card,2,1509.21
2024-05-01,in_store,debit_card,2,2047.7800000000002
2024-05-01,in_store,gift_card,2,3324.62
2024-05-01,in_store,mobile_pay,1,233.32
2024-05-01,mobile_app,cash,1,543.57
2024-05-01,online,cash,1,127.91
2024-05-01,online,credit_card,1,1222.8
2024-05-01,online,debit_card,1,681.85
2024-05-02,in_store,mobile_pay,1,474.86
2024-05-02,mobile_app,gift_card,3,2977.47
2024-05-02,mobile_app,mobile_pay,3,3428.07
2024-05-02,online,cash,2,1008.72
2024-05-02,online,debit_card,1,1475.43
2024-05-02,online,gift_card,1,411.07
2024-05-02,online,mobile_pay,2,896.96
2024-05-03,in_store,credit_card,1,234.08
2024-05-03,in_store,debit_card,1,417.52
2024-05-03,mobile_app,credit_card,1,1350.85
2024-05-03,mobile_app,mobile_pay,1,1217.08
2024-05-03,online,cash,2,2382.55
2024-05-03,online,credit_card,2,3362.4700000000003
2024-05-03,online,debit_card,1,270.7
2024-05-04,in_store,debit_card,1,252.98
2024-05-04,in_store,gift_card,1,508.11
2024-05-04,in_store,mobile_pay,1,1662.3
2024-05-04,mobile_app,cash,1,379.47
2024-05-04,mobile_app,credit_card,1,1072.06
2024-05-04,online,credit_card,1,1774.55
2024-05-04,online,gift_card,1,621.82
2024-05-04,online,mobile_pay,1,1786.77
2024-05-05,in_store,debit_card,4,5071.62
2024-05-05,mobile_app,cash,2,2039.79
2024-05-05,mobile_app,credit_card,1,269.98
2024-05-05,mobile_app,debit_card,1,159.88
2024-05-05,mobile_app,gift_card,1,1421.64
2024-05-05,online,cash,1,168.3
2024-05-05,online,credit_card,2,4346.04
2024-05-05,online,mobile_pay,2,2105.7400000000002
2024-05-06,in_store,credit_card,1,118.36
2024-05-06,in_store,debit_card,2,975.55
2024-05-06,in_store,gift_card,2,2663.47
2024-05-06,in_store,mobile_pay,1,1703.41
2024-05-06,mobile_app,credit_card,2,3221.08
2024-05-06,mobile_app,gift_card,1,874.16
2024-05-06,mobile_app,mobile_pay,2,2016.0100000000002
2024-05-06,online,credit_card,1,2411.12
2024-05-06,online,gift_card,2,1148.83
2024-05-07,in_store,cash,1,643.12
2024-05-07,in_store,credit_card,1,2708.05
2024-05-07,in_store,mobile_pay,7,4059.71
2024-05-07,mobile_app,cash,1,104.36
2024-05-07,mobile_app,credit_card,3,2582.23
2024-05-07,mobile_app,mobile_pay,1,241.98
2024-05-07,online,cash,1,1946.55
2024-05-07,online,credit_card,1,1439.04
2024-05-07,online,gift_card,2,2536.44
2024-05-07,online,mobile_pay,1,77.68
2024-05-08,in_store,credit_card,1,94.47
2024-05-08,in_store,debit_card,1,1580.25
2024-05-08,in_store,gift_card,2,2624.3599999999997
2024-05-08,mobile_app,cash,2,2574.7200000000003
2024-05-08,online,cash,1,1029.06
2024-05-08,online,gift_card,1,126.49
2024-05-09,in_store,cash,3,2673.87
2024-05-09,in_store,credit_card,1,1675.98
2024-05-09,in_store,debit_card,1,3376.35
2024-05-09,in_store,gift_card,1,276.76
2024-05-09,in_store,mobile_pay,2,1358.27
2024-05-09,mobile_app,cash,1,1945.25
2024-05-09,mobile_app,debit_card,1,1556.2
2024-05-09,mobile_app,mobile_pay,2,1021.19
2024-05-09,online,credit_card,2,2349.92
2024-05-10,in_store,gift_card,2,2170.9500000000003
2024-05-10,in_store,mobile_pay,1,2633.32
2024-05-10,mobile_app,cash,1,879.64
2024-05-10,mobile_app,debit_card,1,494.32
2024-05-10,online,cash,1,500.55
2024-05-10,online,gift_card,1,1349.9
2024-05-11,in_store,credit_card,2,1685.5
2024-05-11,in_store,debit_card,2,867.7
2024-05-11,in_store,gift_card,1,614.0
2024-05-11,in_store,mobile_pay,1,1350.54
2024-05-11,mobile_app,cash,3,3714.26
2024-05-11,mobile_app,debit_card,2,1091.57
2024-05-11,mobile_app,gift_card,2,2403.93
2024-05-11,mobile_app,mobile_pay,1,52.04
2024-05-11,online,debit_card,1,796.04
2024-05-11,online,gift_card,2,1528.56
2024-05-12,in_store,gift_card,1,935.44
2024-05-12,in_store,mobile_pay,1,539.96
2024-05-12,mobile_app,cash,1,184.26
2024-05-12,mobile_app,debit_card,3,7211.25
2024-05-12,mobile_app,gift_card,5,1793.24
2024-05-12,mobile_app,mobile_pay,1,2436.75
2024-05-12,online,debit_card,1,3597.6
2024-05-12,online,gift_card,2,2086.2799999999997
2024-05-13,in_store,gift_card,1,2036.79
2024-05-13,in_store,mobile_pay,2,2670.16
2024-05-13,mobile_app,gift_card,1,420.6
2024-05-13,mobile_app,mobile_pay,1,1309.12
2024-05-13,online,cash,2,1217.88
2024-05-13,online,credit_card,3,5792.120000000001
2024-05-13,online,debit_card,2,1729.26
2024-05-13,online,gift_card,1,1581.12
2024-05-13,online,mobile_pay,1,539.04
2024-05-14,in_store,debit_card,1,186.1
2024-05-14,mobile_app,credit_card,1,883.57
2024-05-14,mobile_app,debit_card,3,2932.15
2024-05-14,mobile_app,gift_card,1,1716.28
2024-05-14,mobile_app,mobile_pay,1,438.45
2024-05-14,online,credit_card,1,710.82
2024-05-15,in_store,cash,1,33.66
2024-05-15,in_store,debit_card,2,5260.52
2024-05-15,in_store,gift_card,1,1139.74
2024-05-15,mobile_app,cash,1,2645.32
2024-05-15,mobile_app,credit_card,1,1651.32
2024-05-15,mobile_app,gift_card,2,1234.9499999999998
2024-05-15,mobile_app,mobile_pay,2,1887.9
2024-05-15,online,cash,2,201.65
2024-05-15,online,credit_card,2,1812.79
2024-05-15,online,gift_card,2,2844.5
2024-05-16,in_store,debit_card,1,809.48
2024-05-16,in_store,gift_card,3,4218.21
2024-05-16,in_store,mobile_pay,1,475.35
2024-05-16,mobile_app,cash,1,2560.44
2024-05-16,mobile_app,credit_card,1,1192.74
2024-05-16,mobile_app,gift_card,1,637.58
2024-05-16,mobile_app,mobile_pay,2,2905.54
2024-05-16,online,cash,1,473.75
2024-05-16,online,credit_card,1,681.85
2024-05-16,online,gift_card,2,1191.31
2024-05-17,in_store,credit_card,2,2963.46
2024-05-17,in_store,gift_card,4,2449.45
2024-05-17,mobile_app,gift_card,1,707.7
2024-05-17,mobile_app,mobile_pay,1,578.11
2024-05-17,online,cash,1,220.99
2024-05-17,online,gift_card,3,3256.51
