customer_id,first_purchase,last_purchase,order_count,lifetime_revenue,lifetime_profit,avg_order_value,loyalty_tier,state
CUS00328,2024-02-22,2024-12-11,8,8821.39,4060.96,1102.67,platinum,NY
CUS00329,2024-02-05,2024-11-25,10,7977.11,2938.59,797.71,platinum,CA
CUS00330,2024-01-09,2024-12-14,11,12856.35,6165.42,1168.76,bronze,TX
CUS00331,2024-01-31,2024-11-24,7,7282.08,3165.44,1040.3,silver,FL
CUS00332,2024-04-12,2024-12-12,7,6679.37,2692.71,954.2,gold,IL
CUS00333,2024-02-18,2024-12-02,9,8394.07,3174.44,932.67,platinum,WA
CUS00334,2024-02-22,2024-12-02,10,6915.24,2408.15,691.52,platinum,GA
CUS00335,2024-01-25,2024-12-28,12,12957.890000000001,5459.63,1079.82,platinum,CO
CUS00336,2024-01-16,2024-11-16,9,7401.2300000000005,2671.25,822.36,platinum,NY
CUS00337,2024-01-04,2024-12-29,12,10434.63,4914.75,869.55,platinum,CA
CUS00338,2024-01-19,2024-12-14,14,10417.84,3585.84,744.13,platinum,TX
CUS00339,2024-01-10,2024-11-12,14,11701.08,5094.14,835.79,platinum,FL
CUS00340,2024-05-25,2024-12-16,9,14480.5,6907.84,1608.94,bronze,IL
CUS00341,2024-01-05,2024-12-12,14,11904.76,4799.06,850.34,silver,WA
CUS00342,2024-01-04,2024-11-09,12,12978.71,5769.9,1081.56,gold,GA
CUS00343,2024-01-25,2024-12-05,12,9870.91,3050.47,822.58,platinum,CO
CUS00344,2024-01-13,2024-12-25,5,8744.98,4156.38,1749.0,platinum,NY
CUS00346,2024-01-17,2024-12-05,12,13151.46,5177.639999999999,1095.96,platinum,TX
CUS00347,2024-07-08,2024-12-04,5,7562.86,3015.99,1512.57,platinum,FL
CUS00348,2024-01-30,2024-09-12,10,10249.41,3793.57,1024.94,platinum,IL
CUS00349,2024-01-14,2024-12-07,14,14742.32,5324.0199999999995,1053.02,platinum,WA
CUS00350,2024-01-15,2024-12-23,12,13192.93,5621.28,1099.41,bronze,GA
CUS00351,2024-01-02,2024-11-10,10,9939.95,3906.74,994.0,silver,CO
CUS00352,2024-02-21,2024-08-10,9,10486.14,4838.89,1165.13,gold,NY
CUS00353,2024-03-06,2024-11-19,7,7180.53,3034.75,1025.79,platinum,CA
CUS00354,2024-03-17,2024-12-28,8,7044.51,2666.27,880.56,platinum,TX
CUS00355,2024-01-23,2024-12-27,8,8505.960000000001,3394.17,1063.25,platinum,FL
CUS00356,2024-02-21,2024-11-28,16,16070.0,6338.3,1004.38,platinum,IL
CUS00357,2024-04-18,2024-12-23,7,4976.04,2252.74,710.86,platinum,WA
CUS00358,2024-02-19,2024-05-20,4,3753.48,1372.24,938.37,platinum,GA
CUS00359,2024-01-22,2024-12-19,8,7452.07,2869.41,931.51,platinum,CO
CUS00360,2024-01-15,2024-11-05,9,6107.21,2542.79,678.58,bronze,NY
CUS00361,2024-01-11,2024-11-23,16,19877.36,9294.27,1242.34,silver,CA
CUS00362,2024-02-28,2024-12-09,7,4868.75,1615.6200000000001,695.54,gold,TX
CUS00363,2024-01-23,2024-11-26,6,5320.0599999999995,2633.49,886.68,platinum,FL
CUS00364,2024-01-04,2024-12-28,12,8230.31,2462.94,685.86,platinum,IL
CUS00365,2024-07-22,2024-11-10,6,6091.54,2517.98,1015.26,platinum,WA
CUS00366,2024-02-12,2024-11-29,15,11962.42,4678.27,797.49,platinum,GA
CUS00367,2024-01-13,2024-12-17,13,13133.78,5266.179999999999,1010.29,platinum,CO
CUS00369,2024-01-19,2024-12-25,9,9220.369999999999,3625.58,1024.49,platinum,CA
CUS00370,2024-01-10,2024-10-15,4,3009.26,1293.81,752.32,bronze,TX
CUS00371,2024-03-27,2024-12-20,14,16259.98,6327.9,1161.43,silver,FL
CUS00372,2024-01-28,2024-12-20,9,8279.41,2728.31,919.93,gold,IL
CUS00373,2024-01-08,2024-12-15,12,15910.25,6476.35,1325.85,platinum,WA
CUS00374,2024-04-01,2024-12-26,6,8805.3,3910.54,1467.55,platinum,GA
CUS00375,2024-02-28,2024-11-02,8,7468.5,3196.54,933.56,platinum,CO
CUS00376,2024-02-18,2024-12-03,11,12296.83,4413.77,1117.89,platinum,NY
CUS00377,2024-01-09,2024-12-21,11,6897.6,3372.79,627.05,platinum,CA
CUS00378,2024-01-01,2024-12-12,13,15765.17,6286.7,1212.71,platinum,TX
CUS00379,2024-01-02,2024-10-17,10,7497.82,2428.67,749.78,platinum,FL
CUS00380,2024-02-08,2024-12-03,14,10568.75,4137.87,754.91,bronze,IL
CUS00381,2024-01-05,2024-10-24,11,12340.41,4680.38,1121.86,silver,WA
CUS00382,2024-02-27,2024-11-21,8,5788.92,2259.46,723.62,gold,GA
CUS00383,2024-01-27,2024-12-26,5,5738.57,2496.2,1147.71,platinum,CO
CUS00384,2024-01-20,2024-12-13,7,4565.74,1574.97,652.25,platinum,NY
CUS00385,2024-01-22,2024-11-20,9,6390.61,2172.5,710.07,platinum,CA
CUS00386,2024-01-05,2024-12-09,12,14828.49,6770.14,1235.71,platinum,TX
CUS00387,2024-01-04,2024-12-03,10,9418.77,3343.33,941.88,platinum,FL
CUS00388,2024-02-20,2024-10-23,8,7721.11,2903.42,965.14,platinum,IL
CUS00389,2024-01-03,2024-12-30,9,12629.82,5126.24,1403.31,platinum,WA
CUS00390,2024-01-06,2024-12-02,13,14367.130000000001,5620.03,1105.16,bronze,GA
CUS00392,2024-02-10,2024-11-03,10,9259.17,4042.62,925.92,gold,NY
CUS00393,2024-02-21,2024-12-30,6,4062.91,1341.19,677.15,platinum,CA
CUS00394,2024-01-23,2024-12-25,14,19954.91,7194.75,1425.35,platinum,TX
CUS00395,2024-03-17,2024-11-23,9,12351.86,6238.92,1372.43,platinum,FL
CUS00396,2024-01-06,2024-12-10,11,9855.26,3953.76,895.93,platinum,IL
CUS00397,2024-04-13,2024-12-25,4,3581.71,812.05,895.43,platinum,WA
CUS00398,2024-01-03,2024-12-18,8,8467.61,3476.58,1058.45,platinum,GA
CUS00399,2024-01-30,2024-10-17,10,11061.58,5007.33,1106.16,platinum,CO
CUS00400,2024-01-11,2024-11-26,10,11648.52,3899.75,1164.85,bronze,NY
CUS00401,2024-01-18,2024-12-15,14,16871.22,5422.54,1205.09,silver,CA
CUS00402,2024-01-23,2024-10-15,8,5846.24,1891.68,730.78,gold,TX
CUS00403,2024-01-23,2024-07-25,6,5275.16,1922.71,879.19,platinum,FL
CUS00404,2024-01-13,2024-11-02,4,3169.46,1158.3,792.36,platinum,IL
CUS00405,2024-01-25,2024-11-13,12,13960.73,6353.92,1163.39,platinum,WA
CUS00406,2024-01-01,2024-09-23,9,9443.84,3225.4,1049.32,platinum,GA
CUS00407,2024-01-07,2024-09-22,5,5290.21,1927.3,1058.04,platinum,CO
CUS00408,2024-02-09,2024-12-30,12,16565.38,7675.66,1380.45,platinum,NY
CUS00409,2024-01-31,2024-12-18,8,10535.26,5122.29,1316.91,platinum,CA
CUS00410,2024-03-17,2024-12-23,9,7617.47,2650.14,846.39,bronze,TX
CUS00411,2024-01-23,2024-12-23,6,4295.2,1702.01,715.87,silver,FL
CUS00412,2024-01-29,2024-12-14,12,11271.65,4280.83,939.3,gold,IL
CUS00413,2024-04-07,2024-10-16,6,9658.88,4055.49,1609.81,platinum,WA
CUS00415,2024-01-15,2024-11-01,12,9823.74,4150.5599999999995,818.64,platinum,CO
CUS00416,2024-01-01,2024-12-16,5,3243.75,1289.9,648.75,platinum,NY
CUS00417,2024-02-10,2024-12-29,10,7455.63,3107.5899999999997,745.56,platinum,CA
CUS00418,2024-02-13,2024-10-30,14,17111.7,6917.27,1222.26,platinum,TX
CUS00419,2024-01-10,2024-12-18,13,14930.32,5834.59,1148.49,platinum,FL
CUS00420,2024-01-31,2024-07-13,3,2361.64,484.97,787.21,bronze,IL
CUS00421,2024-01-06,2024-12-08,10,13272.11,5447.169999999999,1327.21,silver,WA
CUS00422,2024-01-23,2024-12-14,9,9549.74,3719.3,1061.08,gold,GA
CUS00423,2024-01-17,2024-09-09,7,8812.48,3108.71,1258.93,platinum,CO
CUS00424,2024-03-22,2024-12-28,5,3896.77,1754.38,779.35,platinum,NY
CUS00425,2024-02-08,2024-12-16,12,9902.8,3533.6,825.23,platinum,CA
CUS00426,2024-01-28,2024-09-30,15,18097.260000000002,7108.49,1206.48,platinum,TX
CUS00427,2024-02-12,2024-11-02,8,7161.44,2032.12,895.18,platinum,FL
CUS00428,2024-01-15,2024-12-15,14,14686.38,5227.1,1049.03,platinum,IL
CUS00429,2024-04-16,2024-11-08,12,16939.12,7393.39,1411.59,platinum,WA
CUS00430,2024-03-16,2024-12-17,10,7109.47,2965.19,710.95,bronze,GA
CUS00431,2024-03-14,2024-12-20,10,9398.04,3664.7599999999998,939.8,silver,CO
CUS00432,2024-01-05,2024-10-13,12,15338.9,6712.55,1278.24,gold,NY
CUS00433,2024-03-24,2024-12-11,5,3832.5499999999997,1701.6000000000001,766.51,platinum,CA
CUS00434,2024-03-07,2024-12-30,9,16606.75,7810.98,1845.19,platinum,TX
CUS00435,2024-01-10,2024-09-11,8,6072.97,1814.4,759.12,platinum,FL
CUS00436,2024-03-24,2024-10-18,5,4215.0,1891.1100000000001,843.0,platinum,IL
CUS00438,2024-02-16,2024-11-28,8,10188.91,4145.76,1273.61,platinum,GA
CUS00439,2024-05-08,2024-12-26,4,4223.03,1817.51,1055.76,platinum,CO
CUS00440,2024-03-18,2024-10-05,7,8007.0,2894.63,1143.86,bronze,NY
CUS00441,2024-01-07,2024-11-13,11,12423.34,4686.19,1129.39,silver,CA
CUS00442,2024-01-03,2024-11-08,5,7196.87,2913.44,1439.37,gold,TX
CUS00443,2024-02-13,2024-12-23,4,2833.04,962.25,708.26,platinum,FL
CUS00444,2024-01-07,2024-09-20,7,8695.37,3429.88,1242.2,platinum,IL
CUS00445,2024-01-06,2024-12-06,13,14342.15,6170.07,1103.24,platinum,WA
CUS00446,2024-03-15,2024-11-12,5,2726.64,1049.46,545.33,platinum,GA
CUS00447,2024-01-19,2024-10-23,8,6753.29,3221.56,844.16,platinum,CO
CUS00448,2024-02-01,2024-11-05,11,11210.37,3654.11,1019.12,platinum,NY
CUS00449,2024-01-20,2024-12-24,11,12420.98,5431.51,1129.18,platinum,CA
CUS00450,2024-01-21,2024-12-30,10,11126.03,4824.08,1112.6,bronze,TX
CUS00451,2024-02-21,2024-12-14,4,4611.04,2087.97,1152.76,silver,FL
CUS00452,2024-01-13,2024-12-07,9,7606.99,2974.46,845.22,gold,IL
CUS00453,2024-01-08,2024-12-26,6,8093.9400000000005,3430.7,1348.99,platinum,WA
CUS00454,2024-03-01,2024-11-11,8,12961.550000000001,5914.92,1620.19,platinum,GA
CUS00455,2024-01-18,2024-12-23,7,6025.52,2066.7,860.79,platinum,CO
CUS00456,2024-03-17,2024-11-21,10,8151.45,2961.49,815.14,platinum,NY
CUS00457,2024-01-24,2024-12-13,8,10020.58,3855.76,1252.57,platinum,CA
CUS00458,2024-02-27,2024-10-31,9,9447.66,4176.84,1049.74,platinum,TX
CUS00459,2024-01-26,2024-12-30,10,9719.029999999999,3491.2,971.9,platinum,FL
CUS00461,2024-01-16,2024-12-07,10,8721.52,3470.68,872.15,silver,WA
CUS00462,2024-01-27,2024-12-14,14,9820.01,3936.4500000000003,701.43,gold,GA
CUS00463,2024-02-10,2024-12-24,11,11103.56,4214.16,1009.41,platinum,CO
CUS00464,2024-04-01,2024-12-05,11,8902.279999999999,3308.94,809.3,platinum,NY
CUS00465,2024-02-23,2024-09-22,7,4677.450000000001,2028.19,668.21,platinum,CA
CUS00466,2024-01-20,2024-12-19,13,14296.83,5508.7,1099.76,platinum,TX
CUS00467,2024-02-14,2024-10-28,10,11341.04,4926.82,1134.1,platinum,FL
CUS00468,2024-03-20,2024-12-08,8,9595.34,3169.16,1199.42,platinum,IL
CUS00469,2024-01-01,2024-11-20,13,10871.67,4852.93,836.28,platinum,WA
CUS00470,2024-01-10,2024-11-16,9,7784.969999999999,2657.3,865.0,bronze,GA
CUS00471,2024-05-13,2024-12-28,5,3977.75,1345.63,795.55,silver,CO
CUS00472,2024-02-16,2024-11-08,11,9994.050000000001,4194.25,908.55,gold,NY
CUS00473,2024-02-03,2024-11-30,14,12475.36,4409.77,891.1,platinum,CA
CUS00474,2024-01-03,2024-10-08,10,10119.69,4394.08,1011.97,platinum,TX
CUS00475,2024-01-12,2024-11-21,16,19097.48,6229.68,1193.59,platinum,FL
CUS00476,2024-02-15,2024-12-29,9,5077.650000000001,1501.32,564.18,platinum,IL
CUS00477,2024-01-04,2024-12-23,11,10626.74,4198.74,966.07,platinum,WA
CUS00478,2024-01-09,2024-12-07,8,8431.29,3288.57,1053.91,platinum,GA
CUS00479,2024-02-20,2024-12-16,12,7974.21,2121.83,664.52,platinum,CO
CUS00480,2024-03-17,2024-10-11,6,10430.54,4557.219999999999,1738.42,bronze,NY
CUS00481,2024-01-14,2024-11-13,10,9008.78,3710.56,900.88,silver,CA
CUS00482,2024-01-13,2024-11-08,8,6639.71,2461.6,829.96,gold,TX
CUS00484,2024-01-03,2024-11-18,8,10865.79,4485.75,1358.22,platinum,IL
CUS00485,2024-01-17,2024-10-18,7,5749.65,2062.07,821.38,platinum,WA
CUS00486,2024-02-04,2024-11-11,8,8225.78,3454.87,1028.22,platinum,GA
CUS00487,2024-01-03,2024-12-13,10,6390.860000000001,2415.66,639.09,platinum,CO
CUS00488,2024-07-21,2024-11-08,3,3705.05,1580.57,1235.02,platinum,NY
CUS00489,2024-01-13,2024-12-11,12,11865.3,5031.28,988.78,platinum,CA
CUS00490,2024-03-23,2024-11-14,7,7788.85,3075.1,1112.69,bronze,TX
CUS00491,2024-02-05,2024-12-30,9,6598.35,2479.06,733.15,silver,FL
CUS00492,2024-02-06,2024-08-27,4,4571.98,2197.7000000000003,1142.99,gold,IL
CUS00493,2024-01-14,2024-12-07,15,12033.91,4310.59,802.26,platinum,WA
CUS00494,2024-04-10,2024-11-06,6,8366.15,3845.5,1394.36,platinum,GA
CUS00495,2024-01-16,2024-10-22,8,9631.73,3417.29,1203.97,platinum,CO
CUS00496,2024-05-11,2024-12-16,14,13093.619999999999,4587.12,935.26,platinum,NY
CUS00497,2024-01-03,2024-12-19,19,17274.8,7322.42,909.2,platinum,CA
CUS00498,2024-03-05,2024-12-05,9,8483.35,3552.68,942.59,platinum,TX
CUS00499,2024-06-14,2024-12-21,7,7245.17,3170.12,1035.02,platinum,FL
CUS00500,2024-01-01,2024-12-17,14,13581.93,4894.21,970.14,bronze,IL
