transaction_date,category,transactions,units_sold,net_revenue,gross_profit
2024-04-25,Grocery,4,14,3415.94,1505.1599999999999
2024-04-25,Home,4,14,5022.33,2055.38
2024-04-25,Sports,1,1,694.62,324.42
2024-04-26,Apparel,4,11,3167.7400000000002,1357.8000000000002
2024-04-26,Electronics,2,4,2529.09,1323.75
2024-04-26,Grocery,2,7,3535.18,1714.21
2024-04-26,Home,5,16,3848.76,1163.6
2024-04-26,Sports,5,13,3847.08,1369.83
2024-04-27,Apparel,2,7,1712.8899999999999,710.09
2024-04-27,Electronics,4,11,2878.55,1095.1299999999999
2024-04-27,Grocery,5,16,5171.01,2475.94
2024-04-27,Home,2,4,1382.98,421.1
2024-04-27,Sports,4,9,4673.96,1997.57
2024-04-28,Apparel,4,12,4976.68,1667.95
2024-04-28,Electronics,2,8,3164.84,1593.12
2024-04-28,Grocery,4,10,5519.639999999999,2353.38
2024-04-28,Home,1,2,974.7,398.0
2024-04-28,Sports,7,19,10249.93,4071.8999999999996
2024-04-29,Apparel,2,7,1537.27,560.67
2024-04-29,Electronics,1,4,1211.4,281.28
2024-04-29,Grocery,7,21,4926.639999999999,2222.64
2024-04-29,Home,2,7,3587.14,1617.53
2024-04-29,Sports,2,4,1196.29,315.75
2024-04-30,Apparel,5,12,2615.7200000000003,987.1800000000001
2024-04-30,Electronics,1,3,2469.96,1306.77
2024-04-30,Grocery,2,4,1863.69,1024.15
2024-04-30,Home,2,9,3052.19,1571.54
2024-04-30,Sports,3,11,2876.92,1068.4099999999999
2024-05-01,Apparel,4,13,1180.06,437.64000000000004
2024-05-01,Electronics,3,11,2030.7400000000002,619.46
2024-05-01,Grocery,2,7,2465.26,941.58
2024-05-01,Home,2,6,2098.3,685.62
2024-05-01,Sports,1,5,3013.9,1078.55
2024-05-02,Apparel,6,11,4930.03,1947.96
2024-05-02,Electronics,1,1,379.85,150.3
2024-05-02,Grocery,2,9,655.85,244.78
2024-05-02,Home,4,14,4706.85,1681.98
2024-05-03,Apparel,1,4,417.52,43.92
2024-05-03,Electronics,4,12,5728.92,2730.93
2024-05-03,Grocery,2,7,1601.03,618.66
2024-05-03,Home,1,5,270.7,51.2
2024-05-03,Sports,1,4,1217.08,389.12
2024-05-04,Apparel,1,3,508.11,183.33
2024-05-04,Electronics,3,8,4521.13,2271.12
2024-05-04,Grocery,1,1,621.82,307.83
2024-05-04,Sports,3,10,2407.0,1175.6
2024-05-05,Apparel,8,31,9465.09,4474.19
2024-05-05,Electronics,2,6,1993.58,1009.86
2024-05-05,Grocery,1,1,269.98,68.56
2024-05-05,Home,2,5,1775.4900000000002,666.86
2024-05-05,Sports,1,5,2078.85,676.45
2024-05-06,Apparel,1,2,874.16,134.02
2024-05-06,Electronics,3,13,3307.36,1817.1399999999999
2024-05-06,Grocery,1,4,1703.41,696.73
2024-05-06,Home,2,5,1123.04,328.47
2024-05-06,Sports,7,23,8124.0199999999995,3599.16
2024-05-07,Apparel,6,14,6088.82,3139.2799999999997
2024-05-07,Electronics,3,9,3460.3300000000004,1709.88
2024-05-07,Grocery,4,10,2098.64,878.86
2024-05-07,Home,3,10,1991.9699999999998,504.45
2024-05-07,Sports,3,5,2699.4,878.72
2024-05-08,Apparel,2,7,3687.25,1431.15
2024-05-08,Electronics,1,2,1029.06,495.84
2024-05-08,Grocery,1,1,94.47,46.89
2024-05-08,Home,1,2,467.72,234.22
2024-05-08,Sports,3,9,2750.85,1082.35
2024-05-09,Apparel,7,20,7715.37,2504.17
2024-05-09,Electronics,3,9,1528.99,685.99
2024-05-09,Grocery,1,4,1271.84,317.52
2024-05-09,Home,1,4,1421.64,584.72
2024-05-09,Sports,2,7,4295.95,1990.6399999999999
2024-05-10,Electronics,3,14,5161.54,2331.58
2024-05-10,Grocery,2,6,2229.54,837.6
2024-05-10,Home,2,3,637.6,194.88
2024-05-11,Apparel,4,14,3051.21,1192.72
2024-05-11,Electronics,3,5,2124.15,745.7
2024-05-11,Grocery,3,8,2681.37,742.72
2024-05-11,Home,4,12,2292.49,1164.13
2024-05-11,Sports,3,7,3954.92,1789.27
2024-05-12,Apparel,2,10,4444.45,2188.5
2024-05-12,Electronics,3,11,3051.4,1410.73
2024-05-12,Grocery,4,11,1310.98,548.03
2024-05-12,Home,2,9,3372.19,1463.44
2024-05-12,Sports,4,18,6605.76,2767.63
2024-05-13,Apparel,3,7,2926.24,1389.53
2024-05-13,Electronics,1,2,402.66,67.68
2024-05-13,Grocery,3,9,5764.76,2744.7200000000003
2024-05-13,Home,4,15,3973.77,1283.86
2024-05-13,Sports,3,10,4228.66,1885.21
2024-05-14,Apparel,2,5,1749.94,668.7099999999999
2024-05-14,Electronics,1,2,186.1,-4.12
2024-05-14,Grocery,2,5,2898.4900000000002,1012.25
2024-05-14,Home,2,5,1149.27,361.90000000000003
2024-05-14,Sports,1,3,883.57,101.65
2024-05-15,Apparel,4,10,4672.24,2102.57
2024-05-15,Electronics,3,11,5724.31,2584.02
2024-05-15,Grocery,4,10,5197.860000000001,2735.21
2024-05-15,Home,4,13,2474.79,1244.71
2024-05-15,Sports,1,1,643.15,285.56
2024-05-16,Apparel,4,15,7620.79,2968.35
2024-05-16,Electronics,4,10,2533.19,1070.88
2024-05-16,Grocery,3,8,821.4300000000001,241.0
2024-05-16,Home,1,5,2502.75,884.35
2024-05-16,Sports,2,3,1668.0900000000001,614.9000000000001
2024-05-17,Apparel,3,9,2213.94,900.54
2024-05-17,Electronics,4,8,2786.2,1014.91
2024-05-17,Grocery,2,7,3374.52,1147.79
2024-05-17,Home,3,9,2149.27,572.54
2024-05-17,Sports,2,7,1947.33,498.4
2024-05-18,Apparel,2,7,2063.17,854.2800000000001
2024-05-18,Electronics,3,13,4793.72,1914.8
2024-05-18,Grocery,1,3,1865.46,923.49
2024-05-18,Home,2,6,1242.48,180.66
2024-05-18,Sports,5,14,7180.639999999999,2174.72
2024-05-19,Apparel,1,1,139.31,65.96
2024-05-19,Electronics,5,20,7570.6900000000005,3675.61
2024-05-19,Grocery,3,11,3106.44,954.3399999999999
2024-05-19,Home,2,4,1687.92,569.3
2024-05-19,Sports,2,8,3604.06,1134.49
2024-05-20,Apparel,3,11,4910.6900000000005,2371.2
2024-05-20,Electronics,2,5,1475.51,479.03999999999996
2024-05-20,Grocery,4,13,6878.62,3546.02
2024-05-20,Home,1,2,707.7,164.28
2024-05-20,Sports,1,5,1632.65,466.25
2024-05-21,Apparel,3,12,5338.83,1774.2600000000002
2024-05-21,Electronics,2,6,1213.52,263.46
2024-05-21,Grocery,2,8,3580.16,1100.8400000000001
2024-05-21,Home,3,10,691.78,265.83000000000004
2024-05-21,Sports,2,7,1695.42,462.34000000000003
2024-05-22,Apparel,2,9,4823.33,1971.0099999999998
2024-05-22,Electronics,3,7,2875.27,1161.25
2024-05-22,Grocery,3,9,2665.68,1221.0
2024-05-22,Home,2,3,639.63,232.24
2024-05-22,Sports,1,3,2025.81,1025.58
2024-05-23,Electronics,3,6,2001.85,887.8100000000001
2024-05-23,Grocery,2,3,1078.38,602.66
2024-05-23,Home,5,17,5977.23,2406.22
2024-05-23,Sports,3,13,4544.49,1614.83
2024-05-24,Apparel,7,20,6486.78,2554.49
2024-05-24,Grocery,2,8,4027.54,1610.7800000000002
2024-05-24,Home,1,4,560.8,119.4
2024-05-24,Sports,1,1,351.82,162.32
2024-05-25,Apparel,3,8,3558.3199999999997,1457.5
2024-05-25,Electronics,3,10,4631.210000000001,2150.26
2024-05-25,Grocery,3,10,3315.85,1655.85
2024-05-25,Home,7,25,10177.98,3630.48
2024-05-25,Sports,2,5,2543.89,988.0799999999999
2024-05-26,Apparel,4,16,4522.79,1650.24
2024-05-26,Electronics,2,6,1154.2199999999998,306.64
2024-05-26,Grocery,3,6,2488.46,977.8
2024-05-26,Home,3,9,4257.25,1946.98
2024-05-26,Sports,1,4,2108.16,641.88
2024-05-27,Apparel,4,9,4903.5599999999995,1890.95
2024-05-27,Electronics,1,5,681.85,385.55
2024-05-27,Grocery,1,1,61.42,26.49
2024-05-27,Home,3,11,3871.71,1763.0700000000002
2024-05-27,Sports,7,22,9758.55,4008.16
2024-05-28,Apparel,5,15,5417.79,2078.87
2024-05-28,Electronics,4,12,6401.12,3009.72
2024-05-28,Grocery,3,9,3614.2400000000002,1563.9
2024-05-28,Home,1,3,1066.23,438.54
2024-05-28,Sports,3,10,4987.04,1987.45
2024-05-29,Apparel,2,6,2558.58,572.6
2024-05-29,Electronics,3,10,2318.15,790.0699999999999
2024-05-29,Grocery,1,5,307.1,132.45
2024-05-29,Home,2,5,1549.11,541.34
2024-05-29,Sports,1,2,919.6,281.34
2024-05-30,Apparel,1,1,661.33,313.97
2024-05-30,Electronics,2,8,2711.92,1408.44
2024-05-30,Grocery,1,1,247.1,140.64
2024-05-30,Home,2,3,363.45,84.32
2024-05-30,Sports,4,7,2388.5699999999997,944.77
2024-05-31,Apparel,4,14,3109.5,1350.28
2024-05-31,Electronics,1,3,810.51,427.29
2024-05-31,Grocery,4,13,4776.38,1876.02
2024-05-31,Home,1,3,1501.65,530.61
2024-05-31,Sports,2,10,4130.78,1350.43
2024-06-01,Apparel,2,4,2184.58,1144.71
2024-06-01,Electronics,2,4,775.96,192.36
2024-06-01,Grocery,3,6,1081.46,270.43
2024-06-01,Sports,4,12,3946.54,1519.17
2024-06-02,Apparel,2,6,2721.58,988.38
2024-06-02,Electronics,1,5,345.95,49.6
2024-06-02,Grocery,3,11,3048.74,1218.54
2024-06-02,Home,2,4,1735.5100000000002,647.72
2024-06-02,Sports,3,10,3679.21,953.8699999999999
2024-06-03,Apparel,1,4,1295.17,216.97
2024-06-03,Electronics,1,5,345.95,49.6
2024-06-03,Grocery,4,15,3825.46,1524.98
2024-06-03,Sports,4,13,5586.12,2208.98
2024-06-04,Electronics,4,17,3076.31,673.24
2024-06-04,Grocery,5,12,4865.78,2193.35
2024-06-04,Home,3,10,2652.11,753.6500000000001
2024-06-04,Sports,1,3,360.5,112.88
2024-06-05,Apparel,1,5,2055.35,943.75
2024-06-05,Electronics,2,3,1079.79,587.9300000000001
2024-06-05,Grocery,4,12,5744.74,2852.64
2024-06-05,Home,3,11,3133.59,763.22
2024-06-06,Apparel,1,3,518.76,176.79
2024-06-06,Grocery,4,15,3186.13,1537.65
2024-06-06,Home,2,2,766.5999999999999,385.40000000000003
2024-06-06,Sports,3,9,4141.5,1693.68
2024-06-07,Apparel,7,13,4015.73,1384.76
2024-06-07,Electronics,4,8,2715.4700000000003,1342.36
2024-06-07,Grocery,6,20,6860.74,3131.51
2024-06-07,Home,4,10,4133.53,1578.08
2024-06-07,Sports,2,10,3269.58,1411.68
2024-06-08,Apparel,3,10,4057.69,1717.18
2024-06-08,Electronics,4,8,2132.75,997.03
2024-06-08,Grocery,3,9,1494.9,634.68
2024-06-08,Home,6,19,9355.48,4222.11
2024-06-08,Sports,7,22,11303.23,3917.01
2024-06-09,Apparel,5,14,5838.91,1953.3500000000001
2024-06-09,Electronics,1,2,62.28,28.5
2024-06-09,Grocery,4,14,2554.94,1035.16
2024-06-09,Home,1,5,1777.05,730.9
2024-06-10,Apparel,3,6,2552.4,965.85
2024-06-10,Electronics,2,9,4063.7700000000004,1663.06
2024-06-10,Grocery,3,6,2653.17,1040.86
2024-06-10,Home,3,12,2981.87,657.22
2024-06-10,Sports,2,4,1934.83,691.08
2024-06-11,Apparel,2,5,2063.15,764.4300000000001
2024-06-11,Electronics,3,13,4420.68,879.81
2024-06-11,Grocery,2,5,1945.7199999999998,475.58000000000004
2024-06-11,Home,1,1,274.3,82.97
2024-06-11,Sports,3,9,3633.08,1059.54
2024-06-12,Apparel,1,4,310.72,159.36
2024-06-12,Electronics,3,11,3316.07,1490.58
2024-06-12,Grocery,1,2,198.74,107.86
2024-06-12,Home,7,21,4958.4,1588.09
2024-06-12,Sports,3,11,3795.08,1584.9
2024-06-13,Apparel,5,12,5044.57,1919.0100000000002
2024-06-13,Electronics,3,11,4798.78,2104.62
2024-06-13,Grocery,1,4,1079.92,274.24
2024-06-13,Home,3,13,6250.58,3412.17
2024-06-14,Electronics,5,15,5407.2300000000005,2682.85
2024-06-14,Grocery,3,12,5311.23,2305.23
2024-06-14,Home,4,10,679.65,163.78
2024-06-14,Sports,8,30,12376.619999999999,4840.71
2024-06-15,Apparel,1,3,1580.25,613.35
2024-06-15,Electronics,1,4,1144.36,254.32
2024-06-15,Grocery,3,8,735.62,252.52999999999997
2024-06-15,Home,1,2,1797.96,1004.02
2024-06-15,Sports,1,3,2083.86,973.26
2024-06-16,Apparel,2,10,2847.4500000000003,1221.65
2024-06-16,Electronics,2,8,3593.76,1437.76
2024-06-16,Grocery,2,3,1181.28,442.68
2024-06-16,Home,3,8,2870.7599999999998,1402.3600000000001
2024-06-16,Sports,5,16,7332.34,2770.35
2024-06-17,Apparel,6,15,3730.43,1480.46
2024-06-17,Electronics,2,8,3201.5699999999997,1011.67
2024-06-17,Home,3,6,2725.7,1094.44
2024-06-17,Sports,4,10,3453.6699999999996,1222.3799999999999
2024-06-18,Apparel,3,10,3949.73,1135.94
2024-06-18,Electronics,2,6,4444.95,2315.64
2024-06-18,Grocery,2,4,836.93,404.53000000000003
2024-06-18,Home,8,24,5193.82,1779.44
2024-06-18,Sports,2,5,2456.69,657.22
2024-06-19,Apparel,3,13,6675.49,2447.01
2024-06-19,Electronics,3,9,3547.9799999999996,1211.45
2024-06-19,Grocery,1,4,2236.43,791.47
2024-06-19,Home,3,13,4237.08,2134.95
2024-06-19,Sports,2,6,2770.8599999999997,947.1600000000001
2024-06-20,Apparel,1,4,2335.86,1140.22
2024-06-20,Electronics,3,7,3612.0200000000004,1877.8799999999999
2024-06-20,Grocery,2,5,1556.22,411.28000000000003
2024-06-20,Home,4,12,4097.68,1242.71
2024-06-20,Sports,2,7,1793.93,326.28
2024-06-21,Electronics,2,4,735.37,236.79
2024-06-21,Grocery,10,21,9303.54,4069.3900000000003
2024-06-21,Home,5,14,2853.2,1242.81
2024-06-21,Sports,4,11,5890.74,2377.12
2024-06-22,Apparel,3,13,5351.96,1974.25
2024-06-22,Electronics,1,4,322.68,48.84
2024-06-22,Grocery,4,7,3619.6400000000003,1835.85
2024-06-22,Home,3,9,3925.59,1975.29
2024-06-22,Sports,5,16,7308.5599999999995,2621.02
2024-06-23,Apparel,3,8,1451.84,537.9
2024-06-23,Electronics,2,9,1072.48,359.89
2024-06-23,Grocery,6,17,3370.8599999999997,1147.09
2024-06-23,Home,4,11,5457.11,2415.9199999999996
2024-06-23,Sports,3,10,5657.27,2382.57
2024-06-24,Apparel,2,2,501.58000000000004,54.099999999999994
2024-06-24,Electronics,3,7,3968.6600000000003,1721.6399999999999
2024-06-24,Grocery,2,3,1071.28,477.11
2024-06-24,Home,4,12,4827.71,2075.09
2024-06-24,Sports,1,4,2315.34,884.98
2024-06-25,Apparel,1,2,278.62,131.92
2024-06-25,Electronics,2,9,5062.51,2304.2799999999997
2024-06-25,Grocery,2,8,611.28,281.24
2024-06-25,Home,3,5,935.0,269.65
2024-06-25,Sports,3,9,2771.31,736.5799999999999
2024-06-26,Apparel,4,12,3872.6499999999996,1487.02
2024-06-26,Electronics,4,14,4986.44,2500.4700000000003
2024-06-26,Grocery,5,16,3282.5899999999997,1150.54
2024-06-26,Sports,5,16,6190.95,1983.1699999999998
2024-06-27,Apparel,2,5,1554.13,579.06
2024-06-27,Electronics,1,3,778.71,330.39
2024-06-27,Grocery,4,15,3474.5499999999997,1805.5
2024-06-27,Home,4,10,3489.98,1476.26
2024-06-27,Sports,4,10,3443.59,1100.07
2024-06-28,Apparel,2,8,3746.26,1513.64
2024-06-28,Electronics,5,15,7253.26,3949.3199999999997
2024-06-28,Grocery,2,6,1223.46,647.01
2024-06-28,Sports,4,11,4801.93,1772.04
2024-06-29,Apparel,2,6,1686.28,568.34
2024-06-29,Electronics,1,1,576.59,194.25
2024-06-29,Grocery,7,16,5478.8,2614.86
2024-06-29,Home,4,14,5170.02,1925.49
2024-06-29,Sports,2,4,1935.28,831.96
2024-06-30,Apparel,1,5,614.0,147.0
2024-06-30,Electronics,3,14,3095.2799999999997,949.1700000000001
2024-06-30,Grocery,1,5,1432.16,574.66
2024-06-30,Home,2,4,1830.55,651.16
2024-06-30,Sports,3,9,2939.64,1605.55
2024-07-01,Apparel,1,1,139.31,65.96
2024-07-01,Electronics,4,15,5711.06,2809.66
2024-07-01,Grocery,2,2,930.04,345.27
2024-07-01,Home,1,4,1651.32,875.48
2024-07-01,Sports,5,15,5930.84,2070.08
2024-07-02,Apparel,4,8,2296.83,802.29
2024-07-02,Electronics,1,4,1144.36,254.32
2024-07-02,Grocery,1,5,3106.15,1299.95
2024-07-02,Home,3,9,4115.31,1254.16
2024-07-02,Sports,3,9,3601.65,1548.4499999999998
2024-07-03,Apparel,3,11,2757.52,808.22
2024-07-03,Grocery,4,9,2676.65,1137.12
2024-07-03,Home,2,4,942.0699999999999,257.73
2024-07-03,Sports,4,9,3310.0200000000004,1129.47
2024-07-04,Apparel,1,4,691.68,235.72
2024-07-04,Electronics,2,7,3602.1099999999997,1782.99
2024-07-04,Grocery,4,13,2119.19,1077.59
2024-07-04,Home,7,23,5252.32,1492.36
2024-07-04,Sports,3,8,4214.82,1878.98
2024-07-05,Apparel,2,9,4790.67,2074.53
2024-07-05,Electronics,4,11,3973.19,1136.43
2024-07-05,Grocery,1,1,321.56,85.68
2024-07-05,Home,3,9,4072.28,1053.3700000000001
2024-07-05,Sports,4,15,8151.15,3501.12
2024-07-06,Apparel,3,8,2046.6599999999999,629.46
2024-07-06,Electronics,5,14,6051.31,2408.18
2024-07-06,Grocery,1,2,494.2,281.28
2024-07-06,Home,3,7,2755.68,1094.01
2024-07-06,Sports,2,6,2658.02,990.1099999999999
2024-07-07,Apparel,1,2,245.6,58.8
2024-07-07,Electronics,1,5,2531.26,998.91
2024-07-07,Grocery,2,7,2019.92,595.6800000000001
2024-07-07,Home,3,7,706.81,251.53
2024-07-07,Sports,2,7,2311.66,989.93
2024-07-08,Apparel,2,9,3252.4399999999996,1395.3899999999999
2024-07-08,Electronics,2,7,1869.1299999999999,810.75
2024-07-08,Grocery,1,2,532.6,281.58
2024-07-08,Home,2,6,4982.25,2709.05
2024-07-08,Sports,7,12,4464.15,1335.93
2024-07-09,Apparel,4,11,2792.32,1040.19
2024-07-09,Electronics,7,25,8968.16,3320.44
2024-07-09,Grocery,1,2,198.74,107.86
2024-07-09,Home,1,1,898.98,502.01
2024-07-09,Sports,2,6,3800.3599999999997,1511.68
2024-07-10,Apparel,3,11,3348.79,1377.79
2024-07-10,Electronics,2,8,3074.0,685.76
2024-07-10,Grocery,1,2,673.96,330.96
2024-07-10,Home,2,6,508.12,157.52
2024-07-10,Sports,4,16,4843.51,1629.03
2024-07-11,Apparel,3,7,3808.82,1940.67
2024-07-11,Electronics,1,5,1999.2,851.45
2024-07-11,Grocery,2,5,1604.2,422.1
2024-07-11,Home,4,15,3770.05,775.53
2024-07-11,Sports,3,9,3721.54,1696.3
2024-07-12,Apparel,4,16,3805.67,1594.13
2024-07-12,Electronics,3,9,2672.81,1207.23
2024-07-12,Grocery,3,10,4944.25,2235.92
2024-07-12,Home,2,2,320.32,85.09
2024-07-12,Sports,8,27,10826.5,3999.71
2024-07-13,Electronics,2,3,502.79,184.83
2024-07-13,Grocery,2,6,423.89,220.93
2024-07-13,Home,3,9,6669.03,3502.3199999999997
2024-07-13,Sports,2,6,1738.1599999999999,531.2
2024-07-14,Apparel,3,8,1912.6599999999999,786.7299999999999
2024-07-14,Electronics,2,7,2068.4,712.93
2024-07-14,Grocery,4,14,5136.6,2404.42
2024-07-14,Home,5,12,4337.3,1148.89
2024-07-14,Sports,1,2,709.82,382.34
2024-07-15,Apparel,1,1,327.28,177.65
2024-07-15,Electronics,5,11,4371.67,2179.73
2024-07-15,Grocery,3,9,1196.14,473.81999999999994
2024-07-15,Home,1,1,24.79,5.36
2024-07-15,Sports,5,17,6355.73,2799.33
2024-07-16,Apparel,2,5,2436.0,853.53
2024-07-16,Electronics,3,9,4421.9,1622.1100000000001
2024-07-16,Grocery,2,7,2727.31,1366.71
2024-07-16,Home,4,9,1677.78,659.04
2024-07-16,Sports,3,4,1758.96,876.78
2024-07-17,Apparel,7,21,5408.24,2056.89
2024-07-17,Electronics,3,8,2812.95,951.89
2024-07-17,Grocery,5,14,7849.74,3750.4300000000003
2024-07-17,Home,5,9,1698.52,604.69
2024-07-17,Sports,1,1,413.82,94.69
2024-07-18,Apparel,3,7,3653.03,1467.34
2024-07-18,Electronics,6,23,6365.03,2047.33
2024-07-18,Grocery,2,2,417.33,133.31
2024-07-18,Home,4,14,5611.42,2025.8500000000001
2024-07-18,Sports,5,18,5918.75,2725.43
2024-07-19,Apparel,4,13,6293.799999999999,1826.9299999999998
2024-07-19,Electronics,3,6,2872.36,1429.8300000000002
2024-07-19,Grocery,3,5,1878.63,863.1300000000001
2024-07-19,Home,4,13,5148.84,2078.23
2024-07-19,Sports,2,3,963.26,263.42
2024-07-20,Apparel,2,4,1694.8,718.77
2024-07-20,Electronics,2,9,2488.45,815.7
2024-07-20,Grocery,3,6,2978.8900000000003,1442.25
2024-07-20,Sports,3,10,2172.83,651.6899999999999
2024-07-21,Apparel,2,7,2625.76,994.5899999999999
2024-07-21,Electronics,8,23,8599.99,3534.5
2024-07-21,Grocery,1,5,292.6,71.85
2024-07-21,Sports,2,5,2705.49,1269.1100000000001
2024-07-22,Apparel,2,8,4594.36,2161.2799999999997
2024-07-22,Electronics,5,11,4355.03,1862.46
2024-07-22,Grocery,3,11,3534.2599999999998,1716.7800000000002
2024-07-22,Home,1,2,148.52,69.32
2024-07-22,Sports,2,7,3628.06,1629.2
2024-07-23,Apparel,2,7,1724.39,542.63
2024-07-23,Electronics,2,6,1065.84,220.5
2024-07-23,Home,5,13,3865.84,862.47
2024-07-23,Sports,3,14,6532.54,2361.33
2024-07-24,Apparel,2,9,2733.23,426.91999999999996
2024-07-24,Electronics,3,9,1339.28,472.70000000000005
2024-07-24,Grocery,3,11,4787.23,2574.15
2024-07-24,Home,2,5,2027.7800000000002,834.78
2024-07-24,Sports,3,5,2881.3900000000003,1328.22
2024-07-25,Apparel,3,9,1031.04,405.82
2024-07-25,Electronics,4,7,1783.52,502.04
2024-07-25,Grocery,2,8,2928.92,1171.3200000000002
2024-07-25,Home,2,2,130.36,53.879999999999995
2024-07-25,Sports,2,8,3354.46,1190.31
2024-07-26,Apparel,5,22,8726.04,2691.89
2024-07-26,Electronics,3,8,2398.73,1046.09
2024-07-26,Grocery,4,8,2714.02,1172.8899999999999
2024-07-26,Home,3,10,2366.5299999999997,531.27
2024-07-26,Sports,3,9,2648.37,1184.2
2024-07-27,Apparel,2,5,1715.63,897.76
2024-07-27,Electronics,1,1,576.59,194.25
2024-07-27,Grocery,2,5,151.08,64.53
2024-07-27,Home,4,9,3258.63,843.44
2024-07-27,Sports,3,11,5072.82,1884.9
2024-07-28,Apparel,4,13,5875.74,2357.09
2024-07-28,Electronics,3,9,3294.3199999999997,1640.38
2024-07-28,Grocery,4,14,6702.84,3325.5
2024-07-28,Home,5,15,4247.31,1954.0800000000002
2024-07-28,Sports,3,13,5988.59,2455.3
2024-07-29,Apparel,2,5,1677.94,768.79
2024-07-29,Electronics,1,3,830.04,451.08
2024-07-29,Grocery,5,15,4875.4800000000005,2563.0600000000004
2024-07-29,Home,4,15,4852.150000000001,1119.01
2024-07-29,Sports,4,11,3140.14,1303.29
2024-07-30,Apparel,2,6,3340.31,1583.6399999999999
2024-07-30,Electronics,4,16,2805.33,953.8199999999999
2024-07-30,Grocery,1,2,821.34,414.3
2024-07-30,Home,1,1,238.61,52.78
2024-07-30,Sports,4,12,5825.07,2059.21
2024-07-31,Apparel,3,10,3502.9700000000003,1490.61
2024-07-31,Electronics,6,17,3280.24,724.87
2024-07-31,Grocery,3,5,3054.4700000000003,1580.55
2024-07-31,Home,3,3,673.5,223.54999999999998
2024-08-01,Apparel,1,3,233.04,119.52
2024-08-01,Electronics,1,1,318.79,86.26
2024-08-01,Grocery,5,17,3943.77,1798.75
2024-08-01,Home,4,10,3594.77,1194.04
2024-08-02,Apparel,4,8,2854.95,1131.09
2024-08-02,Electronics,3,9,1253.7,225.3
2024-08-02,Grocery,4,11,3702.09,1715.74
2024-08-02,Home,3,6,1957.48,838.5999999999999
2024-08-03,Apparel,1,1,719.52,376.59
2024-08-03,Electronics,2,3,1723.44,866.11
2024-08-03,Grocery,3,9,2061.21,510.92999999999995
2024-08-03,Home,1,5,591.8,335.55
2024-08-03,Sports,3,9,2290.77,696.47
2024-08-04,Apparel,2,6,3160.5,1226.6999999999998
2024-08-04,Electronics,4,11,4658.860000000001,2251.79
2024-08-04,Grocery,3,12,2434.2000000000003,920.66
2024-08-04,Home,5,14,5989.16,2280.55
2024-08-04,Sports,1,1,459.8,140.67
2024-08-05,Apparel,4,12,1752.72,572.73
2024-08-05,Electronics,1,2,519.14,220.26
2024-08-05,Grocery,2,4,2396.6400000000003,1074.26
2024-08-05,Home,2,3,1606.68,666.29
2024-08-05,Sports,3,10,1791.94,577.34
2024-08-06,Apparel,1,2,193.02,38.2
2024-08-06,Electronics,4,11,3135.57,1203.14
2024-08-06,Grocery,9,28,8836.84,3517.96
2024-08-06,Home,3,6,2231.2400000000002,955.92
2024-08-06,Sports,2,6,3430.3,1496.14
2024-08-07,Apparel,3,11,746.16,221.92000000000002
2024-08-07,Electronics,4,16,7947.22,3407.5600000000004
2024-08-07,Grocery,3,13,2693.8700000000003,1225.9
2024-08-07,Home,3,10,2933.2599999999998,1208.84
2024-08-07,Sports,5,14,5462.94,2396.29
2024-08-08,Apparel,1,2,1053.5,408.9
2024-08-08,Electronics,4,13,3972.1099999999997,1875.75
2024-08-08,Grocery,4,10,3492.16,1740.11
2024-08-08,Home,3,12,3236.86,421.63
2024-08-08,Sports,3,7,3731.04,1477.6200000000001
2024-08-09,Apparel,4,9,3139.83,1157.36
2024-08-09,Electronics,6,24,4136.18,974.85
2024-08-09,Grocery,4,11,5562.65,2226.9
2024-08-09,Home,2,9,1385.86,626.51
2024-08-09,Sports,3,11,4289.11,1653.71
2024-08-10,Apparel,6,12,2291.26,896.8199999999999
2024-08-10,Electronics,1,4,1275.16,345.04
2024-08-10,Grocery,4,12,7274.9400000000005,2951.92
2024-08-10,Home,3,7,2869.2200000000003,1252.67
2024-08-10,Sports,3,10,5091.33,2076.84
2024-08-11,Apparel,1,1,437.08,67.01
2024-08-11,Electronics,3,8,4199.4,2240.53
2024-08-11,Grocery,1,2,129.06,13.82
2024-08-11,Home,1,2,1797.96,1004.02
2024-08-12,Apparel,7,16,5250.23,2091.41
2024-08-12,Electronics,3,9,3896.45,1333.01
2024-08-12,Grocery,4,13,1518.29,509.93000000000006
2024-08-12,Home,3,8,1190.74,356.16999999999996
2024-08-12,Sports,2,8,3645.5299999999997,934.3299999999999
2024-08-13,Apparel,2,5,2210.6,1159.65
2024-08-13,Electronics,3,13,3881.2799999999997,1317.9699999999998
2024-08-13,Grocery,3,8,1779.91,768.3
2024-08-13,Sports,2,5,2428.6499999999996,1103.61
2024-08-14,Apparel,3,10,2517.89,816.44
2024-08-14,Electronics,5,9,3394.08,1346.88
2024-08-14,Grocery,3,4,1498.31,762.24
2024-08-14,Home,4,6,2274.01,585.23
2024-08-15,Electronics,3,11,4043.3,1595.55
2024-08-15,Grocery,2,5,2661.9700000000003,1184.48
2024-08-15,Home,4,10,3461.33,1463.36
2024-08-15,Sports,2,4,1663.08,541.16
2024-08-16,Apparel,5,14,4088.45,1588.12
2024-08-16,Electronics,2,6,692.04,121.38
2024-08-16,Grocery,2,3,527.71,235.89000000000001
2024-08-16,Home,3,7,1858.99,658.48
