transaction_date,store_id,store_name,region,store_type,transactions,units_sold,gross_revenue,net_revenue,discount_total,cogs,gross_profit,avg_order_value,gross_margin_pct
2024-02-13,STR022,Orlando Downtown #22,Southeast,outlet,2,8,2226.57,2226.57,0.0,1101.5,1125.07,1113.29,50.53
2024-02-13,STR023,Kansas City Mall #23,Midwest,express,1,1,405.13,405.13,0.0,252.85,152.28,405.13,37.59
2024-02-14,STR009,Phoenix Mall #9,Southwest,flagship,2,7,2967.26,2967.26,0.0,1377.69,1589.57,1483.63,53.57
2024-02-14,STR012,Seattle Mall #12,Southeast,online,1,4,2002.2,2002.2,0.0,1294.72,707.48,2002.2,35.34
2024-02-14,STR014,San Francisco Mall #14,Southwest,outlet,1,4,2487.28,2238.55,248.73,1255.96,982.59,2238.55,43.89
2024-02-14,STR017,Charlotte Mall #17,Southeast,flagship,1,2,1015.6,1015.6,0.0,749.1,266.5,1015.6,26.24
2024-02-14,STR018,Minneapolis Mall #18,Midwest,outlet,1,2,809.48,647.58,161.9,539.1,108.48,647.58,16.75
2024-02-14,STR020,San Diego Mall #20,West,online,1,4,2645.32,2645.32,0.0,1389.44,1255.88,2645.32,47.48
2024-02-14,STR021,Las Vegas Mall #21,Northeast,flagship,1,2,1243.64,1243.64,0.0,627.98,615.66,1243.64,49.5
2024-02-14,STR023,Kansas City Mall #23,Midwest,express,2,5,2521.11,2521.11,0.0,1568.27,952.8399999999999,1260.56,37.79
2024-02-15,STR002,Boston Mall #2,Southeast,outlet,1,4,2645.32,2645.32,0.0,1389.44,1255.88,2645.32,47.48
2024-02-15,STR005,Chicago Mall #5,West,flagship,2,5,1223.09,1179.38,43.71,1025.47,153.91,589.69,13.05
2024-02-15,STR008,Houston Mall #8,Midwest,online,1,3,809.94,809.94,0.0,604.26,205.68,809.94,25.39
2024-02-15,STR013,Portland Downtown #13,Midwest,flagship,1,3,1199.52,1199.52,0.0,688.65,510.87,1199.52,42.59
2024-02-15,STR014,San Francisco Mall #14,Southwest,outlet,1,2,275.5,275.5,0.0,158.94,116.56,275.5,42.31
2024-02-15,STR019,Philadelphia Downtown #19,Southwest,express,1,5,1331.5,1331.5,0.0,627.55,703.95,1331.5,52.87
2024-02-15,STR020,San Diego Mall #20,West,online,2,4,1221.6,1059.12,162.48,651.76,407.35999999999996,529.56,38.46
2024-02-15,STR021,Las Vegas Mall #21,Northeast,flagship,2,6,2840.6800000000003,2536.0,304.68,2037.3000000000002,498.7,1268.0,19.66
2024-02-16,STR001,New York Downtown #1,Northeast,flagship,1,5,1297.85,1103.17,194.68,747.2,355.97,1103.17,32.27
2024-02-16,STR004,Miami Downtown #4,Southwest,online,1,4,1419.64,1348.66,70.98,654.96,693.7,1348.66,51.44
2024-02-16,STR006,Detroit Mall #6,Northeast,outlet,2,3,493.63,473.5,20.13,413.43,60.07,236.75,12.69
2024-02-16,STR007,Dallas Downtown #7,Southeast,express,2,2,628.87,568.59,60.28,406.5,162.09,284.3,28.51
2024-02-16,STR009,Phoenix Mall #9,Southwest,flagship,1,5,3597.6,3057.96,539.64,1714.65,1343.31,3057.96,43.93
2024-02-16,STR010,Denver Downtown #10,West,outlet,1,4,1599.36,1599.36,0.0,918.2,681.16,1599.36,42.59
2024-02-16,STR013,Portland Downtown #13,Midwest,flagship,1,2,548.6,548.6,0.0,382.66,165.94,548.6,30.25
2024-02-16,STR017,Charlotte Mall #17,Southeast,flagship,2,5,532.23,527.4399999999999,4.79,375.68,151.76000000000002,263.72,28.77
2024-02-16,STR018,Minneapolis Mall #18,Midwest,outlet,1,4,1038.28,1038.28,0.0,597.76,440.52,1038.28,42.43
2024-02-16,STR019,Philadelphia Downtown #19,Southwest,express,1,4,322.64,322.64,0.0,230.48,92.16,322.64,28.56
2024-02-16,STR023,Kansas City Mall #23,Midwest,express,3,12,4983.860000000001,4983.860000000001,0.0,2329.64,2654.2200000000003,1661.29,53.26
2024-02-17,STR004,Miami Downtown #4,Southwest,online,2,6,2071.2,1991.6000000000001,79.6,1267.74,723.86,995.8,36.35
2024-02-17,STR009,Phoenix Mall #9,Southwest,flagship,1,5,1636.4,1636.4,0.0,748.15,888.25,1636.4,54.28
2024-02-17,STR011,Los Angeles Mall #11,Northeast,express,1,5,1943.55,1943.55,0.0,982.3,961.25,1943.55,49.46
2024-02-17,STR017,Charlotte Mall #17,Southeast,flagship,1,1,259.57,259.57,0.0,149.44,110.13,259.57,42.43
2024-02-17,STR018,Minneapolis Mall #18,Midwest,outlet,1,3,1946.55,1946.55,0.0,896.73,1049.82,1946.55,53.93
2024-02-17,STR020,San Diego Mall #20,West,online,2,8,2142.01,2142.01,0.0,1010.77,1131.24,1071.01,52.81
2024-02-17,STR022,Orlando Downtown #22,Southeast,outlet,1,4,1347.92,1347.92,0.0,686.0,661.92,1347.92,49.11
2024-02-18,STR003,Atlanta Mall #3,Midwest,express,1,4,1080.68,1080.68,0.0,510.96,569.72,1080.68,52.72
2024-02-18,STR009,Phoenix Mall #9,Southwest,flagship,2,6,2458.6400000000003,2105.08,353.56,1648.3999999999999,456.68,1052.54,21.69
2024-02-18,STR010,Denver Downtown #10,West,outlet,1,4,1097.2,1097.2,0.0,765.32,331.88,1097.2,30.25
2024-02-18,STR012,Seattle Mall #12,Southeast,online,1,2,1646.64,1646.64,0.0,775.46,871.18,1646.64,52.91
2024-02-18,STR013,Portland Downtown #13,Midwest,flagship,1,5,696.55,696.55,0.0,366.75,329.8,696.55,47.35
2024-02-18,STR016,Nashville Downtown #16,Northeast,online,1,4,2002.2,2002.2,0.0,1294.72,707.48,2002.2,35.34
2024-02-18,STR017,Charlotte Mall #17,Southeast,flagship,2,6,2107.44,2107.44,0.0,1114.83,992.61,1053.72,47.1
2024-02-18,STR018,Minneapolis Mall #18,Midwest,outlet,1,5,2278.25,2278.25,0.0,1342.95,935.3,2278.25,41.05
2024-02-18,STR019,Philadelphia Downtown #19,Southwest,express,1,4,1901.4,1901.4,0.0,1434.68,466.72,1901.4,24.55
2024-02-18,STR020,San Diego Mall #20,West,online,1,4,2633.32,2501.65,131.67,1288.16,1213.49,2501.65,48.51
2024-02-18,STR021,Las Vegas Mall #21,Northeast,flagship,1,5,2442.75,2442.75,0.0,1750.4,692.35,2442.75,28.34
2024-02-19,STR006,Detroit Mall #6,Northeast,outlet,2,3,281.25,281.25,0.0,130.48,150.76999999999998,140.62,53.61
2024-02-19,STR007,Dallas Downtown #7,Southeast,express,1,4,2107.0,2107.0,0.0,1289.2,817.8,2107.0,38.81
2024-02-19,STR010,Denver Downtown #10,West,outlet,1,3,1808.34,1808.34,0.0,1161.21,647.13,1808.34,35.79
2024-02-19,STR011,Los Angeles Mall #11,Northeast,express,1,5,1430.45,1430.45,0.0,1112.55,317.9,1430.45,22.22
2024-02-19,STR012,Seattle Mall #12,Southeast,online,1,4,134.64,127.91,6.73,79.48,48.43,127.91,37.86
2024-02-19,STR013,Portland Downtown #13,Midwest,flagship,1,2,1357.86,1357.86,0.0,599.9,757.96,1357.86,55.82
2024-02-19,STR015,Austin Mall #15,West,express,1,2,1078.08,1078.08,0.0,625.46,452.62,1078.08,41.98
2024-02-19,STR017,Charlotte Mall #17,Southeast,flagship,1,2,1117.32,1061.45,55.87,644.28,417.17,1061.45,39.3
2024-02-19,STR018,Minneapolis Mall #18,Midwest,outlet,2,6,3733.5,3601.5499999999997,131.95,1648.29,1953.26,1800.78,54.23
2024-02-20,STR001,New York Downtown #1,Northeast,flagship,1,5,1945.25,1945.25,0.0,1480.6,464.65,1945.25,23.89
2024-02-20,STR002,Boston Mall #2,Southeast,outlet,1,3,981.84,932.75,49.09,448.89,483.86,932.75,51.87
2024-02-20,STR007,Dallas Downtown #7,Southeast,express,1,1,389.05,389.05,0.0,296.12,92.93,389.05,23.89
2024-02-20,STR008,Houston Mall #8,Midwest,online,1,1,247.1,247.1,0.0,106.46,140.64,247.1,56.92
2024-02-20,STR014,San Francisco Mall #14,Southwest,outlet,1,3,1929.45,1929.45,0.0,1072.77,856.68,1929.45,44.4
2024-02-20,STR015,Austin Mall #15,West,express,1,5,1255.85,1255.85,0.0,929.15,326.7,1255.85,26.01
2024-02-20,STR016,Nashville Downtown #16,Northeast,online,1,1,719.52,719.52,0.0,342.93,376.59,719.52,52.34
2024-02-20,STR017,Charlotte Mall #17,Southeast,flagship,1,5,2793.3,2793.3,0.0,1610.7,1182.6,2793.3,42.34
2024-02-20,STR018,Minneapolis Mall #18,Midwest,outlet,3,12,4376.2,4376.2,0.0,2031.03,2345.17,1458.73,53.59
2024-02-20,STR020,San Diego Mall #20,West,online,1,3,436.53,436.53,0.0,301.92,134.61,436.53,30.84
2024-02-20,STR021,Las Vegas Mall #21,Northeast,flagship,2,6,1237.9,1217.58,20.32,870.6,346.98,608.79,28.5
2024-02-21,STR001,New York Downtown #1,Northeast,flagship,1,3,2638.92,2638.92,0.0,1154.52,1484.4,2638.92,56.25
2024-02-21,STR002,Boston Mall #2,Southeast,outlet,1,2,1322.66,1322.66,0.0,694.72,627.94,1322.66,47.48
2024-02-21,STR003,Atlanta Mall #3,Midwest,express,1,1,539.04,539.04,0.0,312.73,226.31,539.04,41.98
2024-02-21,STR008,Houston Mall #8,Midwest,online,1,5,130.45,123.93,6.52,97.15,26.78,123.93,21.61
2024-02-21,STR010,Denver Downtown #10,West,outlet,1,4,1627.12,1627.12,0.0,853.0,774.12,1627.12,47.58
2024-02-21,STR012,Seattle Mall #12,Southeast,online,2,7,1744.57,1744.57,0.0,1302.03,442.54,872.28,25.37
2024-02-21,STR018,Minneapolis Mall #18,Midwest,outlet,1,4,1592.08,1592.08,0.0,675.24,916.84,1592.08,57.59
2024-02-21,STR019,Philadelphia Downtown #19,Southwest,express,1,1,388.71,349.84,38.87,196.46,153.38,349.84,43.84
2024-02-21,STR020,San Diego Mall #20,West,online,1,1,139.31,139.31,0.0,73.35,65.96,139.31,47.35
2024-02-21,STR021,Las Vegas Mall #21,Northeast,flagship,2,6,1503.2800000000002,1503.2800000000002,0.0,761.6800000000001,741.5999999999999,751.64,49.33
2024-02-21,STR022,Orlando Downtown #22,Southeast,outlet,1,1,317.96,317.96,0.0,238.58,79.38,317.96,24.97
2024-02-22,STR002,Boston Mall #2,Southeast,outlet,1,5,1169.3,1169.3,0.0,583.75,585.55,1169.3,50.08
2024-02-22,STR004,Miami Downtown #4,Southwest,online,1,5,3306.65,2975.98,330.67,1736.8,1239.18,2975.98,41.64
2024-02-22,STR005,Chicago Mall #5,West,flagship,2,5,2880.07,2880.07,0.0,1558.21,1321.8600000000001,1440.04,45.9
2024-02-22,STR007,Dallas Downtown #7,Southeast,express,1,1,82.51,78.38,4.13,39.6,38.78,78.38,49.48
2024-02-22,STR009,Phoenix Mall #9,Southwest,flagship,2,9,3767.86,3767.86,0.0,1899.34,1868.52,1883.93,49.59
2024-02-22,STR011,Los Angeles Mall #11,Northeast,express,2,5,1273.76,1210.0700000000002,63.69,795.27,414.8,605.04,34.28
2024-02-22,STR014,San Francisco Mall #14,Southwest,outlet,1,1,398.02,398.02,0.0,168.81,229.21,398.02,57.59
2024-02-22,STR015,Austin Mall #15,West,express,1,5,3013.9,3013.9,0.0,1935.35,1078.55,3013.9,35.79
2024-02-22,STR018,Minneapolis Mall #18,Midwest,outlet,1,1,643.15,514.52,128.63,357.59,156.93,514.52,30.5
2024-02-22,STR019,Philadelphia Downtown #19,Southwest,express,2,5,2769.2200000000003,2769.2200000000003,0.0,1453.51,1315.71,1384.61,47.51
2024-02-23,STR002,Boston Mall #2,Southeast,outlet,1,2,498.68,498.68,0.0,351.62,147.06,498.68,29.49
2024-02-23,STR004,Miami Downtown #4,Southwest,online,1,5,730.75,730.75,0.0,614.85,115.9,730.75,15.86
2024-02-23,STR007,Dallas Downtown #7,Southeast,express,3,11,5297.01,5297.01,0.0,2605.83,2691.1800000000003,1765.67,50.81
2024-02-23,STR009,Phoenix Mall #9,Southwest,flagship,1,3,912.81,867.17,45.64,620.97,246.2,867.17,28.39
2024-02-23,STR011,Los Angeles Mall #11,Northeast,express,1,4,2002.2,1902.09,100.11,1294.72,607.37,1902.09,31.93
2024-02-23,STR013,Portland Downtown #13,Midwest,flagship,1,2,778.1,778.1,0.0,592.24,185.86,778.1,23.89
2024-02-23,STR014,San Francisco Mall #14,Southwest,outlet,1,3,2638.92,2111.14,527.78,1154.52,956.62,2111.14,45.31
2024-02-23,STR016,Nashville Downtown #16,Northeast,online,1,3,1475.43,1475.43,0.0,861.96,613.47,1475.43,41.58
2024-02-23,STR017,Charlotte Mall #17,Southeast,flagship,1,3,228.42,205.58,22.84,178.56,27.02,205.58,13.14
2024-02-23,STR018,Minneapolis Mall #18,Midwest,outlet,1,5,496.85,496.85,0.0,227.2,269.65,496.85,54.27
2024-02-23,STR020,San Diego Mall #20,West,online,1,1,368.5,368.5,0.0,314.34,54.16,368.5,14.7
2024-02-24,STR001,New York Downtown #1,Northeast,flagship,2,3,687.9100000000001,687.9100000000001,0.0,456.01,231.89999999999998,343.96,33.71
2024-02-24,STR002,Boston Mall #2,Southeast,outlet,2,2,542.3100000000001,542.3100000000001,0.0,358.73,183.57999999999998,271.16,33.85
2024-02-24,STR003,Atlanta Mall #3,Midwest,express,2,5,1797.6699999999998,1797.6699999999998,0.0,948.5999999999999,849.07,898.83,47.23
2024-02-24,STR004,Miami Downtown #4,Southwest,online,1,2,292.3,292.3,0.0,245.94,46.36,292.3,15.86
2024-02-24,STR006,Detroit Mall #6,Northeast,outlet,3,8,2457.7,2384.0,73.7,1691.6999999999998,692.3,794.67,29.04
2024-02-24,STR010,Denver Downtown #10,West,outlet,1,4,92.56,83.3,9.26,42.4,40.9,83.3,49.1
2024-02-24,STR021,Las Vegas Mall #21,Northeast,flagship,1,5,1297.85,1297.85,0.0,747.2,550.65,1297.85,42.43
2024-02-24,STR022,Orlando Downtown #22,Southeast,outlet,1,3,1419.51,1419.51,0.0,755.01,664.5,1419.51,46.81
2024-02-25,STR001,New York Downtown #1,Northeast,flagship,1,1,437.08,437.08,0.0,370.07,67.01,437.08,15.33
2024-02-25,STR002,Boston Mall #2,Southeast,outlet,1,5,2981.85,2981.85,0.0,1736.3,1245.55,2981.85,41.77
2024-02-25,STR003,Atlanta Mall #3,Midwest,express,1,1,58.52,58.52,0.0,44.15,14.37,58.52,24.56
2024-02-25,STR007,Dallas Downtown #7,Southeast,express,1,5,2033.9,2033.9,0.0,1066.25,967.65,2033.9,47.58
2024-02-25,STR008,Houston Mall #8,Midwest,online,1,2,1389.24,1389.24,0.0,740.4,648.84,1389.24,46.7
2024-02-25,STR009,Phoenix Mall #9,Southwest,flagship,1,3,247.53,247.53,0.0,118.8,128.73,247.53,52.01
2024-02-25,STR010,Denver Downtown #10,West,outlet,2,2,552.84,552.84,0.0,341.73,211.10999999999999,276.42,38.19
2024-02-25,STR012,Seattle Mall #12,Southeast,online,3,6,1380.54,1380.54,0.0,869.37,511.16999999999996,460.18,37.03
2024-02-25,STR013,Portland Downtown #13,Midwest,flagship,1,4,1627.12,1464.41,162.71,853.0,611.41,1464.41,41.75
2024-02-25,STR014,San Francisco Mall #14,Southwest,outlet,1,1,244.56,232.33,12.23,160.24,72.09,232.33,31.03
2024-02-25,STR015,Austin Mall #15,West,express,1,3,1475.43,1475.43,0.0,861.96,613.47,1475.43,41.58
2024-02-25,STR016,Nashville Downtown #16,Northeast,online,1,3,1055.46,1055.46,0.0,568.5,486.96,1055.46,46.14
2024-02-25,STR017,Charlotte Mall #17,Southeast,flagship,1,1,388.71,388.71,0.0,196.46,192.25,388.71,49.46
2024-02-25,STR020,San Diego Mall #20,West,online,1,2,67.32,67.32,0.0,39.74,27.58,67.32,40.97
2024-02-26,STR001,New York Downtown #1,Northeast,flagship,2,6,2867.34,2867.34,0.0,1333.08,1534.26,1433.67,53.51
2024-02-26,STR006,Detroit Mall #6,Northeast,outlet,1,4,997.36,997.36,0.0,703.24,294.12,997.36,29.49
2024-02-26,STR007,Dallas Downtown #7,Southeast,express,1,5,1349.9,1282.4,67.5,1007.1,275.3,1282.4,21.47
2024-02-26,STR009,Phoenix Mall #9,Southwest,flagship,1,3,1675.98,1675.98,0.0,966.42,709.56,1675.98,42.34
2024-02-26,STR011,Los Angeles Mall #11,Northeast,express,1,1,678.93,678.93,0.0,299.95,378.98,678.93,55.82
2024-02-26,STR012,Seattle Mall #12,Southeast,online,1,4,1080.68,1080.68,0.0,510.96,569.72,1080.68,52.72
2024-02-26,STR015,Austin Mall #15,West,express,1,1,268.87,268.87,0.0,166.2,102.67,268.87,38.19
2024-02-26,STR016,Nashville Downtown #16,Northeast,online,1,1,488.55,488.55,0.0,350.08,138.47,488.55,28.34
2024-02-26,STR019,Philadelphia Downtown #19,Southwest,express,1,1,437.08,437.08,0.0,370.07,67.01,437.08,15.33
2024-02-26,STR020,San Diego Mall #20,West,online,3,6,3048.14,3032.01,16.13,1438.08,1593.93,1010.67,52.57
2024-02-26,STR022,Orlando Downtown #22,Southeast,outlet,1,2,946.34,946.34,0.0,503.34,443.0,946.34,46.81
2024-02-27,STR002,Boston Mall #2,Southeast,outlet,1,4,2108.16,2108.16,0.0,1466.28,641.88,2108.16,30.45
2024-02-27,STR004,Miami Downtown #4,Southwest,online,1,3,981.75,981.75,0.0,781.92,199.83,981.75,20.35
2024-02-27,STR005,Chicago Mall #5,West,flagship,2,5,1210.14,1210.14,0.0,813.68,396.46,605.07,32.76
2024-02-27,STR006,Detroit Mall #6,Northeast,outlet,1,2,1242.46,1242.46,0.0,722.48,519.98,1242.46,41.85
2024-02-27,STR007,Dallas Downtown #7,Southeast,express,1,2,95.7,95.7,0.0,73.76,21.94,95.7,22.93
2024-02-27,STR009,Phoenix Mall #9,Southwest,flagship,1,4,551.0,495.9,55.1,317.88,178.02,495.9,35.9
2024-02-27,STR012,Seattle Mall #12,Southeast,online,1,1,576.59,547.76,28.83,382.34,165.42,547.76,30.2
2024-02-27,STR013,Portland Downtown #13,Midwest,flagship,1,5,1349.9,1349.9,0.0,1007.1,342.8,1349.9,25.39
2024-02-27,STR019,Philadelphia Downtown #19,Southwest,express,1,1,26.09,26.09,0.0,19.43,6.66,26.09,25.53
2024-02-27,STR020,San Diego Mall #20,West,online,1,4,124.56,112.1,12.46,67.56,44.54,112.1,39.73
2024-02-27,STR021,Las Vegas Mall #21,Northeast,flagship,1,2,916.38,778.92,137.46,394.6,384.32,778.92,49.34
2024-02-27,STR023,Kansas City Mall #23,Midwest,express,1,5,1235.5,1235.5,0.0,532.3,703.2,1235.5,56.92
2024-02-28,STR002,Boston Mall #2,Southeast,outlet,3,12,3598.7,3598.7,0.0,2633.95,964.75,1199.57,26.81
2024-02-28,STR003,Atlanta Mall #3,Midwest,express,1,1,354.91,354.91,0.0,163.74,191.17,354.91,53.86
2024-02-28,STR007,Dallas Downtown #7,Southeast,express,1,5,3376.35,3376.35,0.0,1667.05,1709.3,3376.35,50.63
2024-02-28,STR008,Houston Mall #8,Midwest,online,2,8,2774.96,2538.3700000000003,236.59,1436.1299999999999,1102.24,1269.19,43.42
2024-02-28,STR009,Phoenix Mall #9,Southwest,flagship,1,4,310.72,310.72,0.0,151.36,159.36,310.72,51.29
2024-02-28,STR010,Denver Downtown #10,West,outlet,1,5,1350.85,1215.76,135.09,638.7,577.06,1215.76,47.46
2024-02-28,STR015,Austin Mall #15,West,express,1,4,988.4,988.4,0.0,425.84,562.56,988.4,56.92
2024-02-28,STR016,Nashville Downtown #16,Northeast,online,1,3,1311.24,1245.68,65.56,1110.21,135.47,1245.68,10.88
2024-02-28,STR017,Charlotte Mall #17,Southeast,flagship,2,5,1772.47,1574.13,198.34,1098.73,475.40000000000003,787.06,30.2
2024-02-28,STR021,Las Vegas Mall #21,Northeast,flagship,1,5,1943.55,1554.84,388.71,982.3,572.54,1554.84,36.82
2024-02-28,STR023,Kansas City Mall #23,Midwest,express,1,5,2023.7,2023.7,0.0,1347.75,675.95,2023.7,33.4
2024-02-29,STR004,Miami Downtown #4,Southwest,online,1,2,974.7,925.96,48.74,576.7,349.26,925.96,37.72
2024-02-29,STR006,Detroit Mall #6,Northeast,outlet,1,2,532.6,479.34,53.26,251.02,228.32,479.34,47.63
2024-02-29,STR007,Dallas Downtown #7,Southeast,express,1,2,1153.18,1153.18,0.0,764.68,388.5,1153.18,33.69
2024-02-29,STR010,Denver Downtown #10,West,outlet,2,10,5605.65,5605.65,0.0,3332.45,2273.2,2802.82,40.55
2024-02-29,STR011,Los Angeles Mall #11,Northeast,express,1,5,3473.1,3473.1,0.0,1851.0,1622.1,3473.1,46.7
2024-02-29,STR012,Seattle Mall #12,Southeast,online,2,8,4167.7,4167.7,0.0,2621.33,1546.3700000000001,2083.85,37.1
2024-02-29,STR013,Portland Downtown #13,Midwest,flagship,1,1,661.33,595.2,66.13,347.36,247.84,595.2,41.64
2024-02-29,STR017,Charlotte Mall #17,Southeast,flagship,2,10,2414.05,2414.05,0.0,1453.45,960.5999999999999,1207.03,39.79
2024-03-01,STR001,New York Downtown #1,Northeast,flagship,1,3,956.37,956.37,0.0,697.59,258.78,956.37,27.06
2024-03-01,STR002,Boston Mall #2,Southeast,outlet,1,2,643.12,643.12,0.0,471.76,171.36,643.12,26.65
2024-03-01,STR007,Dallas Downtown #7,Southeast,express,1,5,2365.85,2365.85,0.0,1258.35,1107.5,2365.85,46.81
2024-03-01,STR010,Denver Downtown #10,West,outlet,1,1,80.66,80.66,0.0,57.62,23.04,80.66,28.56
2024-03-01,STR013,Portland Downtown #13,Midwest,flagship,1,3,809.94,809.94,0.0,604.26,205.68,809.94,25.39
2024-03-01,STR014,San Francisco Mall #14,Southwest,outlet,1,1,459.8,459.8,0.0,319.13,140.67,459.8,30.59
2024-03-01,STR016,Nashville Downtown #16,Northeast,online,2,9,5255.42,5255.42,0.0,2641.06,2614.36,2627.71,49.75
2024-03-01,STR017,Charlotte Mall #17,Southeast,flagship,1,2,825.66,825.66,0.0,387.92,437.74,825.66,53.02
2024-03-01,STR018,Minneapolis Mall #18,Midwest,outlet,1,3,368.4,368.4,0.0,280.2,88.2,368.4,23.94
2024-03-01,STR020,San Diego Mall #20,West,online,1,1,398.02,398.02,0.0,168.81,229.21,398.02,57.59
2024-03-01,STR021,Las Vegas Mall #21,Northeast,flagship,1,4,322.68,322.68,0.0,273.84,48.84,322.68,15.14
2024-03-02,STR003,Atlanta Mall #3,Midwest,express,1,5,1222.8,1222.8,0.0,801.2,421.6,1222.8,34.48
2024-03-02,STR004,Miami Downtown #4,Southwest,online,1,1,621.23,621.23,0.0,361.24,259.99,621.23,41.85
2024-03-02,STR006,Detroit Mall #6,Northeast,outlet,1,4,1644.28,1562.07,82.21,889.28,672.79,1562.07,43.07
2024-03-02,STR009,Phoenix Mall #9,Southwest,flagship,1,1,101.59,101.59,0.0,77.41,24.18,101.59,23.8
2024-03-02,STR016,Nashville Downtown #16,Northeast,online,1,3,1662.3,1579.18,83.12,717.66,861.52,1579.18,54.55
2024-03-02,STR017,Charlotte Mall #17,Southeast,flagship,2,10,1954.3999999999999,1941.3899999999999,13.01,878.35,1063.04,970.7,54.76
2024-03-02,STR019,Philadelphia Downtown #19,Southwest,express,1,2,1350.54,1350.54,0.0,666.82,683.72,1350.54,50.63
2024-03-03,STR004,Miami Downtown #4,Southwest,online,3,9,4188.45,4141.13,47.32,2332.71,1808.42,1380.38,43.67
2024-03-03,STR008,Houston Mall #8,Midwest,online,1,3,69.42,65.95,3.47,31.8,34.15,65.95,51.78
2024-03-03,STR009,Phoenix Mall #9,Southwest,flagship,1,1,61.42,61.42,0.0,34.93,26.49,61.42,43.13
2024-03-03,STR011,Los Angeles Mall #11,Northeast,express,3,12,2542.27,2542.27,0.0,1527.08,1015.1899999999999,847.42,39.93
2024-03-03,STR012,Seattle Mall #12,Southeast,online,2,5,1655.71,1655.71,0.0,960.89,694.82,827.86,41.97
2024-03-03,STR018,Minneapolis Mall #18,Midwest,outlet,1,3,912.81,912.81,0.0,620.97,291.84,912.81,31.97
2024-03-03,STR020,San Diego Mall #20,West,online,1,2,821.34,739.21,82.13,407.04,332.17,739.21,44.94
2024-03-04,STR003,Atlanta Mall #3,Midwest,express,1,5,1169.3,993.91,175.39,583.75,410.16,993.91,41.27
2024-03-04,STR004,Miami Downtown #4,Southwest,online,1,4,491.2,442.08,49.12,373.6,68.48,442.08,15.49
2024-03-04,STR006,Detroit Mall #6,Northeast,outlet,1,2,502.34,502.34,0.0,371.66,130.68,502.34,26.01
2024-03-04,STR007,Dallas Downtown #7,Southeast,express,1,2,977.1,928.24,48.86,700.16,228.08,928.24,24.57
2024-03-04,STR008,Houston Mall #8,Midwest,online,1,1,411.07,411.07,0.0,222.32,188.75,411.07,45.92
2024-03-04,STR009,Phoenix Mall #9,Southwest,flagship,1,2,272.74,231.83,40.91,118.52,113.31,231.83,48.88
2024-03-04,STR010,Denver Downtown #10,West,outlet,2,9,3509.22,3509.22,0.0,1685.35,1823.8700000000001,1754.61,51.97
2024-03-04,STR014,San Francisco Mall #14,Southwest,outlet,1,2,529.0,529.0,0.0,280.1,248.9,529.0,47.05
2024-03-04,STR015,Austin Mall #15,West,express,1,3,355.08,337.33,17.75,153.75,183.58,337.33,54.42
2024-03-04,STR019,Philadelphia Downtown #19,Southwest,express,1,5,696.55,696.55,0.0,366.75,329.8,696.55,47.35
2024-03-04,STR020,San Diego Mall #20,West,online,1,1,26.09,26.09,0.0,19.43,6.66,26.09,25.53
2024-03-05,STR005,Chicago Mall #5,West,flagship,1,3,981.84,981.84,0.0,448.89,532.95,981.84,54.28
2024-03-05,STR010,Denver Downtown #10,West,outlet,3,12,2579.98,2526.7200000000003,53.26,1773.57,753.15,842.24,29.81
2024-03-05,STR012,Seattle Mall #12,Southeast,online,2,4,1712.8600000000001,1712.8600000000001,0.0,935.28,777.5799999999999,856.43,45.4
2024-03-05,STR023,Kansas City Mall #23,Midwest,express,1,5,2436.75,2193.07,243.68,1441.75,751.32,2193.07,34.26
2024-03-06,STR002,Boston Mall #2,Southeast,outlet,1,5,2977.95,2977.95,0.0,1532.35,1445.6,2977.95,48.54
2024-03-06,STR005,Chicago Mall #5,West,flagship,3,13,5546.22,5148.45,397.77,3237.75,1910.7,1716.15,37.11
2024-03-06,STR007,Dallas Downtown #7,Southeast,express,1,4,2216.4,2216.4,0.0,956.88,1259.52,2216.4,56.83
2024-03-06,STR013,Portland Downtown #13,Midwest,flagship,1,1,398.02,398.02,0.0,168.81,229.21,398.02,57.59
2024-03-06,STR015,Austin Mall #15,West,express,2,6,2487.98,2460.76,27.22,1246.75,1214.01,1230.38,49.33
2024-03-06,STR019,Philadelphia Downtown #19,Southwest,express,1,1,406.78,406.78,0.0,213.25,193.53,406.78,47.58
2024-03-06,STR020,San Diego Mall #20,West,online,1,5,1169.3,1169.3,0.0,583.75,585.55,1169.3,50.08
2024-03-06,STR021,Las Vegas Mall #21,Northeast,flagship,1,5,3306.65,3306.65,0.0,1736.8,1569.85,3306.65,47.48
2024-03-07,STR002,Boston Mall #2,Southeast,outlet,2,3,794.39,709.1,85.28999999999999,485.11,223.99,354.55,31.59
2024-03-07,STR004,Miami Downtown #4,Southwest,online,2,5,1429.33,1268.01,161.32,936.51,331.5,634.0,26.14
2024-03-07,STR007,Dallas Downtown #7,Southeast,express,1,2,608.54,608.54,0.0,413.98,194.56,608.54,31.97
2024-03-07,STR010,Denver Downtown #10,West,outlet,1,4,2177.72,2177.72,0.0,1057.8,1119.92,2177.72,51.43
2024-03-07,STR013,Portland Downtown #13,Midwest,flagship,2,5,1337.06,1337.06,0.0,878.51,458.55,668.53,34.3
2024-03-07,STR014,San Francisco Mall #14,Southwest,outlet,1,3,1729.77,1729.77,0.0,1147.02,582.75,1729.77,33.69
