ticket_id,opened_at,resolved_at,sla_due_at,opened_date,status,priority,reason,channel,store_id,store_name,region,customer_id,csat,resolve_hours,age_hours,is_open,sla_breach,sla_status
TKT000389,2024-07-13 18:09:00,,2024-07-20 18:09:00,2024-07-13,pending,low,Late delivery,email,STR016,Nashville Downtown #16,Northeast,CUS00500,,,4106.1,1,True,pending_beyond_sla
TKT000390,2024-05-15 13:46:00,2024-05-16 09:52:09,2024-05-18 13:46:00,2024-05-15,resolved,medium,Late delivery,in_store,STR004,Miami Downtown #4,Southwest,CUS00030,4.0,20.1,20.1,0,False,within_sla
TKT000391,2024-05-19 13:23:00,2024-05-20 01:37:30,2024-05-26 13:23:00,2024-05-19,resolved,low,Online order issue,phone,STR010,Denver Downtown #10,West,CUS00255,5.0,12.24,12.24,0,False,within_sla
TKT000392,2024-07-07 08:37:00,2024-07-07 23:34:34,2024-07-10 08:37:00,2024-07-07,resolved,medium,Wrong item,social,STR008,Houston Mall #8,Midwest,CUS00076,4.0,14.96,14.96,0,False,within_sla
TKT000393,2024-07-05 13:05:00,2024-07-13 04:10:56,2024-07-08 13:05:00,2024-07-05,resolved,medium,Store experience,chat,STR005,Chicago Mall #5,West,CUS00170,4.0,183.1,183.1,0,True,beyond_sla
TKT000394,2024-09-16 15:46:00,2024-09-18 12:49:35,2024-09-17 15:46:00,2024-09-16,closed_unresolved,high,Product defect,social,STR014,San Francisco Mall #14,Southwest,CUS00091,1.0,45.06,45.06,0,True,beyond_sla
TKT000395,2024-04-04 14:39:00,2024-04-05 17:29:20,2024-04-11 14:39:00,2024-04-04,resolved,low,Late delivery,in_store,STR001,New York Downtown #1,Northeast,CUS00447,5.0,26.84,26.84,0,False,within_sla
TKT000396,2024-10-05 12:39:00,2024-10-17 10:51:52,2024-10-12 12:39:00,2024-10-05,resolved,low,Store experience,email,STR009,Phoenix Mall #9,Southwest,CUS00411,3.0,286.21,286.21,0,True,beyond_sla
TKT000397,2024-08-20 19:00:00,,2024-08-23 19:00:00,2024-08-20,escalated,medium,Product defect,phone,STR023,Kansas City Mall #23,Midwest,CUS00065,,,3193.25,1,True,pending_beyond_sla
TKT000398,2024-02-25 20:12:00,2024-03-04 05:51:00,2024-03-03 20:12:00,2024-02-25,resolved,low,Late delivery,phone,STR020,San Diego Mall #20,West,CUS00011,4.0,177.65,177.65,0,True,beyond_sla
TKT000399,2024-03-10 13:00:00,,2024-03-13 13:00:00,2024-03-10,pending,medium,Refund request,in_store,STR020,San Diego Mall #20,West,CUS00499,,,7111.25,1,True,pending_beyond_sla
TKT000400,2024-10-25 10:16:00,2024-10-27 23:58:44,2024-10-28 10:16:00,2024-10-25,resolved,medium,Store experience,email,STR007,Dallas Downtown #7,Southeast,CUS00352,4.0,61.71,61.71,0,False,within_sla
TKT000401,2024-06-29 10:22:00,2024-07-05 08:20:12,2024-07-06 10:22:00,2024-06-29,resolved,low,Product defect,email,STR017,Charlotte Mall #17,Southeast,CUS00025,5.0,141.97,141.97,0,False,within_sla
TKT000402,2024-06-22 13:58:00,,2024-06-25 13:58:00,2024-06-22,pending,medium,Refund request,phone,STR011,Los Angeles Mall #11,Northeast,CUS00211,,,4614.28,1,True,pending_beyond_sla
TKT000403,2024-04-02 11:12:00,2024-04-04 13:43:04,2024-04-05 11:12:00,2024-04-02,resolved,medium,Store experience,in_store,STR012,Seattle Mall #12,Southeast,CUS00357,4.0,50.52,50.52,0,False,within_sla
TKT000404,2024-02-11 10:24:00,2024-02-13 00:43:44,2024-02-14 10:24:00,2024-02-11,resolved,medium,Pricing dispute,in_store,STR023,Kansas City Mall #23,Midwest,CUS00353,4.0,38.33,38.33,0,False,within_sla
TKT000405,2024-10-24 16:32:00,2024-10-25 11:54:43,2024-10-25 16:32:00,2024-10-24,resolved,high,Store experience,in_store,STR018,Minneapolis Mall #18,Midwest,CUS00279,4.0,19.38,19.38,0,False,within_sla
TKT000406,2024-12-27 17:17:00,2025-01-09 07:12:08,2025-01-03 17:17:00,2024-12-27,resolved,low,Late delivery,chat,STR011,Los Angeles Mall #11,Northeast,CUS00032,1.0,301.92,301.92,0,True,beyond_sla
TKT000407,2024-03-18 18:10:00,2024-03-20 12:32:19,2024-03-19 18:10:00,2024-03-18,resolved,high,Staff conduct,chat,STR003,Atlanta Mall #3,Midwest,CUS00484,1.0,42.37,42.37,0,True,beyond_sla
TKT000408,2024-08-03 12:06:00,,2024-08-03 16:06:00,2024-08-03,pending,critical,Wrong item,in_store,STR021,Las Vegas Mall #21,Northeast,CUS00308,,,3608.15,1,True,pending_beyond_sla
TKT000409,2024-06-24 13:41:00,2024-06-24 14:33:56,2024-06-24 17:41:00,2024-06-24,resolved,critical,Pricing dispute,chat,STR006,Detroit Mall #6,Northeast,CUS00461,3.0,0.88,0.88,0,False,within_sla
TKT000410,2024-10-20 13:31:00,,2024-10-27 13:31:00,2024-10-20,pending,low,Online order issue,social,STR022,Orlando Downtown #22,Southeast,CUS00106,,,1734.73,1,True,pending_beyond_sla
TKT000411,2024-10-14 15:59:00,,2024-10-21 15:59:00,2024-10-14,escalated,low,Product defect,phone,STR001,New York Downtown #1,Northeast,CUS00484,,,1876.27,1,True,pending_beyond_sla
TKT000412,2024-07-12 08:23:00,,2024-07-13 08:23:00,2024-07-12,pending,high,Refund request,phone,STR018,Minneapolis Mall #18,Midwest,CUS00215,,,4139.87,1,True,pending_beyond_sla
TKT000413,2024-06-04 10:12:00,,2024-06-11 10:12:00,2024-06-04,pending,low,Store experience,email,STR003,Atlanta Mall #3,Midwest,CUS00492,,,5050.05,1,True,pending_beyond_sla
TKT000414,2024-01-20 11:23:00,2024-01-21 21:44:45,2024-01-23 11:23:00,2024-01-20,resolved,medium,Online order issue,in_store,STR011,Los Angeles Mall #11,Northeast,CUS00022,4.0,34.36,34.36,0,False,within_sla
TKT000415,2024-05-11 07:52:00,2024-05-25 04:53:20,2024-05-18 07:52:00,2024-05-11,resolved,low,Online order issue,email,STR019,Philadelphia Downtown #19,Southwest,CUS00233,1.0,333.02,333.02,0,True,beyond_sla
TKT000416,2024-04-04 19:45:00,2024-04-13 03:25:09,2024-04-07 19:45:00,2024-04-04,resolved,medium,Staff conduct,in_store,STR019,Philadelphia Downtown #19,Southwest,CUS00392,3.0,199.67,199.67,0,True,beyond_sla
TKT000417,2024-11-03 19:21:00,,2024-11-06 19:21:00,2024-11-03,pending,medium,Late delivery,chat,STR017,Charlotte Mall #17,Southeast,CUS00456,,,1392.9,1,True,pending_beyond_sla
TKT000418,2024-08-06 14:41:00,2024-08-09 08:51:51,2024-08-09 14:41:00,2024-08-06,resolved,medium,Store experience,social,STR009,Phoenix Mall #9,Southwest,CUS00304,4.0,66.18,66.18,0,False,within_sla
TKT000419,2024-10-10 13:51:00,2024-10-13 04:11:01,2024-10-13 13:51:00,2024-10-10,resolved,medium,Staff conduct,email,STR010,Denver Downtown #10,West,CUS00019,5.0,62.33,62.33,0,False,within_sla
TKT000420,2024-01-04 19:06:00,,2024-01-11 19:06:00,2024-01-04,pending,low,Product defect,in_store,STR015,Austin Mall #15,West,CUS00480,,,8689.15,1,True,pending_beyond_sla
TKT000421,2024-09-27 16:54:00,2024-10-02 05:30:29,2024-09-30 16:54:00,2024-09-27,resolved,medium,Staff conduct,social,STR019,Philadelphia Downtown #19,Southwest,CUS00163,4.0,108.61,108.61,0,True,beyond_sla
TKT000422,2024-06-11 09:51:00,2024-06-12 17:01:29,2024-06-14 09:51:00,2024-06-11,resolved,medium,Product defect,chat,STR012,Seattle Mall #12,Southeast,CUS00053,4.0,31.17,31.17,0,False,within_sla
TKT000423,2024-09-22 18:24:00,2024-09-24 16:33:42,2024-09-23 18:24:00,2024-09-22,resolved,high,Store experience,email,STR021,Las Vegas Mall #21,Northeast,CUS00284,2.0,46.16,46.16,0,True,beyond_sla
TKT000424,2024-08-11 14:26:00,,2024-08-11 18:26:00,2024-08-11,escalated,critical,Product defect,in_store,STR019,Philadelphia Downtown #19,Southwest,CUS00176,,,3413.82,1,True,pending_beyond_sla
TKT000425,2024-09-19 10:42:00,2024-09-20 17:57:58,2024-09-22 10:42:00,2024-09-19,resolved,medium,Refund request,email,STR023,Kansas City Mall #23,Midwest,CUS00278,4.0,31.27,31.27,0,False,within_sla
TKT000426,2024-04-14 19:38:00,2024-04-15 11:55:56,2024-04-15 19:38:00,2024-04-14,resolved,high,Refund request,chat,STR008,Houston Mall #8,Midwest,CUS00179,4.0,16.3,16.3,0,False,within_sla
TKT000427,2024-05-06 12:29:00,2024-05-09 03:42:57,2024-05-13 12:29:00,2024-05-06,resolved,low,Wrong item,email,STR011,Los Angeles Mall #11,Northeast,CUS00173,5.0,63.23,63.23,0,False,within_sla
TKT000428,2024-06-13 13:36:00,2024-06-14 15:44:28,2024-06-16 13:36:00,2024-06-13,resolved,medium,Pricing dispute,email,STR016,Nashville Downtown #16,Northeast,CUS00395,5.0,26.14,26.14,0,False,within_sla
TKT000429,2024-05-05 18:59:00,2024-05-06 02:33:07,2024-05-06 18:59:00,2024-05-05,resolved,high,Late delivery,in_store,STR001,New York Downtown #1,Northeast,CUS00337,5.0,7.57,7.57,0,False,within_sla
TKT000430,2024-04-03 18:18:00,2024-04-06 06:29:51,2024-04-06 18:18:00,2024-04-03,resolved,medium,Refund request,chat,STR018,Minneapolis Mall #18,Midwest,CUS00343,4.0,60.2,60.2,0,False,within_sla
TKT000431,2024-07-19 07:02:00,2024-07-19 13:34:48,2024-07-22 07:02:00,2024-07-19,resolved,medium,Product defect,email,STR004,Miami Downtown #4,Southwest,CUS00094,4.0,6.55,6.55,0,False,within_sla
TKT000432,2024-05-04 09:56:00,2024-05-04 23:30:55,2024-05-07 09:56:00,2024-05-04,resolved,medium,Staff conduct,phone,STR015,Austin Mall #15,West,CUS00405,5.0,13.58,13.58,0,False,within_sla
TKT000433,2024-09-17 12:20:00,2024-09-22 09:59:11,2024-09-20 12:20:00,2024-09-17,resolved,medium,Late delivery,in_store,STR014,San Francisco Mall #14,Southwest,CUS00112,1.0,117.65,117.65,0,True,beyond_sla
TKT000434,2024-10-15 18:24:00,2024-10-16 03:38:54,2024-10-15 22:24:00,2024-10-15,closed_unresolved,critical,Refund request,in_store,STR005,Chicago Mall #5,West,CUS00208,2.0,9.25,9.25,0,True,beyond_sla
TKT000435,2024-12-16 18:07:00,2024-12-17 09:26:38,2024-12-19 18:07:00,2024-12-16,resolved,medium,Product defect,in_store,STR020,San Diego Mall #20,West,CUS00140,3.0,15.33,15.33,0,False,within_sla
TKT000436,2024-09-01 17:39:00,2024-09-01 22:36:40,2024-09-04 17:39:00,2024-09-01,resolved,medium,Staff conduct,phone,STR018,Minneapolis Mall #18,Midwest,CUS00384,3.0,4.96,4.96,0,False,within_sla
TKT000437,2024-09-30 19:58:00,2024-10-01 12:39:06,2024-10-01 19:58:00,2024-09-30,resolved,high,Late delivery,email,STR002,Boston Mall #2,Southeast,CUS00222,5.0,16.69,16.68,0,False,within_sla
TKT000438,2024-08-17 10:15:00,,2024-08-24 10:15:00,2024-08-17,escalated,low,Product defect,phone,STR008,Houston Mall #8,Midwest,CUS00362,,,3274.0,1,True,pending_beyond_sla
TKT000439,2024-07-16 09:15:00,2024-07-16 12:31:27,2024-07-17 09:15:00,2024-07-16,resolved,high,Pricing dispute,phone,STR016,Nashville Downtown #16,Northeast,CUS00031,4.0,3.27,3.27,0,False,within_sla
TKT000440,2024-05-16 20:34:00,2024-05-19 07:51:57,2024-05-19 20:34:00,2024-05-16,resolved,medium,Staff conduct,phone,STR005,Chicago Mall #5,West,CUS00279,5.0,59.3,59.3,0,False,within_sla
TKT000441,2024-03-07 16:19:00,2024-03-07 21:45:59,2024-03-08 16:19:00,2024-03-07,resolved,high,Refund request,in_store,STR003,Atlanta Mall #3,Midwest,CUS00378,5.0,5.45,5.45,0,False,within_sla
TKT000442,2024-09-27 17:25:00,2024-09-29 03:47:55,2024-09-30 17:25:00,2024-09-27,resolved,medium,Staff conduct,social,STR015,Austin Mall #15,West,CUS00085,4.0,34.38,34.38,0,False,within_sla
TKT000443,2024-01-17 16:09:00,2024-01-21 06:53:23,2024-01-20 16:09:00,2024-01-17,resolved,medium,Refund request,social,STR004,Miami Downtown #4,Southwest,CUS00110,1.0,86.74,86.74,0,True,beyond_sla
TKT000444,2024-02-15 12:29:00,2024-02-19 11:29:53,2024-02-22 12:29:00,2024-02-15,resolved,low,Wrong item,social,STR011,Los Angeles Mall #11,Northeast,CUS00057,4.0,95.01,95.01,0,False,within_sla
TKT000445,2024-01-10 14:57:00,2024-01-10 16:23:46,2024-01-10 18:57:00,2024-01-10,resolved,critical,Refund request,social,STR001,New York Downtown #1,Northeast,CUS00256,4.0,1.45,1.45,0,False,within_sla
TKT000446,2024-10-03 20:38:00,,2024-10-04 20:38:00,2024-10-03,escalated,high,Online order issue,phone,STR003,Atlanta Mall #3,Midwest,CUS00227,,,2135.62,1,True,pending_beyond_sla
TKT000447,2024-12-25 19:50:00,2025-01-02 15:08:14,2025-01-01 19:50:00,2024-12-25,resolved,low,Staff conduct,email,STR017,Charlotte Mall #17,Southeast,CUS00126,3.0,187.3,187.3,0,True,beyond_sla
TKT000448,2024-04-26 20:44:00,2024-04-28 02:11:13,2024-04-27 20:44:00,2024-04-26,resolved,high,Refund request,email,STR011,Los Angeles Mall #11,Northeast,CUS00314,1.0,29.45,29.45,0,True,beyond_sla
TKT000449,2024-07-18 09:48:00,2024-07-20 03:26:58,2024-07-21 09:48:00,2024-07-18,resolved,medium,Pricing dispute,in_store,STR011,Los Angeles Mall #11,Northeast,CUS00166,5.0,41.65,41.65,0,False,within_sla
TKT000450,2024-11-27 20:57:00,,2024-11-28 20:57:00,2024-11-27,pending,high,Pricing dispute,chat,STR022,Orlando Downtown #22,Southeast,CUS00191,,,815.3,1,True,pending_beyond_sla
TKT000451,2024-11-07 08:23:00,2024-11-19 12:34:18,2024-11-14 08:23:00,2024-11-07,closed_unresolved,low,Late delivery,social,STR013,Portland Downtown #13,Midwest,CUS00223,2.0,292.19,292.19,0,True,beyond_sla
TKT000452,2024-02-10 09:56:00,2024-02-11 12:16:49,2024-02-17 09:56:00,2024-02-10,resolved,low,Staff conduct,phone,STR017,Charlotte Mall #17,Southeast,CUS00450,4.0,26.35,26.35,0,False,within_sla
TKT000453,2024-09-01 16:46:00,2024-09-07 18:30:40,2024-09-08 16:46:00,2024-09-01,resolved,low,Online order issue,email,STR017,Charlotte Mall #17,Southeast,CUS00168,5.0,145.74,145.74,0,False,within_sla
TKT000454,2024-05-05 12:40:00,2024-05-05 23:37:50,2024-05-05 16:40:00,2024-05-05,resolved,critical,Pricing dispute,chat,STR023,Kansas City Mall #23,Midwest,CUS00109,3.0,10.96,10.96,0,True,beyond_sla
TKT000455,2024-11-23 18:03:00,2024-11-29 14:06:21,2024-11-26 18:03:00,2024-11-23,resolved,medium,Refund request,social,STR007,Dallas Downtown #7,Southeast,CUS00027,1.0,140.06,140.06,0,True,beyond_sla
TKT000456,2024-05-26 18:34:00,2024-05-27 00:59:06,2024-05-27 18:34:00,2024-05-26,resolved,high,Wrong item,chat,STR009,Phoenix Mall #9,Southwest,CUS00170,5.0,6.42,6.42,0,False,within_sla
TKT000457,2024-10-21 10:41:00,2024-10-23 03:06:07,2024-10-24 10:41:00,2024-10-21,resolved,medium,Staff conduct,social,STR011,Los Angeles Mall #11,Northeast,CUS00489,4.0,40.42,40.42,0,False,within_sla
TKT000458,2024-07-05 09:49:00,2024-07-05 22:19:56,2024-07-08 09:49:00,2024-07-05,resolved,medium,Pricing dispute,in_store,STR001,New York Downtown #1,Northeast,CUS00052,5.0,12.52,12.52,0,False,within_sla
TKT000459,2024-08-31 12:36:00,2024-09-12 05:43:25,2024-09-07 12:36:00,2024-08-31,resolved,low,Refund request,in_store,STR017,Charlotte Mall #17,Southeast,CUS00255,1.0,281.12,281.12,0,True,beyond_sla
TKT000460,2024-07-22 09:38:00,,2024-07-22 13:38:00,2024-07-22,pending,critical,Late delivery,phone,STR011,Los Angeles Mall #11,Northeast,CUS00118,,,3898.62,1,True,pending_beyond_sla
TKT000461,2024-09-05 12:52:00,2024-09-08 03:36:08,2024-09-08 12:52:00,2024-09-05,resolved,medium,Staff conduct,chat,STR003,Atlanta Mall #3,Midwest,CUS00158,5.0,62.74,62.74,0,False,within_sla
TKT000462,2024-11-09 07:42:00,2024-11-10 17:51:44,2024-11-12 07:42:00,2024-11-09,resolved,medium,Pricing dispute,in_store,STR010,Denver Downtown #10,West,CUS00191,5.0,34.16,34.16,0,False,within_sla
TKT000463,2024-10-07 16:42:00,2024-10-14 01:27:01,2024-10-14 16:42:00,2024-10-07,resolved,low,Late delivery,phone,STR023,Kansas City Mall #23,Midwest,CUS00392,4.0,152.75,152.75,0,False,within_sla
TKT000464,2024-08-11 09:30:00,2024-08-11 10:50:00,2024-08-18 09:30:00,2024-08-11,resolved,low,Late delivery,social,STR016,Nashville Downtown #16,Northeast,CUS00001,5.0,1.33,1.33,0,False,within_sla
TKT000465,2024-07-05 12:41:00,2024-07-08 08:05:17,2024-07-08 12:41:00,2024-07-05,resolved,medium,Pricing dispute,chat,STR004,Miami Downtown #4,Southwest,CUS00101,4.0,67.4,67.4,0,False,within_sla
TKT000466,2024-04-17 08:50:00,,2024-04-24 08:50:00,2024-04-17,escalated,low,Online order issue,chat,STR022,Orlando Downtown #22,Southeast,CUS00091,,,6203.42,1,True,pending_beyond_sla
TKT000467,2024-02-21 19:26:00,,2024-02-22 19:26:00,2024-02-21,pending,high,Product defect,social,STR014,San Francisco Mall #14,Southwest,CUS00029,,,7536.82,1,True,pending_beyond_sla
TKT000468,2024-04-19 07:03:00,,2024-04-20 07:03:00,2024-04-19,escalated,high,Wrong item,in_store,STR006,Detroit Mall #6,Northeast,CUS00297,,,6157.2,1,True,pending_beyond_sla
TKT000469,2024-06-11 07:06:00,2024-06-13 09:04:27,2024-06-14 07:06:00,2024-06-11,resolved,medium,Online order issue,chat,STR005,Chicago Mall #5,West,CUS00375,4.0,49.97,49.97,0,False,within_sla
TKT000470,2024-04-09 18:20:00,2024-04-14 12:47:40,2024-04-16 18:20:00,2024-04-09,resolved,low,Product defect,email,STR001,New York Downtown #1,Northeast,CUS00143,3.0,114.46,114.46,0,False,within_sla
TKT000471,2024-02-12 13:35:00,2024-02-12 18:06:47,2024-02-15 13:35:00,2024-02-12,resolved,medium,Wrong item,in_store,STR016,Nashville Downtown #16,Northeast,CUS00227,5.0,4.53,4.53,0,False,within_sla
TKT000472,2024-01-25 16:05:00,2024-01-26 07:27:51,2024-01-28 16:05:00,2024-01-25,resolved,medium,Pricing dispute,chat,STR022,Orlando Downtown #22,Southeast,CUS00376,5.0,15.38,15.38,0,False,within_sla
TKT000473,2024-12-15 08:53:00,,2024-12-16 08:53:00,2024-12-15,pending,high,Wrong item,chat,STR015,Austin Mall #15,West,CUS00214,,,395.37,1,True,pending_beyond_sla
TKT000474,2024-03-31 16:28:00,2024-03-31 21:41:13,2024-04-01 16:28:00,2024-03-31,resolved,high,Pricing dispute,in_store,STR017,Charlotte Mall #17,Southeast,CUS00035,5.0,5.22,5.22,0,False,within_sla
TKT000475,2024-05-30 19:17:00,2024-05-31 09:51:11,2024-06-06 19:17:00,2024-05-30,resolved,low,Refund request,social,STR002,Boston Mall #2,Southeast,CUS00132,3.0,14.57,14.57,0,False,within_sla
TKT000476,2024-01-17 08:22:00,2024-01-23 06:07:37,2024-01-24 08:22:00,2024-01-17,resolved,low,Online order issue,email,STR009,Phoenix Mall #9,Southwest,CUS00360,5.0,141.76,141.76,0,False,within_sla
TKT000477,2024-10-01 11:36:00,2024-10-01 14:44:36,2024-10-04 11:36:00,2024-10-01,resolved,medium,Refund request,email,STR005,Chicago Mall #5,West,CUS00291,5.0,3.14,3.14,0,False,within_sla
TKT000478,2024-06-17 13:58:00,,2024-06-24 13:58:00,2024-06-17,pending,low,Late delivery,phone,STR013,Portland Downtown #13,Midwest,CUS00176,,,4734.28,1,True,pending_beyond_sla
TKT000479,2024-03-28 14:03:00,2024-03-28 20:52:42,2024-03-29 14:03:00,2024-03-28,resolved,high,Late delivery,chat,STR023,Kansas City Mall #23,Midwest,CUS00152,5.0,6.83,6.83,0,False,within_sla
TKT000480,2024-02-29 16:57:00,,2024-03-03 16:57:00,2024-02-29,escalated,medium,Staff conduct,chat,STR005,Chicago Mall #5,West,CUS00117,,,7347.3,1,True,pending_beyond_sla
TKT000481,2024-01-08 09:30:00,2024-01-09 12:18:39,2024-01-11 09:30:00,2024-01-08,resolved,medium,Wrong item,chat,STR007,Dallas Downtown #7,Southeast,CUS00141,4.0,26.81,26.81,0,False,within_sla
TKT000482,2024-06-16 08:04:00,2024-06-21 19:22:54,2024-06-23 08:04:00,2024-06-16,resolved,low,Late delivery,phone,STR003,Atlanta Mall #3,Midwest,CUS00001,4.0,131.32,131.32,0,False,within_sla
TKT000483,2024-06-01 15:49:00,2024-06-02 20:43:36,2024-06-04 15:49:00,2024-06-01,resolved,medium,Late delivery,email,STR008,Houston Mall #8,Midwest,CUS00376,5.0,28.91,28.91,0,False,within_sla
TKT000484,2024-07-12 10:32:00,2024-07-13 23:06:56,2024-07-19 10:32:00,2024-07-12,resolved,low,Online order issue,social,STR008,Houston Mall #8,Midwest,CUS00005,5.0,36.58,36.58,0,False,within_sla
TKT000485,2024-03-10 15:20:00,2024-03-13 09:31:38,2024-03-13 15:20:00,2024-03-10,resolved,medium,Store experience,phone,STR001,New York Downtown #1,Northeast,CUS00399,5.0,66.19,66.19,0,False,within_sla
TKT000486,2024-12-30 20:15:00,2025-01-05 02:06:26,2025-01-02 20:15:00,2024-12-30,resolved,medium,Refund request,in_store,STR001,New York Downtown #1,Northeast,CUS00458,3.0,125.86,125.86,0,True,beyond_sla
TKT000487,2024-05-08 10:42:00,2024-05-13 09:05:56,2024-05-11 10:42:00,2024-05-08,resolved,medium,Product defect,social,STR006,Detroit Mall #6,Northeast,CUS00221,3.0,118.4,118.4,0,True,beyond_sla
TKT000488,2024-09-08 12:05:00,2024-09-23 14:49:42,2024-09-15 12:05:00,2024-09-08,resolved,low,Refund request,in_store,STR007,Dallas Downtown #7,Southeast,CUS00217,2.0,362.75,362.74,0,True,beyond_sla
TKT000489,2024-04-20 07:34:00,2024-04-22 20:41:04,2024-04-23 07:34:00,2024-04-20,resolved,medium,Wrong item,in_store,STR001,New York Downtown #1,Northeast,CUS00031,4.0,61.12,61.12,0,False,within_sla
TKT000490,2024-10-14 07:50:00,2024-10-14 22:14:47,2024-10-15 07:50:00,2024-10-14,resolved,high,Refund request,email,STR017,Charlotte Mall #17,Southeast,CUS00336,5.0,14.41,14.41,0,False,within_sla
TKT000491,2024-12-24 09:55:00,2024-12-25 22:39:59,2024-12-31 09:55:00,2024-12-24,resolved,low,Wrong item,in_store,STR013,Portland Downtown #13,Midwest,CUS00076,4.0,36.75,36.75,0,False,within_sla
TKT000492,2024-11-27 17:00:00,2024-11-29 20:16:55,2024-12-04 17:00:00,2024-11-27,resolved,low,Store experience,chat,STR001,New York Downtown #1,Northeast,CUS00129,5.0,51.28,51.28,0,False,within_sla
TKT000493,2024-02-11 13:41:00,2024-02-11 17:27:24,2024-02-11 17:41:00,2024-02-11,resolved,critical,Product defect,in_store,STR001,New York Downtown #1,Northeast,CUS00290,4.0,3.77,3.77,0,False,within_sla
TKT000494,2024-10-07 20:49:00,2024-10-08 09:33:46,2024-10-10 20:49:00,2024-10-07,resolved,medium,Refund request,phone,STR017,Charlotte Mall #17,Southeast,CUS00273,5.0,12.75,12.75,0,False,within_sla
TKT000495,2024-01-10 07:09:00,2024-01-10 12:46:21,2024-01-13 07:09:00,2024-01-10,resolved,medium,Late delivery,social,STR012,Seattle Mall #12,Southeast,CUS00272,3.0,5.62,5.62,0,False,within_sla
TKT000496,2024-08-08 12:38:00,2024-08-09 00:47:49,2024-08-09 12:38:00,2024-08-08,resolved,high,Wrong item,social,STR004,Miami Downtown #4,Southwest,CUS00443,4.0,12.16,12.16,0,False,within_sla
TKT000497,2024-05-26 13:29:00,,2024-05-27 13:29:00,2024-05-26,pending,high,Wrong item,in_store,STR005,Chicago Mall #5,West,CUS00297,,,5262.77,1,True,pending_beyond_sla
TKT000498,2024-09-12 17:18:00,2024-09-18 14:52:21,2024-09-19 17:18:00,2024-09-12,resolved,low,Product defect,email,STR014,San Francisco Mall #14,Southwest,CUS00111,5.0,141.57,141.57,0,False,within_sla
TKT000499,2024-04-04 15:24:00,,2024-04-11 15:24:00,2024-04-04,escalated,low,Product defect,phone,STR017,Charlotte Mall #17,Southeast,CUS00026,,,6508.85,1,True,pending_beyond_sla
TKT000500,2024-05-04 18:40:00,,2024-05-04 22:40:00,2024-05-04,pending,critical,Pricing dispute,email,STR001,New York Downtown #1,Northeast,CUS00187,,,5785.58,1,True,pending_beyond_sla
TKT000501,2024-04-22 12:57:00,2024-04-26 19:34:10,2024-04-29 12:57:00,2024-04-22,resolved,low,Pricing dispute,chat,STR002,Boston Mall #2,Southeast,CUS00384,5.0,102.62,102.62,0,False,within_sla
TKT000502,2024-05-04 11:14:00,,2024-05-11 11:14:00,2024-05-04,escalated,low,Late delivery,chat,STR009,Phoenix Mall #9,Southwest,CUS00489,,,5793.02,1,True,pending_beyond_sla
TKT000503,2024-06-04 20:18:00,2024-06-06 16:43:11,2024-06-07 20:18:00,2024-06-04,resolved,medium,Online order issue,social,STR018,Minneapolis Mall #18,Midwest,CUS00467,4.0,44.42,44.42,0,False,within_sla
TKT000504,2024-10-03 10:14:00,2024-10-08 14:11:51,2024-10-06 10:14:00,2024-10-03,resolved,medium,Refund request,phone,STR007,Dallas Downtown #7,Southeast,CUS00114,2.0,123.96,123.96,0,True,beyond_sla
TKT000505,2024-06-01 07:25:00,2024-06-02 06:04:44,2024-06-04 07:25:00,2024-06-01,resolved,medium,Online order issue,in_store,STR010,Denver Downtown #10,West,CUS00454,4.0,22.66,22.66,0,False,within_sla
TKT000506,2024-06-24 08:33:00,,2024-07-01 08:33:00,2024-06-24,pending,low,Online order issue,email,STR015,Austin Mall #15,West,CUS00134,,,4571.7,1,True,pending_beyond_sla
TKT000507,2024-10-21 11:39:00,2024-10-23 22:14:43,2024-10-24 11:39:00,2024-10-21,resolved,medium,Online order issue,email,STR003,Atlanta Mall #3,Midwest,CUS00472,4.0,58.6,58.6,0,False,within_sla
TKT000508,2024-12-18 14:27:00,2024-12-19 12:18:03,2024-12-19 14:27:00,2024-12-18,resolved,high,Staff conduct,chat,STR006,Detroit Mall #6,Northeast,CUS00127,4.0,21.85,21.85,0,False,within_sla
TKT000509,2024-03-19 15:16:00,2024-03-22 14:14:59,2024-03-26 15:16:00,2024-03-19,resolved,low,Staff conduct,in_store,STR013,Portland Downtown #13,Midwest,CUS00002,3.0,70.98,70.98,0,False,within_sla
TKT000510,2024-06-17 13:33:00,2024-06-25 06:00:48,2024-06-20 13:33:00,2024-06-17,resolved,medium,Product defect,in_store,STR003,Atlanta Mall #3,Midwest,CUS00068,3.0,184.46,184.46,0,True,beyond_sla
TKT000511,2024-06-16 13:26:00,2024-06-19 06:44:00,2024-06-19 13:26:00,2024-06-16,resolved,medium,Late delivery,email,STR011,Los Angeles Mall #11,Northeast,CUS00096,4.0,65.3,65.3,0,False,within_sla
TKT000512,2024-01-28 18:11:00,,2024-01-28 22:11:00,2024-01-28,pending,critical,Late delivery,chat,STR006,Detroit Mall #6,Northeast,CUS00214,,,8114.07,1,True,pending_beyond_sla
TKT000513,2024-01-29 11:28:00,2024-01-29 14:13:13,2024-01-29 15:28:00,2024-01-29,resolved,critical,Store experience,email,STR013,Portland Downtown #13,Midwest,CUS00226,5.0,2.75,2.75,0,False,within_sla
