ticket_id,opened_at,resolved_at,sla_due_at,status,priority,reason,channel,store_id,customer_id,csat,resolve_hours,within_sla,region
TKT000334,2024-08-27 11:21:00,2024-08-28 04:58:09,2024-08-30 11:21:00,resolved,medium,Product defect,email,STR008,CUS00110,4.0,17.62,True,Midwest
TKT000335,2024-05-09 09:11:00,2024-05-11 22:04:28,2024-05-12 09:11:00,resolved,medium,Store experience,in_store,STR017,CUS00422,5.0,60.89,True,Southeast
TKT000336,2024-08-28 18:47:00,2024-08-29 05:35:46,2024-08-31 18:47:00,resolved,medium,Staff conduct,social,STR016,CUS00490,5.0,10.81,True,Northeast
TKT000337,2024-10-30 08:48:00,2024-11-03 13:51:06,2024-11-02 08:48:00,closed_unresolved,medium,Wrong item,social,STR012,CUS00025,3.0,101.05,False,Southeast
TKT000338,2024-08-11 14:49:00,2024-08-14 23:45:04,2024-08-18 14:49:00,resolved,low,Staff conduct,social,STR018,CUS00231,5.0,80.93,True,Midwest
TKT000339,2024-12-05 18:58:00,2024-12-07 15:01:39,2024-12-08 18:58:00,resolved,medium,Late delivery,chat,STR013,CUS00177,5.0,44.06,True,Midwest
TKT000340,2024-05-31 20:33:00,2024-06-02 23:40:15,2024-06-01 20:33:00,resolved,high,Late delivery,social,STR017,CUS00076,2.0,51.12,False,Southeast
TKT000341,2024-09-11 10:03:00,2024-09-12 12:58:30,2024-09-14 10:03:00,resolved,medium,Pricing dispute,social,STR017,CUS00126,5.0,26.93,True,Southeast
TKT000342,2024-10-06 08:17:00,2024-10-06 16:24:09,2024-10-07 08:17:00,resolved,high,Staff conduct,phone,STR016,CUS00262,4.0,8.12,True,Northeast
TKT000343,2024-07-30 10:46:00,2024-07-31 04:59:27,2024-08-02 10:46:00,resolved,medium,Late delivery,social,STR006,CUS00433,5.0,18.22,True,Northeast
TKT000344,2024-03-05 17:31:00,2024-03-13 21:47:44,2024-03-08 17:31:00,resolved,medium,Product defect,social,STR018,CUS00309,2.0,196.28,False,Midwest
TKT000345,2024-09-30 07:57:00,2024-10-08 18:27:07,2024-10-07 07:57:00,resolved,low,Staff conduct,phone,STR012,CUS00209,3.0,202.5,False,Southeast
TKT000346,2024-12-02 16:37:00,2024-12-02 18:50:31,2024-12-05 16:37:00,resolved,medium,Staff conduct,in_store,STR012,CUS00461,4.0,2.23,True,Southeast
TKT000347,2024-03-06 13:05:00,2024-03-12 14:32:05,2024-03-13 13:05:00,resolved,low,Staff conduct,phone,STR007,CUS00400,4.0,145.45,True,Southeast
TKT000348,2024-03-22 16:29:00,2024-03-23 11:43:13,2024-03-29 16:29:00,resolved,low,Refund request,chat,STR006,CUS00340,5.0,19.24,True,Northeast
TKT000349,2024-08-16 18:39:00,2024-08-17 22:29:16,2024-08-19 18:39:00,resolved,medium,Pricing dispute,phone,STR023,CUS00344,4.0,27.84,True,Midwest
TKT000350,2024-03-31 13:59:00,,2024-04-01 13:59:00,pending,high,Online order issue,chat,STR009,CUS00397,,,,Southwest
TKT000351,2024-12-01 07:43:00,2024-12-01 14:14:39,2024-12-01 11:43:00,resolved,critical,Store experience,chat,STR022,CUS00210,3.0,6.53,False,Southeast
TKT000352,2024-04-21 18:38:00,2024-04-22 05:03:58,2024-04-22 18:38:00,resolved,high,Staff conduct,phone,STR020,CUS00121,3.0,10.43,True,West
TKT000353,2024-01-23 20:38:00,2024-01-24 03:20:29,2024-01-26 20:38:00,resolved,medium,Refund request,chat,STR015,CUS00057,3.0,6.71,True,West
TKT000354,2024-11-20 20:13:00,,2024-11-21 20:13:00,pending,high,Wrong item,chat,STR018,CUS00328,,,,Midwest
TKT000355,2024-07-29 18:47:00,2024-07-30 13:59:59,2024-08-01 18:47:00,resolved,medium,Refund request,chat,STR022,CUS00201,5.0,19.22,True,Southeast
TKT000356,2024-05-05 16:14:00,2024-05-11 21:44:18,2024-05-12 16:14:00,resolved,low,Store experience,chat,STR011,CUS00065,4.0,149.51,True,Northeast
TKT000357,2024-11-13 09:41:00,2024-11-25 00:30:59,2024-11-20 09:41:00,resolved,low,Product defect,in_store,STR007,CUS00130,3.0,278.83,False,Southeast
TKT000358,2024-02-07 16:20:00,2024-02-12 12:30:06,2024-02-14 16:20:00,resolved,low,Wrong item,email,STR016,CUS00044,5.0,116.17,True,Northeast
TKT000359,2024-04-03 11:12:00,,2024-04-06 11:12:00,pending,medium,Late delivery,phone,STR016,CUS00346,,,,Northeast
TKT000360,2024-09-12 08:44:00,2024-09-12 20:05:07,2024-09-19 08:44:00,resolved,low,Staff conduct,email,STR019,CUS00329,4.0,11.35,True,Southwest
TKT000361,2024-05-27 13:44:00,2024-05-28 23:29:00,2024-05-30 13:44:00,resolved,medium,Online order issue,phone,STR007,CUS00021,4.0,33.75,True,Southeast
TKT000362,2024-04-15 13:07:00,2024-04-15 19:33:53,2024-04-18 13:07:00,resolved,medium,Late delivery,phone,STR005,CUS00047,4.0,6.45,True,West
TKT000363,2024-06-14 17:27:00,2024-06-20 20:17:35,2024-06-21 17:27:00,resolved,low,Late delivery,chat,STR004,CUS00229,5.0,146.84,True,Southwest
TKT000364,2024-03-14 12:29:00,2024-03-14 21:42:00,2024-03-17 12:29:00,resolved,medium,Wrong item,social,STR006,CUS00291,3.0,9.22,True,Northeast
TKT000365,2024-08-21 19:07:00,2024-08-22 10:06:30,2024-08-22 19:07:00,resolved,high,Refund request,social,STR006,CUS00360,4.0,14.99,True,Northeast
TKT000366,2024-12-06 14:06:00,2024-12-14 21:26:20,2024-12-13 14:06:00,resolved,low,Pricing dispute,social,STR007,CUS00088,2.0,199.34,False,Southeast
TKT000367,2024-11-21 18:16:00,2024-11-25 07:16:36,2024-11-28 18:16:00,resolved,low,Product defect,email,STR016,CUS00285,5.0,85.01,True,Northeast
TKT000368,2024-12-04 17:11:00,2024-12-05 15:15:32,2024-12-05 17:11:00,resolved,high,Staff conduct,chat,STR014,CUS00005,4.0,22.08,True,Southwest
TKT000369,2024-11-25 10:39:00,2024-11-26 06:14:09,2024-11-26 10:39:00,resolved,high,Online order issue,in_store,STR014,CUS00441,5.0,19.59,True,Southwest
TKT000370,2024-02-10 12:28:00,2024-02-12 20:38:04,2024-02-13 12:28:00,resolved,medium,Pricing dispute,phone,STR002,CUS00397,5.0,56.17,True,Southeast
TKT000371,2024-02-16 14:46:00,2024-02-23 17:06:40,2024-02-19 14:46:00,resolved,medium,Online order issue,social,STR015,CUS00447,2.0,170.34,False,West
TKT000372,2024-12-07 07:59:00,2024-12-09 11:30:46,2024-12-10 07:59:00,resolved,medium,Store experience,email,STR014,CUS00006,4.0,51.53,True,Southwest
TKT000373,2024-11-06 20:51:00,2024-11-12 01:24:57,2024-11-13 20:51:00,resolved,low,Staff conduct,chat,STR012,CUS00312,5.0,124.57,True,Southeast
TKT000374,2024-01-30 10:51:00,2024-01-30 13:50:37,2024-01-30 14:51:00,resolved,critical,Online order issue,email,STR008,CUS00032,4.0,2.99,True,Midwest
TKT000375,2024-12-25 08:29:00,2024-12-25 16:52:29,2024-12-26 08:29:00,resolved,high,Online order issue,chat,STR005,CUS00265,5.0,8.39,True,West
TKT000376,2024-02-18 19:46:00,2024-02-20 20:31:28,2024-02-21 19:46:00,resolved,medium,Refund request,email,STR010,CUS00214,3.0,48.76,True,West
TKT000377,2024-02-07 17:45:00,2024-02-09 03:38:29,2024-02-14 17:45:00,resolved,low,Product defect,email,STR007,CUS00254,5.0,33.89,True,Southeast
TKT000378,2024-06-02 18:33:00,2024-06-04 22:26:20,2024-06-05 18:33:00,resolved,medium,Wrong item,email,STR004,CUS00101,4.0,51.89,True,Southwest
TKT000379,2024-07-18 13:27:00,2024-07-22 09:25:29,2024-07-25 13:27:00,resolved,low,Refund request,phone,STR021,CUS00040,5.0,91.97,True,Northeast
TKT000380,2024-11-16 16:43:00,2024-11-16 17:32:14,2024-11-17 16:43:00,resolved,high,Late delivery,phone,STR015,CUS00113,5.0,0.82,True,West
TKT000381,2024-02-13 10:49:00,2024-02-19 09:16:37,2024-02-20 10:49:00,resolved,low,Online order issue,chat,STR021,CUS00274,5.0,142.46,True,Northeast
TKT000382,2024-01-01 09:09:00,2024-01-04 19:29:31,2024-01-08 09:09:00,resolved,low,Staff conduct,email,STR009,CUS00027,4.0,82.34,True,Southwest
TKT000383,2024-10-13 20:15:00,2024-11-01 15:46:35,2024-10-20 20:15:00,resolved,low,Store experience,social,STR020,CUS00011,1.0,451.53,False,West
TKT000384,2024-08-26 19:41:00,2024-08-29 22:59:55,2024-09-02 19:41:00,resolved,low,Wrong item,chat,STR007,CUS00215,5.0,75.32,True,Southeast
TKT000385,2024-08-05 16:24:00,2024-08-05 17:50:54,2024-08-05 20:24:00,resolved,critical,Online order issue,phone,STR015,CUS00357,4.0,1.45,True,West
TKT000386,2024-08-02 17:23:00,2024-08-02 20:26:18,2024-08-05 17:23:00,resolved,medium,Wrong item,social,STR009,CUS00453,5.0,3.06,True,Southwest
TKT000387,2024-02-03 14:40:00,2024-02-05 01:20:10,2024-02-04 14:40:00,resolved,high,Online order issue,chat,STR018,CUS00305,3.0,34.67,False,Midwest
TKT000388,2024-08-10 12:40:00,,2024-08-17 12:40:00,escalated,low,Staff conduct,in_store,STR019,CUS00313,,,,Southwest
TKT000389,2024-07-13 18:09:00,,2024-07-20 18:09:00,pending,low,Late delivery,email,STR016,CUS00500,,,,Northeast
TKT000390,2024-05-15 13:46:00,2024-05-16 09:52:09,2024-05-18 13:46:00,resolved,medium,Late delivery,in_store,STR004,CUS00030,4.0,20.1,True,Southwest
TKT000391,2024-05-19 13:23:00,2024-05-20 01:37:30,2024-05-26 13:23:00,resolved,low,Online order issue,phone,STR010,CUS00255,5.0,12.24,True,West
TKT000392,2024-07-07 08:37:00,2024-07-07 23:34:34,2024-07-10 08:37:00,resolved,medium,Wrong item,social,STR008,CUS00076,4.0,14.96,True,Midwest
TKT000393,2024-07-05 13:05:00,2024-07-13 04:10:56,2024-07-08 13:05:00,resolved,medium,Store experience,chat,STR005,CUS00170,4.0,183.1,False,West
TKT000394,2024-09-16 15:46:00,2024-09-18 12:49:35,2024-09-17 15:46:00,closed_unresolved,high,Product defect,social,STR014,CUS00091,1.0,45.06,False,Southwest
TKT000395,2024-04-04 14:39:00,2024-04-05 17:29:20,2024-04-11 14:39:00,resolved,low,Late delivery,in_store,STR001,CUS00447,5.0,26.84,True,Northeast
TKT000396,2024-10-05 12:39:00,2024-10-17 10:51:52,2024-10-12 12:39:00,resolved,low,Store experience,email,STR009,CUS00411,3.0,286.21,False,Southwest
TKT000397,2024-08-20 19:00:00,,2024-08-23 19:00:00,escalated,medium,Product defect,phone,STR023,CUS00065,,,,Midwest
TKT000398,2024-02-25 20:12:00,2024-03-04 05:51:00,2024-03-03 20:12:00,resolved,low,Late delivery,phone,STR020,CUS00011,4.0,177.65,False,West
TKT000399,2024-03-10 13:00:00,,2024-03-13 13:00:00,pending,medium,Refund request,in_store,STR020,CUS00499,,,,West
TKT000400,2024-10-25 10:16:00,2024-10-27 23:58:44,2024-10-28 10:16:00,resolved,medium,Store experience,email,STR007,CUS00352,4.0,61.71,True,Southeast
TKT000401,2024-06-29 10:22:00,2024-07-05 08:20:12,2024-07-06 10:22:00,resolved,low,Product defect,email,STR017,CUS00025,5.0,141.97,True,Southeast
TKT000402,2024-06-22 13:58:00,,2024-06-25 13:58:00,pending,medium,Refund request,phone,STR011,CUS00211,,,,Northeast
TKT000403,2024-04-02 11:12:00,2024-04-04 13:43:04,2024-04-05 11:12:00,resolved,medium,Store experience,in_store,STR012,CUS00357,4.0,50.52,True,Southeast
TKT000404,2024-02-11 10:24:00,2024-02-13 00:43:44,2024-02-14 10:24:00,resolved,medium,Pricing dispute,in_store,STR023,CUS00353,4.0,38.33,True,Midwest
TKT000405,2024-10-24 16:32:00,2024-10-25 11:54:43,2024-10-25 16:32:00,resolved,high,Store experience,in_store,STR018,CUS00279,4.0,19.38,True,Midwest
TKT000406,2024-12-27 17:17:00,2025-01-09 07:12:08,2025-01-03 17:17:00,resolved,low,Late delivery,chat,STR011,CUS00032,1.0,301.92,False,Northeast
TKT000407,2024-03-18 18:10:00,2024-03-20 12:32:19,2024-03-19 18:10:00,resolved,high,Staff conduct,chat,STR003,CUS00484,1.0,42.37,False,Midwest
TKT000408,2024-08-03 12:06:00,,2024-08-03 16:06:00,pending,critical,Wrong item,in_store,STR021,CUS00308,,,,Northeast
TKT000409,2024-06-24 13:41:00,2024-06-24 14:33:56,2024-06-24 17:41:00,resolved,critical,Pricing dispute,chat,STR006,CUS00461,3.0,0.88,True,Northeast
TKT000410,2024-10-20 13:31:00,,2024-10-27 13:31:00,pending,low,Online order issue,social,STR022,CUS00106,,,,Southeast
TKT000411,2024-10-14 15:59:00,,2024-10-21 15:59:00,escalated,low,Product defect,phone,STR001,CUS00484,,,,Northeast
TKT000412,2024-07-12 08:23:00,,2024-07-13 08:23:00,pending,high,Refund request,phone,STR018,CUS00215,,,,Midwest
TKT000413,2024-06-04 10:12:00,,2024-06-11 10:12:00,pending,low,Store experience,email,STR003,CUS00492,,,,Midwest
TKT000414,2024-01-20 11:23:00,2024-01-21 21:44:45,2024-01-23 11:23:00,resolved,medium,Online order issue,in_store,STR011,CUS00022,4.0,34.36,True,Northeast
TKT000415,2024-05-11 07:52:00,2024-05-25 04:53:20,2024-05-18 07:52:00,resolved,low,Online order issue,email,STR019,CUS00233,1.0,333.02,False,Southwest
TKT000416,2024-04-04 19:45:00,2024-04-13 03:25:09,2024-04-07 19:45:00,resolved,medium,Staff conduct,in_store,STR019,CUS00392,3.0,199.67,False,Southwest
TKT000417,2024-11-03 19:21:00,,2024-11-06 19:21:00,pending,medium,Late delivery,chat,STR017,CUS00456,,,,Southeast
TKT000418,2024-08-06 14:41:00,2024-08-09 08:51:51,2024-08-09 14:41:00,resolved,medium,Store experience,social,STR009,CUS00304,4.0,66.18,True,Southwest
TKT000419,2024-10-10 13:51:00,2024-10-13 04:11:01,2024-10-13 13:51:00,resolved,medium,Staff conduct,email,STR010,CUS00019,5.0,62.33,True,West
TKT000420,2024-01-04 19:06:00,,2024-01-11 19:06:00,pending,low,Product defect,in_store,STR015,CUS00480,,,,West
TKT000421,2024-09-27 16:54:00,2024-10-02 05:30:29,2024-09-30 16:54:00,resolved,medium,Staff conduct,social,STR019,CUS00163,4.0,108.61,False,Southwest
TKT000422,2024-06-11 09:51:00,2024-06-12 17:01:29,2024-06-14 09:51:00,resolved,medium,Product defect,chat,STR012,CUS00053,4.0,31.17,True,Southeast
TKT000423,2024-09-22 18:24:00,2024-09-24 16:33:42,2024-09-23 18:24:00,resolved,high,Store experience,email,STR021,CUS00284,2.0,46.16,False,Northeast
TKT000424,2024-08-11 14:26:00,,2024-08-11 18:26:00,escalated,critical,Product defect,in_store,STR019,CUS00176,,,,Southwest
TKT000425,2024-09-19 10:42:00,2024-09-20 17:57:58,2024-09-22 10:42:00,resolved,medium,Refund request,email,STR023,CUS00278,4.0,31.27,True,Midwest
TKT000426,2024-04-14 19:38:00,2024-04-15 11:55:56,2024-04-15 19:38:00,resolved,high,Refund request,chat,STR008,CUS00179,4.0,16.3,True,Midwest
TKT000427,2024-05-06 12:29:00,2024-05-09 03:42:57,2024-05-13 12:29:00,resolved,low,Wrong item,email,STR011,CUS00173,5.0,63.23,True,Northeast
TKT000428,2024-06-13 13:36:00,2024-06-14 15:44:28,2024-06-16 13:36:00,resolved,medium,Pricing dispute,email,STR016,CUS00395,5.0,26.14,True,Northeast
TKT000429,2024-05-05 18:59:00,2024-05-06 02:33:07,2024-05-06 18:59:00,resolved,high,Late delivery,in_store,STR001,CUS00337,5.0,7.57,True,Northeast
TKT000430,2024-04-03 18:18:00,2024-04-06 06:29:51,2024-04-06 18:18:00,resolved,medium,Refund request,chat,STR018,CUS00343,4.0,60.2,True,Midwest
TKT000431,2024-07-19 07:02:00,2024-07-19 13:34:48,2024-07-22 07:02:00,resolved,medium,Product defect,email,STR004,CUS00094,4.0,6.55,True,Southwest
TKT000432,2024-05-04 09:56:00,2024-05-04 23:30:55,2024-05-07 09:56:00,resolved,medium,Staff conduct,phone,STR015,CUS00405,5.0,13.58,True,West
TKT000433,2024-09-17 12:20:00,2024-09-22 09:59:11,2024-09-20 12:20:00,resolved,medium,Late delivery,in_store,STR014,CUS00112,1.0,117.65,False,Southwest
TKT000434,2024-10-15 18:24:00,2024-10-16 03:38:54,2024-10-15 22:24:00,closed_unresolved,critical,Refund request,in_store,STR005,CUS00208,2.0,9.25,False,West
TKT000435,2024-12-16 18:07:00,2024-12-17 09:26:38,2024-12-19 18:07:00,resolved,medium,Product defect,in_store,STR020,CUS00140,3.0,15.33,True,West
TKT000436,2024-09-01 17:39:00,2024-09-01 22:36:40,2024-09-04 17:39:00,resolved,medium,Staff conduct,phone,STR018,CUS00384,3.0,4.96,True,Midwest
TKT000437,2024-09-30 19:58:00,2024-10-01 12:39:06,2024-10-01 19:58:00,resolved,high,Late delivery,email,STR002,CUS00222,5.0,16.69,True,Southeast
TKT000438,2024-08-17 10:15:00,,2024-08-24 10:15:00,escalated,low,Product defect,phone,STR008,CUS00362,,,,Midwest
TKT000439,2024-07-16 09:15:00,2024-07-16 12:31:27,2024-07-17 09:15:00,resolved,high,Pricing dispute,phone,STR016,CUS00031,4.0,3.27,True,Northeast
TKT000440,2024-05-16 20:34:00,2024-05-19 07:51:57,2024-05-19 20:34:00,resolved,medium,Staff conduct,phone,STR005,CUS00279,5.0,59.3,True,West
TKT000441,2024-03-07 16:19:00,2024-03-07 21:45:59,2024-03-08 16:19:00,resolved,high,Refund request,in_store,STR003,CUS00378,5.0,5.45,True,Midwest
TKT000442,2024-09-27 17:25:00,2024-09-29 03:47:55,2024-09-30 17:25:00,resolved,medium,Staff conduct,social,STR015,CUS00085,4.0,34.38,True,West
TKT000443,2024-01-17 16:09:00,2024-01-21 06:53:23,2024-01-20 16:09:00,resolved,medium,Refund request,social,STR004,CUS00110,1.0,86.74,False,Southwest
TKT000444,2024-02-15 12:29:00,2024-02-19 11:29:53,2024-02-22 12:29:00,resolved,low,Wrong item,social,STR011,CUS00057,4.0,95.01,True,Northeast
TKT000445,2024-01-10 14:57:00,2024-01-10 16:23:46,2024-01-10 18:57:00,resolved,critical,Refund request,social,STR001,CUS00256,4.0,1.45,True,Northeast
TKT000446,2024-10-03 20:38:00,,2024-10-04 20:38:00,escalated,high,Online order issue,phone,STR003,CUS00227,,,,Midwest
TKT000447,2024-12-25 19:50:00,2025-01-02 15:08:14,2025-01-01 19:50:00,resolved,low,Staff conduct,email,STR017,CUS00126,3.0,187.3,False,Southeast
TKT000448,2024-04-26 20:44:00,2024-04-28 02:11:13,2024-04-27 20:44:00,resolved,high,Refund request,email,STR011,CUS00314,1.0,29.45,False,Northeast
TKT000449,2024-07-18 09:48:00,2024-07-20 03:26:58,2024-07-21 09:48:00,resolved,medium,Pricing dispute,in_store,STR011,CUS00166,5.0,41.65,True,Northeast
TKT000450,2024-11-27 20:57:00,,2024-11-28 20:57:00,pending,high,Pricing dispute,chat,STR022,CUS00191,,,,Southeast
TKT000451,2024-11-07 08:23:00,2024-11-19 12:34:18,2024-11-14 08:23:00,closed_unresolved,low,Late delivery,social,STR013,CUS00223,2.0,292.19,False,Midwest
TKT000452,2024-02-10 09:56:00,2024-02-11 12:16:49,2024-02-17 09:56:00,resolved,low,Staff conduct,phone,STR017,CUS00450,4.0,26.35,True,Southeast
TKT000453,2024-09-01 16:46:00,2024-09-07 18:30:40,2024-09-08 16:46:00,resolved,low,Online order issue,email,STR017,CUS00168,5.0,145.74,True,Southeast
TKT000454,2024-05-05 12:40:00,2024-05-05 23:37:50,2024-05-05 16:40:00,resolved,critical,Pricing dispute,chat,STR023,CUS00109,3.0,10.96,False,Midwest
TKT000455,2024-11-23 18:03:00,2024-11-29 14:06:21,2024-11-26 18:03:00,resolved,medium,Refund request,social,STR007,CUS00027,1.0,140.06,False,Southeast
TKT000456,2024-05-26 18:34:00,2024-05-27 00:59:06,2024-05-27 18:34:00,resolved,high,Wrong item,chat,STR009,CUS00170,5.0,6.42,True,Southwest
TKT000457,2024-10-21 10:41:00,2024-10-23 03:06:07,2024-10-24 10:41:00,resolved,medium,Staff conduct,social,STR011,CUS00489,4.0,40.42,True,Northeast
TKT000458,2024-07-05 09:49:00,2024-07-05 22:19:56,2024-07-08 09:49:00,resolved,medium,Pricing dispute,in_store,STR001,CUS00052,5.0,12.52,True,Northeast
TKT000459,2024-08-31 12:36:00,2024-09-12 05:43:25,2024-09-07 12:36:00,resolved,low,Refund request,in_store,STR017,CUS00255,1.0,281.12,False,Southeast
TKT000460,2024-07-22 09:38:00,,2024-07-22 13:38:00,pending,critical,Late delivery,phone,STR011,CUS00118,,,,Northeast
TKT000461,2024-09-05 12:52:00,2024-09-08 03:36:08,2024-09-08 12:52:00,resolved,medium,Staff conduct,chat,STR003,CUS00158,5.0,62.74,True,Midwest
TKT000462,2024-11-09 07:42:00,2024-11-10 17:51:44,2024-11-12 07:42:00,resolved,medium,Pricing dispute,in_store,STR010,CUS00191,5.0,34.16,True,West
TKT000463,2024-10-07 16:42:00,2024-10-14 01:27:01,2024-10-14 16:42:00,resolved,low,Late delivery,phone,STR023,CUS00392,4.0,152.75,True,Midwest
TKT000464,2024-08-11 09:30:00,2024-08-11 10:50:00,2024-08-18 09:30:00,resolved,low,Late delivery,social,STR016,CUS00001,5.0,1.33,True,Northeast
TKT000465,2024-07-05 12:41:00,2024-07-08 08:05:17,2024-07-08 12:41:00,resolved,medium,Pricing dispute,chat,STR004,CUS00101,4.0,67.4,True,Southwest
TKT000466,2024-04-17 08:50:00,,2024-04-24 08:50:00,escalated,low,Online order issue,chat,STR022,CUS00091,,,,Southeast
TKT000467,2024-02-21 19:26:00,,2024-02-22 19:26:00,pending,high,Product defect,social,STR014,CUS00029,,,,Southwest
TKT000468,2024-04-19 07:03:00,,2024-04-20 07:03:00,escalated,high,Wrong item,in_store,STR006,CUS00297,,,,Northeast
TKT000469,2024-06-11 07:06:00,2024-06-13 09:04:27,2024-06-14 07:06:00,resolved,medium,Online order issue,chat,STR005,CUS00375,4.0,49.97,True,West
TKT000470,2024-04-09 18:20:00,2024-04-14 12:47:40,2024-04-16 18:20:00,resolved,low,Product defect,email,STR001,CUS00143,3.0,114.46,True,Northeast
TKT000471,2024-02-12 13:35:00,2024-02-12 18:06:47,2024-02-15 13:35:00,resolved,medium,Wrong item,in_store,STR016,CUS00227,5.0,4.53,True,Northeast
TKT000472,2024-01-25 16:05:00,2024-01-26 07:27:51,2024-01-28 16:05:00,resolved,medium,Pricing dispute,chat,STR022,CUS00376,5.0,15.38,True,Southeast
TKT000473,2024-12-15 08:53:00,,2024-12-16 08:53:00,pending,high,Wrong item,chat,STR015,CUS00214,,,,West
TKT000474,2024-03-31 16:28:00,2024-03-31 21:41:13,2024-04-01 16:28:00,resolved,high,Pricing dispute,in_store,STR017,CUS00035,5.0,5.22,True,Southeast
TKT000475,2024-05-30 19:17:00,2024-05-31 09:51:11,2024-06-06 19:17:00,resolved,low,Refund request,social,STR002,CUS00132,3.0,14.57,True,Southeast
TKT000476,2024-01-17 08:22:00,2024-01-23 06:07:37,2024-01-24 08:22:00,resolved,low,Online order issue,email,STR009,CUS00360,5.0,141.76,True,Southwest
TKT000477,2024-10-01 11:36:00,2024-10-01 14:44:36,2024-10-04 11:36:00,resolved,medium,Refund request,email,STR005,CUS00291,5.0,3.14,True,West
TKT000478,2024-06-17 13:58:00,,2024-06-24 13:58:00,pending,low,Late delivery,phone,STR013,CUS00176,,,,Midwest
TKT000479,2024-03-28 14:03:00,2024-03-28 20:52:42,2024-03-29 14:03:00,resolved,high,Late delivery,chat,STR023,CUS00152,5.0,6.83,True,Midwest
TKT000480,2024-02-29 16:57:00,,2024-03-03 16:57:00,escalated,medium,Staff conduct,chat,STR005,CUS00117,,,,West
TKT000481,2024-01-08 09:30:00,2024-01-09 12:18:39,2024-01-11 09:30:00,resolved,medium,Wrong item,chat,STR007,CUS00141,4.0,26.81,True,Southeast
TKT000482,2024-06-16 08:04:00,2024-06-21 19:22:54,2024-06-23 08:04:00,resolved,low,Late delivery,phone,STR003,CUS00001,4.0,131.32,True,Midwest
TKT000483,2024-06-01 15:49:00,2024-06-02 20:43:36,2024-06-04 15:49:00,resolved,medium,Late delivery,email,STR008,CUS00376,5.0,28.91,True,Midwest
TKT000484,2024-07-12 10:32:00,2024-07-13 23:06:56,2024-07-19 10:32:00,resolved,low,Online order issue,social,STR008,CUS00005,5.0,36.58,True,Midwest
TKT000485,2024-03-10 15:20:00,2024-03-13 09:31:38,2024-03-13 15:20:00,resolved,medium,Store experience,phone,STR001,CUS00399,5.0,66.19,True,Northeast
TKT000486,2024-12-30 20:15:00,2025-01-05 02:06:26,2025-01-02 20:15:00,resolved,medium,Refund request,in_store,STR001,CUS00458,3.0,125.86,False,Northeast
TKT000487,2024-05-08 10:42:00,2024-05-13 09:05:56,2024-05-11 10:42:00,resolved,medium,Product defect,social,STR006,CUS00221,3.0,118.4,False,Northeast
TKT000488,2024-09-08 12:05:00,2024-09-23 14:49:42,2024-09-15 12:05:00,resolved,low,Refund request,in_store,STR007,CUS00217,2.0,362.75,False,Southeast
TKT000489,2024-04-20 07:34:00,2024-04-22 20:41:04,2024-04-23 07:34:00,resolved,medium,Wrong item,in_store,STR001,CUS00031,4.0,61.12,True,Northeast
TKT000490,2024-10-14 07:50:00,2024-10-14 22:14:47,2024-10-15 07:50:00,resolved,high,Refund request,email,STR017,CUS00336,5.0,14.41,True,Southeast
TKT000491,2024-12-24 09:55:00,2024-12-25 22:39:59,2024-12-31 09:55:00,resolved,low,Wrong item,in_store,STR013,CUS00076,4.0,36.75,True,Midwest
TKT000492,2024-11-27 17:00:00,2024-11-29 20:16:55,2024-12-04 17:00:00,resolved,low,Store experience,chat,STR001,CUS00129,5.0,51.28,True,Northeast
TKT000493,2024-02-11 13:41:00,2024-02-11 17:27:24,2024-02-11 17:41:00,resolved,critical,Product defect,in_store,STR001,CUS00290,4.0,3.77,True,Northeast
TKT000494,2024-10-07 20:49:00,2024-10-08 09:33:46,2024-10-10 20:49:00,resolved,medium,Refund request,phone,STR017,CUS00273,5.0,12.75,True,Southeast
TKT000495,2024-01-10 07:09:00,2024-01-10 12:46:21,2024-01-13 07:09:00,resolved,medium,Late delivery,social,STR012,CUS00272,3.0,5.62,True,Southeast
TKT000496,2024-08-08 12:38:00,2024-08-09 00:47:49,2024-08-09 12:38:00,resolved,high,Wrong item,social,STR004,CUS00443,4.0,12.16,True,Southwest
TKT000497,2024-05-26 13:29:00,,2024-05-27 13:29:00,pending,high,Wrong item,in_store,STR005,CUS00297,,,,West
TKT000498,2024-09-12 17:18:00,2024-09-18 14:52:21,2024-09-19 17:18:00,resolved,low,Product defect,email,STR014,CUS00111,5.0,141.57,True,Southwest
TKT000499,2024-04-04 15:24:00,,2024-04-11 15:24:00,escalated,low,Product defect,phone,STR017,CUS00026,,,,Southeast
TKT000500,2024-05-04 18:40:00,,2024-05-04 22:40:00,pending,critical,Pricing dispute,email,STR001,CUS00187,,,,Northeast
TKT000501,2024-04-22 12:57:00,2024-04-26 19:34:10,2024-04-29 12:57:00,resolved,low,Pricing dispute,chat,STR002,CUS00384,5.0,102.62,True,Southeast
TKT000502,2024-05-04 11:14:00,,2024-05-11 11:14:00,escalated,low,Late delivery,chat,STR009,CUS00489,,,,Southwest
TKT000503,2024-06-04 20:18:00,2024-06-06 16:43:11,2024-06-07 20:18:00,resolved,medium,Online order issue,social,STR018,CUS00467,4.0,44.42,True,Midwest
TKT000504,2024-10-03 10:14:00,2024-10-08 14:11:51,2024-10-06 10:14:00,resolved,medium,Refund request,phone,STR007,CUS00114,2.0,123.96,False,Southeast
