transaction_id,transaction_ts,store_id,product_id,customer_id,quantity,unit_price,discount_pct,discount_amount,net_amount,payment_method,channel,currency
TXN0001352,2024-01-22 19:17:00,STR009,PRD0086,CUS00110,1,139.31,0.0,0.0,139.31,debit_card,mobile_app,USD
TXN0001353,2024-06-16 20:25:00,STR003,PRD0057,,4,412.83,0.0,0.0,1651.32,mobile_pay,in_store,USD
TXN0001354,2024-06-18 16:10:00,STR002,PRD0109,CUS00384,2,459.8,0.0,0.0,919.6,gift_card,mobile_app,USD
TXN0001355,2024-05-11 19:56:00,STR010,PRD0037,CUS00332,2,47.85,0.0,0.0,95.7,cash,mobile_app,USD
TXN0001356,2024-12-13 19:01:00,STR012,PRD0043,CUS00080,1,621.23,0.0,0.0,621.23,debit_card,mobile_app,USD
TXN0001357,2024-02-21 14:52:00,STR022,PRD0118,CUS00451,1,317.96,0.0,0.0,317.96,mobile_pay,mobile_app,USD
TXN0001358,2024-10-25 21:18:00,STR010,PRD0087,CUS00287,5,488.55,0.0,0.0,2442.75,mobile_pay,mobile_app,USD
TXN0001359,2024-10-23 09:50:00,STR002,PRD0047,CUS00097,5,487.35,0.0,0.0,2436.75,debit_card,in_store,USD
TXN0001360,2024-03-19 17:47:00,STR007,PRD0087,CUS00037,3,488.55,0.0,0.0,1465.65,cash,mobile_app,USD
TXN0001361,2024-03-03 08:18:00,STR004,PRD0008,CUS00107,4,455.65,0.0,0.0,1822.6,mobile_pay,in_store,USD
TXN0001362,2024-12-21 10:43:00,STR009,PRD0005,CUS00036,2,259.57,0.0,0.0,519.14,mobile_pay,in_store,USD
TXN0001363,2024-08-06 18:55:00,STR001,PRD0062,CUS00208,3,355.41,0.0,0.0,1066.23,gift_card,in_store,USD
TXN0001364,2024-09-10 16:17:00,STR021,PRD0054,,5,694.62,0.0,0.0,3473.1,credit_card,in_store,USD
TXN0001365,2024-05-17 13:25:00,STR006,PRD0073,CUS00210,5,577.08,0.0,0.0,2885.4,credit_card,in_store,USD
TXN0001366,2024-02-21 11:41:00,STR021,PRD0113,CUS00356,4,336.98,0.0,0.0,1347.92,cash,in_store,USD
TXN0001367,2024-07-29 19:48:00,STR003,PRD0018,CUS00198,5,94.47,0.0,0.0,472.35,credit_card,online,USD
TXN0001368,2024-02-24 17:00:00,STR006,PRD0076,CUS00390,2,33.66,0.0,0.0,67.32,mobile_pay,mobile_app,USD
TXN0001369,2024-05-31 20:23:00,STR011,PRD0098,CUS00343,5,244.56,0.15,183.42,1039.38,debit_card,in_store,USD
TXN0001370,2024-12-04 16:46:00,STR018,PRD0108,CUS00101,3,99.37,0.15,44.72,253.39,gift_card,mobile_app,USD
TXN0001371,2024-06-23 20:11:00,STR013,PRD0079,CUS00408,5,643.15,0.0,0.0,3215.75,gift_card,in_store,USD
TXN0001372,2024-11-11 09:20:00,STR008,PRD0011,CUS00067,2,526.75,0.0,0.0,1053.5,cash,online,USD
TXN0001373,2024-12-29 15:02:00,STR021,PRD0024,CUS00476,2,364.86,0.15,109.46,620.26,debit_card,online,USD
TXN0001374,2024-10-10 13:32:00,STR006,PRD0003,CUS00408,5,569.87,0.0,0.0,2849.35,cash,mobile_app,USD
TXN0001375,2024-07-22 18:05:00,STR016,PRD0018,,3,94.47,0.15,42.51,240.9,credit_card,online,USD
TXN0001376,2024-07-06 18:10:00,STR017,PRD0027,CUS00149,1,490.08,0.0,0.0,490.08,debit_card,online,USD
TXN0001377,2024-03-12 11:56:00,STR003,PRD0075,CUS00206,4,507.8,0.0,0.0,2031.2,cash,in_store,USD
TXN0001378,2024-11-23 18:19:00,STR023,PRD0094,CUS00433,3,326.53,0.0,0.0,979.59,cash,in_store,USD
TXN0001379,2024-05-13 19:19:00,STR011,PRD0071,CUS00001,4,327.28,0.0,0.0,1309.12,mobile_pay,mobile_app,USD
TXN0001380,2024-12-09 09:12:00,STR020,PRD0093,CUS00285,3,410.67,0.0,0.0,1232.01,credit_card,in_store,USD
TXN0001381,2024-11-02 13:55:00,STR018,PRD0049,CUS00105,3,327.25,0.0,0.0,981.75,mobile_pay,mobile_app,USD
TXN0001382,2024-06-29 17:54:00,STR010,PRD0028,CUS00193,5,621.82,0.0,0.0,3109.1,mobile_pay,mobile_app,USD
TXN0001383,2024-09-13 08:35:00,STR001,PRD0109,CUS00289,4,459.8,0.15,275.88,1563.32,debit_card,in_store,USD
TXN0001384,2024-02-05 17:09:00,STR006,PRD0107,CUS00093,4,368.5,0.1,147.4,1326.6,cash,online,USD
TXN0001385,2024-12-08 08:07:00,STR011,PRD0091,CUS00206,3,122.8,0.0,0.0,368.4,gift_card,in_store,USD
TXN0001386,2024-03-13 15:58:00,STR006,PRD0031,,5,77.68,0.0,0.0,388.4,debit_card,online,USD
TXN0001387,2024-10-01 08:48:00,STR006,PRD0096,CUS00260,5,389.05,0.0,0.0,1945.25,gift_card,online,USD
TXN0001388,2024-03-17 12:04:00,STR015,PRD0118,CUS00289,4,317.96,0.0,0.0,1271.84,mobile_pay,in_store,USD
TXN0001389,2024-03-18 10:34:00,STR011,PRD0064,CUS00118,5,475.35,0.15,356.51,2020.24,credit_card,in_store,USD
TXN0001390,2024-01-24 20:59:00,STR011,PRD0041,CUS00022,4,491.81,0.0,0.0,1967.24,credit_card,mobile_app,USD
TXN0001391,2024-05-07 14:13:00,STR022,PRD0054,CUS00395,1,694.62,0.0,0.0,694.62,credit_card,mobile_app,USD
TXN0001392,2024-09-30 11:41:00,STR012,PRD0022,CUS00013,3,146.15,0.0,0.0,438.45,mobile_pay,in_store,USD
TXN0001393,2024-05-12 16:33:00,STR007,PRD0114,CUS00327,5,596.37,0.0,0.0,2981.85,debit_card,mobile_app,USD
TXN0001394,2024-09-22 18:56:00,STR006,PRD0113,CUS00291,1,336.98,0.0,0.0,336.98,mobile_pay,online,USD
TXN0001395,2024-05-15 13:56:00,STR014,PRD0028,CUS00466,2,621.82,0.0,0.0,1243.64,mobile_pay,mobile_app,USD
TXN0001396,2024-12-10 13:25:00,STR018,PRD0024,CUS00350,5,364.86,0.0,0.0,1824.3,debit_card,online,USD
TXN0001397,2024-12-03 20:01:00,STR019,PRD0117,,3,54.14,0.0,0.0,162.42,credit_card,mobile_app,USD
TXN0001398,2024-04-20 15:04:00,STR002,PRD0097,CUS00219,2,118.36,0.0,0.0,236.72,mobile_pay,in_store,USD
TXN0001399,2024-04-13 12:17:00,STR016,PRD0039,CUS00169,1,415.77,0.0,0.0,415.77,mobile_pay,online,USD
TXN0001400,2024-12-24 10:08:00,STR020,PRD0077,CUS00449,3,898.98,0.0,0.0,2696.94,credit_card,online,USD
TXN0001401,2024-07-09 15:53:00,STR006,PRD0061,CUS00312,2,169.37,0.0,0.0,338.74,debit_card,mobile_app,USD
TXN0001402,2024-10-03 11:15:00,STR008,PRD0030,CUS00341,5,80.67,0.0,0.0,403.35,debit_card,online,USD
TXN0001403,2024-03-25 20:22:00,STR010,PRD0066,CUS00336,1,404.74,0.0,0.0,404.74,mobile_pay,mobile_app,USD
TXN0001404,2024-02-28 13:50:00,STR023,PRD0066,CUS00352,5,404.74,0.0,0.0,2023.7,mobile_pay,in_store,USD
TXN0001405,2024-07-15 21:53:00,STR016,PRD0071,CUS00313,1,327.28,0.0,0.0,327.28,debit_card,online,USD
TXN0001406,2024-11-02 11:57:00,STR018,PRD0090,CUS00446,3,69.19,0.0,0.0,207.57,cash,in_store,USD
TXN0001407,2024-05-25 21:22:00,STR016,PRD0004,CUS00206,3,602.78,0.1,180.83,1627.51,cash,online,USD
TXN0001408,2024-12-24 19:02:00,STR003,PRD0050,,5,201.33,0.0,0.0,1006.65,mobile_pay,mobile_app,USD
TXN0001409,2024-09-21 16:46:00,STR005,PRD0101,CUS00228,5,437.08,0.0,0.0,2185.4,cash,mobile_app,USD
TXN0001410,2024-01-09 19:15:00,STR017,PRD0024,CUS00297,2,364.86,0.2,145.94,583.78,gift_card,in_store,USD
TXN0001411,2024-09-02 12:50:00,STR015,PRD0120,CUS00145,2,136.37,0.0,0.0,272.74,gift_card,mobile_app,USD
TXN0001412,2024-12-21 19:36:00,STR006,PRD0052,CUS00119,1,76.14,0.0,0.0,76.14,credit_card,in_store,USD
TXN0001413,2024-02-15 13:47:00,STR019,PRD0088,CUS00475,5,266.3,0.0,0.0,1331.5,debit_card,mobile_app,USD
TXN0001414,2024-04-29 10:16:00,STR010,PRD0094,CUS00068,2,326.53,0.1,65.31,587.75,gift_card,mobile_app,USD
TXN0001415,2024-06-08 17:08:00,STR006,PRD0019,CUS00271,1,351.82,0.15,52.77,299.05,debit_card,online,USD
TXN0001416,2024-08-09 08:06:00,STR023,PRD0111,CUS00464,2,661.33,0.1,132.27,1190.39,debit_card,online,USD
TXN0001417,2024-11-20 08:01:00,STR023,PRD0069,CUS00088,4,527.04,0.0,0.0,2108.16,gift_card,in_store,USD
TXN0001418,2024-12-10 14:09:00,STR019,PRD0044,CUS00037,1,126.49,0.0,0.0,126.49,cash,online,USD
TXN0001419,2024-02-17 09:48:00,STR017,PRD0005,,1,259.57,0.0,0.0,259.57,mobile_pay,mobile_app,USD
TXN0001420,2024-07-14 18:36:00,STR006,PRD0008,CUS00333,4,455.65,0.0,0.0,1822.6,mobile_pay,in_store,USD
TXN0001421,2024-05-13 18:49:00,STR010,PRD0069,CUS00471,3,527.04,0.0,0.0,1581.12,gift_card,online,USD
TXN0001422,2024-12-23 10:39:00,STR017,PRD0070,CUS00410,5,31.14,0.15,23.35,132.35,debit_card,mobile_app,USD
TXN0001423,2024-02-27 18:43:00,STR021,PRD0059,CUS00133,2,458.19,0.15,137.46,778.92,mobile_pay,online,USD
TXN0001424,2024-10-08 20:47:00,STR008,PRD0101,CUS00261,3,437.08,0.0,0.0,1311.24,cash,in_store,USD
TXN0001425,2024-05-23 16:06:00,STR015,PRD0072,CUS00084,3,500.55,0.0,0.0,1501.65,credit_card,online,USD
TXN0001426,2024-09-25 11:58:00,STR018,PRD0046,CUS00474,5,719.52,0.0,0.0,3597.6,gift_card,in_store,USD
TXN0001427,2024-01-04 19:24:00,STR020,PRD0055,CUS00337,4,264.5,0.0,0.0,1058.0,credit_card,in_store,USD
TXN0001428,2024-12-28 17:08:00,STR010,PRD0112,CUS00471,1,268.87,0.0,0.0,268.87,debit_card,online,USD
TXN0001429,2024-10-01 14:41:00,STR010,PRD0056,CUS00334,4,26.02,0.0,0.0,104.08,mobile_pay,online,USD
TXN0001430,2024-04-19 12:19:00,STR001,PRD0012,,5,233.86,0.1,116.93,1052.37,credit_card,in_store,USD
TXN0001431,2024-05-11 20:05:00,STR021,PRD0118,CUS00373,2,317.96,0.0,0.0,635.92,debit_card,mobile_app,USD
TXN0001432,2024-01-14 21:03:00,STR018,PRD0052,CUS00470,5,76.14,0.0,0.0,380.7,cash,mobile_app,USD
TXN0001433,2024-01-05 15:39:00,STR019,PRD0091,CUS00386,2,122.8,0.0,0.0,245.6,cash,in_store,USD
TXN0001434,2024-08-21 17:35:00,STR004,PRD0023,CUS00106,1,249.34,0.0,0.0,249.34,debit_card,mobile_app,USD
TXN0001435,2024-02-04 13:24:00,STR017,PRD0036,CUS00240,5,405.13,0.0,0.0,2025.65,credit_card,in_store,USD
TXN0001436,2024-09-02 15:49:00,STR005,PRD0069,CUS00256,2,527.04,0.0,0.0,1054.08,debit_card,online,USD
TXN0001437,2024-01-05 08:42:00,STR021,PRD0089,CUS00205,1,690.46,0.0,0.0,690.46,gift_card,mobile_app,USD
TXN0001438,2024-03-13 16:47:00,STR003,PRD0097,CUS00338,4,118.36,0.0,0.0,473.44,gift_card,in_store,USD
TXN0001439,2024-10-20 10:42:00,STR021,PRD0049,CUS00249,5,327.25,0.0,0.0,1636.25,cash,online,USD
TXN0001440,2024-07-21 20:07:00,STR008,PRD0045,CUS00379,2,318.79,0.2,127.52,510.06,cash,online,USD
TXN0001441,2024-05-31 15:16:00,STR005,PRD0038,,1,879.64,0.0,0.0,879.64,gift_card,online,USD
TXN0001442,2024-03-21 18:11:00,STR020,PRD0030,CUS00213,4,80.67,0.0,0.0,322.68,cash,online,USD
TXN0001443,2024-06-30 11:06:00,STR020,PRD0050,CUS00156,4,201.33,0.0,0.0,805.32,cash,in_store,USD
TXN0001444,2024-04-23 16:33:00,STR010,PRD0041,CUS00293,2,491.81,0.15,147.54,836.08,cash,in_store,USD
TXN0001445,2024-06-07 09:42:00,STR010,PRD0080,CUS00031,1,270.17,0.0,0.0,270.17,credit_card,online,USD
TXN0001446,2024-11-14 21:53:00,STR019,PRD0080,CUS00216,3,270.17,0.05,40.53,769.98,cash,online,USD
TXN0001447,2024-08-02 17:55:00,STR023,PRD0021,CUS00413,4,411.07,0.05,82.21,1562.07,debit_card,in_store,USD
TXN0001448,2024-09-06 17:57:00,STR016,PRD0036,CUS00071,4,405.13,0.1,162.05,1458.47,cash,online,USD
TXN0001449,2024-04-17 12:49:00,STR016,PRD0076,CUS00472,4,33.66,0.0,0.0,134.64,gift_card,mobile_app,USD
TXN0001450,2024-03-25 11:00:00,STR020,PRD0022,CUS00264,2,146.15,0.0,0.0,292.3,mobile_pay,online,USD
TXN0001451,2024-05-05 15:47:00,STR013,PRD0116,CUS00118,1,648.85,0.0,0.0,648.85,cash,mobile_app,USD
TXN0001452,2024-03-17 08:27:00,STR021,PRD0070,,3,31.14,0.0,0.0,93.42,cash,online,USD
TXN0001453,2024-04-12 13:23:00,STR019,PRD0103,CUS00204,4,58.52,0.05,11.7,222.38,gift_card,in_store,USD
TXN0001454,2024-10-05 08:19:00,STR011,PRD0021,CUS00206,4,411.07,0.0,0.0,1644.28,gift_card,mobile_app,USD
TXN0001455,2024-08-14 17:17:00,STR003,PRD0093,CUS00165,1,410.67,0.0,0.0,410.67,mobile_pay,mobile_app,USD
TXN0001456,2024-02-03 11:58:00,STR012,PRD0113,CUS00099,3,336.98,0.0,0.0,1010.94,cash,in_store,USD
TXN0001457,2024-07-17 17:42:00,STR013,PRD0038,CUS00017,5,879.64,0.1,439.82,3958.38,gift_card,online,USD
TXN0001458,2024-08-28 11:39:00,STR014,PRD0079,CUS00252,3,643.15,0.05,96.47,1832.98,credit_card,online,USD
TXN0001459,2024-10-03 13:18:00,STR011,PRD0006,CUS00114,3,101.59,0.0,0.0,304.77,gift_card,mobile_app,USD
TXN0001460,2024-01-10 13:13:00,STR012,PRD0050,CUS00398,4,201.33,0.0,0.0,805.32,cash,online,USD
TXN0001461,2024-02-08 08:49:00,STR999,PRD0007,CUS00087,2,274.3,0.05,27.43,521.17,cash,mobile_app,USD
TXN0001462,2024-09-10 19:30:00,STR022,PRD0094,CUS00385,3,326.53,0.05,48.98,930.61,credit_card,in_store,USD
TXN0001463,2024-09-15 15:55:00,STR021,PRD0096,,1,389.05,0.0,0.0,389.05,cash,in_store,USD
TXN0001464,2024-08-08 08:09:00,STR004,PRD0107,CUS00457,5,368.5,0.0,0.0,1842.5,credit_card,online,USD
TXN0001465,2024-11-08 18:47:00,STR004,PRD0043,CUS00442,1,621.23,0.0,0.0,621.23,cash,online,USD
TXN0001466,2024-04-11 16:14:00,STR006,PRD0081,CUS00474,2,429.07,0.0,0.0,,cash,mobile_app,USD
TXN0001467,2024-10-11 15:17:00,STR023,PRD0040,CUS00287,2,823.32,0.0,0.0,1646.64,debit_card,in_store,USD
TXN0001468,2024-12-04 21:33:00,STR001,PRD0067,CUS00053,4,544.43,0.0,0.0,2177.72,cash,online,USD
TXN0001469,2024-06-28 13:21:00,STR004,PRD0029,CUS00027,2,354.91,0.15,106.47,603.35,gift_card,in_store,USD
TXN0001470,2024-09-10 18:15:00,STR014,PRD0098,CUS00321,2,244.56,0.0,0.0,489.12,cash,in_store,USD
TXN0001471,2024-01-07 18:38:00,STR006,PRD0110,CUS00407,1,406.78,0.15,61.02,345.76,credit_card,in_store,USD
TXN0001472,2024-02-10 08:10:00,STR014,PRD0114,CUS00004,4,596.37,0.0,0.0,2385.48,debit_card,in_store,USD
TXN0001473,2024-07-11 15:51:00,STR018,PRD0116,CUS00454,5,648.85,0.0,0.0,3244.25,cash,mobile_app,USD
TXN0001474,2024-08-29 12:38:00,STR006,PRD0090,,4,69.19,0.0,0.0,276.76,mobile_pay,online,USD
TXN0001475,2024-10-15 12:40:00,STR021,PRD0086,CUS00370,2,139.31,0.0,0.0,278.62,cash,in_store,USD
TXN0001476,2024-06-08 11:57:00,STR020,PRD0109,CUS00086,5,459.8,0.0,0.0,2299.0,debit_card,online,USD
TXN0001477,2024-05-14 20:27:00,STR020,PRD0049,CUS00348,3,327.25,0.1,98.18,883.57,credit_card,mobile_app,USD
TXN0001478,2024-12-12 19:30:00,STR010,PRD0042,CUS00221,4,140.2,0.15,84.12,476.68,gift_card,in_store,USD
TXN0001479,2024-01-09 11:37:00,STR001,PRD0063,CUS00079,4,23.14,0.0,0.0,92.56,cash,online,USD
TXN0001480,2024-04-19 08:31:00,STR020,PRD0013,CUS00293,2,80.66,0.0,0.0,161.32,debit_card,online,USD
TXN0001481,2024-06-08 21:38:00,STR001,PRD0016,CUS00263,2,539.04,0.0,0.0,1078.08,cash,in_store,USD
TXN0001482,2024-03-21 09:19:00,STR018,PRD0046,CUS00492,5,719.52,0.0,0.0,3597.6,mobile_pay,mobile_app,USD
TXN0001483,2024-06-04 20:32:00,STR018,PRD0078,CUS00026,4,678.93,0.0,0.0,2715.72,debit_card,in_store,USD
TXN0001484,2024-08-23 13:57:00,STR006,PRD0043,CUS00017,5,621.23,0.0,0.0,3106.15,mobile_pay,online,USD
TXN0001485,2024-02-29 10:43:00,STR017,PRD0031,,5,77.68,0.0,0.0,388.4,mobile_pay,mobile_app,USD
TXN0001486,2024-02-11 18:34:00,STR009,PRD0008,CUS00343,4,455.65,0.0,0.0,1822.6,gift_card,in_store,USD
TXN0001487,2024-03-06 16:07:00,STR005,PRD0105,CUS00321,4,554.1,0.15,332.46,1883.94,mobile_pay,mobile_app,USD
TXN0001488,2024-01-18 16:54:00,STR006,PRD0041,CUS00205,5,491.81,0.0,0.0,2459.05,gift_card,mobile_app,USD
TXN0001489,2024-05-18 08:55:00,STR015,PRD0028,CUS00232,3,621.82,0.0,0.0,1865.46,credit_card,in_store,USD
TXN0001490,2024-04-05 08:32:00,STR005,PRD0058,CUS00007,4,61.42,0.0,0.0,245.68,credit_card,in_store,USD
TXN0001491,2024-03-10 12:12:00,STR008,PRD0062,CUS00486,5,355.41,0.0,0.0,1777.05,debit_card,online,USD
TXN0001492,2024-03-31 08:38:00,STR007,PRD0082,CUS00162,1,82.51,0.0,0.0,82.51,mobile_pay,mobile_app,USD
TXN0001493,2024-03-19 12:18:00,STR005,PRD0104,CUS00076,5,398.02,0.0,0.0,1990.1,credit_card,online,USD
TXN0001494,2024-07-24 12:16:00,STR009,PRD0059,CUS00140,1,458.19,0.0,0.0,458.19,gift_card,mobile_app,USD
TXN0001495,2024-06-28 17:25:00,STR011,PRD0041,CUS00247,5,491.81,0.0,0.0,2459.05,mobile_pay,in_store,USD
TXN0001496,2024-11-20 08:20:00,STR014,PRD0072,,2,500.55,0.0,0.0,1001.1,gift_card,online,USD
TXN0001497,2024-02-16 08:46:00,STR006,PRD0022,CUS00337,2,146.15,0.0,0.0,292.3,gift_card,mobile_app,USD
TXN0001498,2024-05-19 16:37:00,STR018,PRD0080,CUS00154,4,270.17,0.0,0.0,1080.68,gift_card,online,USD
TXN0001499,2024-02-16 18:15:00,STR004,PRD0029,CUS00016,4,354.91,0.05,70.98,1348.66,credit_card,mobile_app,USD
TXN0001500,2024-03-11 08:40:00,STR001,PRD0094,CUS00053,3,326.53,0.0,0.0,979.59,mobile_pay,online,USD
TXN0001501,2024-02-24 15:09:00,STR006,PRD0059,CUS00057,2,458.19,0.0,0.0,916.38,cash,in_store,USD
TXN0001502,2024-09-12 12:20:00,STR011,PRD0027,CUS00070,3,490.08,0.0,0.0,1470.24,cash,online,USD
TXN0001503,2024-01-15 10:21:00,STR015,PRD0015,CUS00360,3,541.61,0.0,0.0,1624.83,cash,in_store,USD
TXN0001504,2024-05-20 08:41:00,STR001,PRD0046,CUS00186,4,719.52,0.0,0.0,2878.08,credit_card,online,USD
TXN0001505,2024-07-12 14:48:00,STR007,PRD0007,CUS00247,1,274.3,0.0,0.0,274.3,gift_card,mobile_app,USD
TXN0001506,2024-06-10 20:52:00,STR023,PRD0036,CUS00338,4,405.13,0.0,0.0,1620.52,debit_card,in_store,USD
TXN0001507,2024-05-12 08:31:00,STR014,PRD0015,,5,541.61,0.0,0.0,2708.05,debit_card,mobile_app,USD
TXN0001508,2024-10-05 18:32:00,STR018,PRD0058,CUS00168,5,61.42,0.0,0.0,307.1,credit_card,mobile_app,USD
TXN0001509,2024-09-22 17:40:00,STR004,PRD0094,CUS00366,4,326.53,0.0,0.0,1306.12,mobile_pay,mobile_app,USD
TXN0001510,2024-05-26 18:51:00,STR001,PRD0069,CUS00390,4,527.04,0.0,0.0,2108.16,mobile_pay,online,USD
TXN0001511,2024-10-20 19:12:00,STR020,PRD0062,CUS00164,4,355.41,0.0,0.0,1421.64,credit_card,mobile_app,USD
TXN0001512,2024-04-08 10:23:00,STR006,PRD0028,CUS00097,2,621.82,0.0,0.0,1243.64,gift_card,online,USD
TXN0001513,2024-02-25 17:50:00,STR010,PRD0002,CUS00372,1,26.09,0.0,0.0,26.09,cash,in_store,USD
TXN0001514,2024-12-25 16:04:00,STR022,PRD0096,CUS00052,5,389.05,0.0,0.0,1945.25,debit_card,mobile_app,USD
TXN0001515,2024-01-30 17:03:00,STR005,PRD0066,CUS00254,4,404.74,0.05,80.95,1538.01,cash,in_store,USD
TXN0001516,2024-11-12 12:35:00,STR010,PRD0096,CUS00079,2,389.05,0.0,0.0,778.1,cash,mobile_app,USD
TXN0001517,2024-02-19 11:14:00,STR015,PRD0016,CUS00041,2,539.04,0.0,0.0,1078.08,mobile_pay,online,USD
TXN0001518,2024-10-25 11:51:00,STR005,PRD0040,,5,823.32,0.1,411.66,3704.94,debit_card,online,USD
TXN0001519,2024-07-23 14:28:00,STR014,PRD0090,CUS00301,3,69.19,0.0,0.0,207.57,debit_card,in_store,USD
TXN0001520,2024-12-13 11:44:00,STR003,PRD0036,CUS00487,3,405.13,0.0,0.0,1215.39,debit_card,online,USD
TXN0001521,2024-07-19 08:47:00,STR007,PRD0094,CUS00455,2,326.53,0.0,0.0,653.06,gift_card,mobile_app,USD
TXN0001522,2024-05-06 16:00:00,STR023,PRD0120,CUS00296,5,136.37,0.2,136.37,545.48,gift_card,online,USD
TXN0001523,2024-11-11 11:46:00,STR017,PRD0038,CUS00449,3,879.64,0.05,131.95,2506.97,credit_card,online,USD
TXN0001524,2024-10-01 18:59:00,STR021,PRD0011,CUS00293,3,526.75,0.0,0.0,1580.25,gift_card,in_store,USD
TXN0001525,2024-12-15 18:57:00,STR001,PRD0087,CUS00032,3,488.55,0.0,0.0,1465.65,mobile_pay,online,USD
TXN0001526,2024-11-05 13:20:00,STR002,PRD0065,CUS00284,1,286.09,0.0,0.0,286.09,mobile_pay,in_store,USD
TXN0001527,2024-03-04 08:10:00,STR010,PRD0088,CUS00068,5,266.3,0.0,0.0,1331.5,debit_card,in_store,USD
TXN0001528,2024-01-07 16:41:00,STR019,PRD0108,CUS00111,3,99.37,0.05,14.91,283.2,cash,mobile_app,USD
TXN0001529,2024-12-22 10:08:00,STR006,PRD0096,,1,389.05,0.0,0.0,389.05,credit_card,mobile_app,USD
TXN0001530,2024-07-18 12:52:00,STR001,PRD0072,CUS00479,2,500.55,0.0,0.0,1001.1,gift_card,in_store,USD
TXN0001531,2024-10-15 13:58:00,STR020,PRD0039,CUS00201,2,415.77,0.0,0.0,831.54,cash,in_store,USD
TXN0001532,2024-06-21 19:24:00,STR011,PRD0008,CUS00202,3,455.65,0.0,0.0,1366.95,cash,online,USD
TXN0001533,2024-04-13 08:02:00,STR018,PRD0092,CUS00194,3,353.85,0.1,106.16,955.39,credit_card,mobile_app,USD
TXN0001534,2024-11-17 16:10:00,STR008,PRD0037,CUS00246,5,47.85,0.0,0.0,239.25,credit_card,mobile_app,USD
TXN0001535,2024-02-13 08:08:00,STR012,PRD0033,CUS00392,5,269.98,0.0,0.0,1349.9,credit_card,mobile_app,USD
TXN0001536,2024-08-06 15:02:00,STR007,PRD0006,CUS00393,2,101.59,0.05,10.16,193.02,credit_card,mobile_app,USD
TXN0001537,2024-03-13 13:31:00,STR003,PRD0084,CUS00284,4,127.62,0.0,0.0,510.48,debit_card,online,USD
TXN0001538,2024-04-26 09:11:00,STR010,PRD0037,CUS00451,5,47.85,0.0,0.0,239.25,credit_card,mobile_app,USD
TXN0001539,2024-09-17 11:54:00,STR010,PRD0083,CUS00040,2,247.1,0.15,74.13,420.07,gift_card,mobile_app,USD
TXN0001540,2024-03-26 11:30:00,STR007,PRD0054,,4,694.62,0.0,0.0,2778.48,mobile_pay,mobile_app,USD
TXN0001541,2024-06-06 17:32:00,STR022,PRD0048,CUS00110,4,473.17,0.0,0.0,1892.68,credit_card,mobile_app,USD
TXN0001542,2024-08-31 18:16:00,STR001,PRD0108,CUS00037,4,99.37,0.0,0.0,397.48,debit_card,mobile_app,USD
TXN0001543,2024-06-20 18:57:00,STR019,PRD0053,CUS00191,4,321.56,0.0,0.0,1286.24,mobile_pay,online,USD
TXN0001544,2024-01-06 09:31:00,STR023,PRD0105,CUS00314,4,554.1,0.0,0.0,2216.4,gift_card,online,USD
TXN0001545,2024-03-20 16:26:00,STR007,PRD0115,CUS00468,5,145.51,0.0,0.0,727.55,mobile_pay,in_store,USD
TXN0001546,2024-04-06 18:52:00,STR019,PRD0016,CUS00248,1,539.04,0.0,0.0,539.04,mobile_pay,mobile_app,USD
TXN0001547,2024-09-21 14:09:00,STR006,PRD0007,CUS00148,5,274.3,0.0,0.0,1371.5,credit_card,online,USD
TXN0001548,2024-09-04 14:43:00,STR009,PRD0057,CUS00108,2,412.83,0.15,123.85,701.81,mobile_pay,mobile_app,USD
TXN0001549,2024-01-01 13:14:00,STR023,PRD0078,CUS00188,3,678.93,0.0,0.0,2036.79,debit_card,mobile_app,USD
TXN0001550,2024-02-25 10:56:00,STR012,PRD0058,CUS00209,3,61.42,0.0,0.0,184.26,debit_card,mobile_app,USD
TXN0001551,2024-07-14 19:23:00,STR023,PRD0110,,4,406.78,0.1,162.71,1464.41,gift_card,mobile_app,USD
TXN0001552,2024-04-18 09:01:00,STR005,PRD0007,CUS00461,1,274.3,0.0,0.0,274.3,mobile_pay,mobile_app,USD
TXN0001553,2024-11-08 15:19:00,STR015,PRD0036,CUS00472,4,405.13,0.0,0.0,1620.52,gift_card,online,USD
TXN0001554,2024-09-30 20:58:00,STR002,PRD0072,CUS00016,5,500.55,0.0,0.0,2502.75,credit_card,online,USD
TXN0001555,2024-10-29 09:47:00,STR009,PRD0020,CUS00020,5,595.59,0.0,0.0,2977.95,cash,mobile_app,USD
TXN0001556,2024-11-01 09:58:00,STR019,PRD0112,CUS00321,1,268.87,0.0,0.0,268.87,mobile_pay,mobile_app,USD
TXN0001557,2024-06-29 08:39:00,STR001,PRD0018,CUS00397,2,94.47,0.0,0.0,188.94,mobile_pay,mobile_app,USD
TXN0001558,2024-07-18 17:01:00,STR016,PRD0014,CUS00224,5,10.52,0.0,0.0,52.6,gift_card,mobile_app,USD
TXN0001559,2024-03-20 21:09:00,STR020,PRD0009,CUS00111,5,675.27,0.0,0.0,3376.35,mobile_pay,in_store,USD
TXN0001560,2024-09-16 15:18:00,STR007,PRD0047,CUS00497,4,487.35,0.05,97.47,1851.93,mobile_pay,mobile_app,USD
TXN0001561,2024-03-14 15:12:00,STR018,PRD0053,CUS00015,3,321.56,0.0,0.0,964.68,gift_card,mobile_app,USD
